LON	LAT	x	y	distance (km)	QL_bed	A_basal_unit	QLEDC12590	A_QLEDC14100	QLEDC14850	QLEDC15710	A_QLEDC17670	QLEDC18725	A_QLEDC21170	QLEDC22200	A_QLEDC23240	A_QLEDC24650	A_QLEDC25500	QLEDC26790	QLEDC27040	QLEDC29300	QLLDC_LINE1001_START25870	QLLDC_LINE1001_START26260	A_QLECD31150	A_QLEDC32850	QLLDC_LINE1001_START27750_A
123.138832	-75.17572	1355982.655	-885264.1091	16.5	3103.56	nan	1066.39	1201.83	1275.53	1355.74	1543.05	1633.13	1781.48	1937.76	2033.61	2155.4	2220.06	2329.4	2349.88	2522.22	2568.14	2622.17	2689.37	2752.22	2855.04
123.135345	-75.176102	1356001.209	-885158.5267	16.6	3104.61	nan	1068.54	1203.69	1278.01	1359.29	1546.23	1635.99	1784.68	1940.51	2035.23	2156.69	2221.87	2330.65	2351.34	2524.51	2570.05	2625.48	2694.47	2756.34	2859.18
123.132446	-75.176636	1355996.617	-885057.6881	16.7	3107.59	nan	1070.29	1205.45	1280.07	1360.54	1549.09	1638.43	1786.78	1942.31	2036.77	2157.91	2222.29	2332.27	2352.36	2526.71	2571.85	2629.16	2699.29	2761.53	2863.1
123.13205	-75.177795	1355895.567	-884978.3694	16.8	3119.33	nan	1070.07	1207.78	1280.66	1361.16	1547.83	1638.06	1790.64	1941.71	2038.72	2158.9	2223.65	2330.95	2351.27	2528.46	2574.62	2634.03	2705.66	2768.41	2868.28
123.129784	-75.17849	1355866.302	-884882.8029	16.9	3143.16	nan	1072.02	1209.59	1282.7	1363.17	1548.19	1640.49	1793.2	1943.7	2039.98	2159.32	2224.71	2333.19	2354.47	2530.57	2576.9	2637.82	2710.62	2773.75	2883.75
123.126961	-75.179054	1355857.746	-884781.9643	17	3143.84	nan	1073.77	1211.35	1285.11	1364.94	1550.34	1642.78	1795.11	1945.42	2041.21	2159.73	2225.74	2334.34	2356.55	2532.73	2578.53	2640.53	2713.77	2779.51	2897.7
123.124161	-75.179626	1355848.088	-884681.1902	17.1	3143.73	nan	1075.09	1213.3	1286.71	1368.65	1552.48	1644.85	1797.03	1947.66	2042.36	2160.14	2226.87	2334.92	2355.77	2533.24	2579.62	2640.53	2714.52	2784.14	2903.46
123.121475	-75.180199	1355836.572	-884583.0566	17.2	3143.17	nan	1079.03	1215.68	1289.71	1370.25	1554.56	1646.91	1798.89	1949.06	2043.47	2161.39	2228.32	2335.86	2356.72	2532.61	2580.5	2640.53	2714.52	2789.18	2909.06
123.118904	-75.18084	1355816.985	-884483.545	17.3	3147.94	nan	1079.16	1218.52	1292.36	1372.16	1556.71	1648.94	1800.81	1950.34	2044.85	2164.24	2229.82	2336.9	2357.04	2535.8	2581.97	2640.86	2714.42	2794.37	2914.82
123.116325	-75.181435	1355801.77	-884386.6226	17.4	3158.22	nan	1080.46	1220.54	1293.69	1373.95	1558.79	1650.42	1802.67	1952.02	2046.04	2167	2231.27	2338.8	2358.38	2537.73	2587.21	2643.07	2716.72	2799.93	2919.83
123.113724	-75.182068	1355783.374	-884286.8907	17.5	3170.49	nan	1082.48	1223	1295.79	1376.34	1560.47	1652.35	1804.28	1953.77	2047.26	2169.84	2232.76	2340.28	2359.99	2540.33	2592.36	2645.33	2721.49	2806.63	2926.43
123.111122	-75.182693	1355765.728	-884187.6212	17.6	3174.7	nan	1082.37	1225.46	1297.25	1377.11	1561.84	1653.58	1805.23	1954.85	2047.71	2170.92	2234.25	2342.21	2362.48	2542.46	2596.72	2649.46	2727.15	2813.15	2933.02
123.108421	-75.183258	1355755.152	-884089.6313	17.7	3187.96	nan	1085.25	1227.35	1298.85	1379.41	1563.42	1654.71	1806.15	1956.28	2049.17	2170.07	2235.7	2344.64	2365.81	2548.53	2600.06	2654.24	2733.51	2819.23	2939.42
123.105682	-75.183853	1355742.381	-883988.936	17.8	3229.11	nan	1087.73	1227.84	1300.76	1379.47	1563.47	1655.46	1807.1	1956.72	2049.05	2169.98	2235.24	2345.61	2366.31	2550.99	2600.31	2657.01	2734.29	2817.04	2945.83
123.10302	-75.184464	1355726.937	-883889.1012	17.9	3260.96	nan	1086.49	1228.42	1300.78	1379.62	1563.23	1655.31	1808.05	1955.9	2047.89	2168.63	2233.8	2344.48	2365.01	2551.07	2600.55	2657.67	2730.87	2812.67	2952.61
123.100372	-75.185043	1355714.23	-883791.5305	18	3265.53	nan	1087.41	1229.43	1301.11	1379.99	1562.6	1654.67	1808.97	1954.61	2046.24	2165.51	2229.56	2341.49	2362.39	2547.97	2595.24	2652.94	2723.44	2800.22	2957.49
123.09758	-75.185623	1355703.645	-883690.4954	18.1	3270.61	nan	1085.94	1229.27	1300.63	1382.13	1561.47	1653.22	1808.56	1951.2	2043.63	2162.09	2223.76	2337.15	2356.25	2541.03	2586.52	2644.19	2715.77	2787.39	2962.41
123.094872	-75.186226	1355689.631	-883590.0644	18.2	3260.07	nan	1085.2	1229.7	1300.21	1378.53	1560.34	1651.31	1804.91	1948.01	2039.18	2156.61	2217.96	2329.66	2348.39	2533.25	2577.79	2633.05	2704.83	2774.56	2957.9
123.092438	-75.186859	1355668.61	-883494.3112	18.3	3251.1	nan	1087.22	1228.05	1299.6	1377.35	1558.97	1648.77	1801.37	1944.73	2034.86	2151.44	2212.33	2323.71	2342.83	2524.47	2569.32	2623.5	2694.37	2762.11	2950.22
123.089806	-75.187485	1355651.284	-883394.2987	18.4	3243.23	nan	1086.44	1227.08	1298.57	1375.92	1555.9	1646.13	1797.72	1940.4	2029.6	2145.65	2206.52	2316.73	2338.23	2517	2560.59	2613.85	2683.27	2750.14	2938.65
123.087212	-75.18808	1355636.234	-883297.0574	18.5	3235.98	nan	1086.58	1225.66	1296.97	1373.88	1552.93	1643.14	1794.23	1935.77	2024.33	2139.96	2200.89	2311.04	2329.45	2511	2552.12	2604.47	2672.65	2737.61	2925.88
123.084641	-75.188713	1355617.308	-883198.073	18.6	3229.72	nan	1084.73	1224.19	1295.68	1371.82	1549.74	1639.67	1790.74	1930.97	2019.2	2134.13	2195.09	2304.01	2323.17	2499.62	2543.4	2596.75	2661.82	2725.27	2910.58
123.082253	-75.1894	1355590.559	-883100.1675	18.7	3207.12	nan	1084.31	1222.72	1293.79	1369.94	1545.51	1636.23	1787.25	1926.27	2014.29	2128.29	2189.28	2296.37	2316.36	2491.27	2534.67	2589.21	2651.2	2712.92	2891.15
123.079582	-75.189972	1355578.806	-883002.5006	18.8	3178.57	nan	1083.67	1221.61	1291.77	1367.84	1542.87	1633.03	1783.86	1921.52	2008.75	2122.62	2183.65	2289.95	2310.96	2482.79	2526.2	2581.89	2640.9	2700.94	2869.34
123.077011	-75.190605	1355559.861	-882903.5268	18.9	3157.48	nan	1082.52	1219.83	1290.12	1365.19	1538.76	1629.39	1780.48	1919.12	2003.82	2118.12	2177.85	2282.36	2302.49	2474.99	2517.47	2574.35	2630.28	2692	2842.24
123.074333	-75.191216	1355544.595	-882803.3507	19	3122.42	nan	1082.04	1218.67	1288.14	1363.42	1536.3	1626.45	1777.41	1912.48	1999.36	2113.61	2172.05	2276.1	2295.94	2467.5	2508.75	2566.81	2619.66	2685.07	2819.5
123.071808	-75.191833	1355526.41	-882706.4362	19.1	3086.35	nan	1082.74	1218.14	1286.76	1361.44	1534.12	1623.37	1774.42	1907.94	1995.02	2109.11	2166.41	2272.62	2287.31	2465.03	2500.97	2559.5	2611.67	2682.29	2800.07
123.069153	-75.192444	1355510.777	-882606.8111	19.2	3074.52	nan	1079.85	1216.79	1285.35	1359.54	1531.88	1620.58	1771.35	1906.82	1990.56	2103.89	2161.17	2267.84	2285.56	2456.44	2492.96	2554.35	2608.23	2679.41	2788.08
123.066292	-75.193001	1355503.308	-882505.5689	19.3	3062.99	nan	1078.91	1215.84	1283.95	1358.04	1529.42	1618.13	1768.27	1904.47	1986.1	2098.67	2159.14	2263.41	2281.79	2453.24	2486.97	2550.19	2604.8	2676.54	2781.38
123.063271	-75.193497	1355503.94	-882404.2189	19.4	3056.02	nan	1082.59	1215.34	1283.64	1356.75	1526.95	1615.97	1765.2	1899.22	1982.86	2095.59	2157.11	2260.66	2278.8	2451.24	2481.82	2541.45	2602.08	2673.67	2779.39
123.060623	-75.194107	1355488.273	-882304.8292	19.5	3049.05	nan	1081.47	1215.03	1282.04	1355.59	1524.64	1614.3	1763.23	1896.87	1981.38	2093.16	2155.09	2259	2275.73	2449.79	2480.01	2538.19	2600.67	2671.78	2778.7
123.058411	-75.194824	1355455.984	-882209.3129	19.6	3042.78	nan	1078.94	1214.82	1281.4	1353.89	1522.38	1612.55	1761.68	1898.59	1979.85	2091.33	2153	2256.83	2274.71	2448.5	2479.95	2534.83	2600.08	2671.26	2779.23
123.055634	-75.195404	1355445.067	-882108.6853	19.7	3037.28	nan	1079.03	1214.57	1280.86	1353.23	1521.54	1611.56	1760.17	1893.96	1978.37	2088.48	2152.04	2255.19	2275.01	2448.04	2480.58	2534.71	2599.1	2670.75	2782.44
123.052765	-75.195953	1355438.429	-882007.7513	19.8	3035.66	nan	1082.56	1214.32	1280.57	1353.34	1520.79	1610.95	1758.67	1893.16	1978.33	2089.03	2152.79	2255.6	2274.74	2447.92	2482.07	2536.1	2598.36	2670.25	2786.27
123.049812	-75.196472	1355435.853	-881906.6395	19.9	3038.07	nan	1078.46	1213.73	1280.79	1352.41	1519.99	1610.57	1758.62	1893.11	1977.97	2089.57	2153.51	2256.1	2274.94	2449.7	2483.76	2537.55	2601.84	2672.81	2791.67
123.044289	-75.197601	1355416.365	-881708.0055	20.1	3049.73	nan	1079.18	1214.26	1280.74	1352.53	1519.9	1610.42	1758.62	1893.07	1978.37	2091.31	2155	2258.75	2278.28	2454.75	2489.79	2542.67	2609.25	2683.93	2807.06
123.04113	-75.19809	1355419.716	-881603.8349	20.2	3060.45	nan	1079.81	1214.45	1281	1353.27	1519.93	1610.29	1758.62	1894.99	1979.79	2092.28	2155.94	2261	2280.15	2457.89	2493.9	2547.54	2614.02	2690.65	2820.59
123.038246	-75.198631	1355414.015	-881503.0419	20.3	3083.78	nan	1081.77	1214.64	1281.1	1352.51	1520.13	1610.73	1758.62	1896.79	1981.59	2094.36	2157.68	2262.87	2281.73	2461.59	2498.2	2553.01	2619.06	2699.11	2841.17
123.035126	-75.199135	1355415.363	-881398.8959	20.4	3125.79	nan	1083.72	1214.83	1281.01	1352.89	1519.64	1610.82	1760.17	1895.62	1982.42	2096.14	2158.91	2265.62	2287.16	2465.98	2502.64	2559.51	2624.24	2706.52	2865.69
123.032166	-75.199654	1355412.854	-881297.6347	20.5	3145.5	nan	1083.21	1215.02	1281.34	1352.37	1519.64	1610.84	1761.46	1896.31	1983.97	2098.95	2161.2	2268.4	2288.02	2470.3	2506.45	2565.14	2629.32	2712.24	2889.43
123.026474	-75.200768	1355397.275	-881095.9404	20.6	3183.7	nan	1082.15	1214.84	1281.45	1352.2	1518.59	1609.9	1761	1895.7	1981.83	2101	2160.26	2269.84	2290.93	2474.78	2506.97	2566.88	2635.23	2709.09	2867.77
123.023605	-75.201317	1355390.57	-880995.0351	20.7	3174.42	nan	1082.98	1214.17	1280.53	1351.04	1518.08	1608.92	1759.61	1894.89	1980.49	2098.01	2158.54	2268.3	2288.87	2470.67	2501.77	2562.09	2629.3	2704.26	2846.73
123.020859	-75.201866	1355381.966	-880897.0423	20.8	3160.95	nan	1080.83	1213.51	1279.91	1351.71	1516.74	1607.62	1757.91	1893.37	1978.4	2095.19	2155.99	2265.38	2284.65	2467.19	2496.74	2557.37	2623.54	2699.49	2824.88
123.01783	-75.202408	1355378.356	-880792.7789	20.9	3069.24	nan	1082.03	1212.82	1278.81	1349.48	1515.28	1606.09	1755.16	1891.62	1976.45	2092.53	2153.72	2262.29	2282.18	2461.91	2492.49	2552.38	2617.43	2693.23	2809.83
123.014305	-75.202766	1355399.397	-880687.8542	21	3032.45	nan	1080.7	1212.1	1278.12	1348.55	1513.77	1604.11	1752.32	1888.87	1974.44	2089.79	2151.38	2258.74	2278.9	2458.83	2489.8	2547.47	2612.27	2686.79	2798.36
123.010498	-75.203087	1355428.19	-880578.4846	21.1	3017.77	nan	1081.83	1211.35	1276.76	1347.49	1512.06	1602.37	1749.7	1885.95	1972.33	2086.92	2148.91	2255.74	2276.06	2455.64	2486.97	2543.31	2608.31	2681.98	2787.7
123.006615	-75.203354	1355463.143	-880470.565	21.2	3008.31	nan	1082.23	1210.67	1275.71	1345.45	1510.84	1600.72	1748.09	1884.28	1970.56	2084.04	2146.45	2253.22	2274.7	2452.51	2484.36	2539.14	2604.34	2678.62	2778.14
123.002617	-75.203606	1355501.243	-880360.8261	21.3	3002.86	nan	1080.67	1209.98	1274.35	1344.09	1508.19	1598.99	1746.44	1882.84	1968.7	2082.48	2145.35	2253.03	2272.25	2451.26	2481.82	2537.85	2601.32	2675.96	2769.93
122.998634	-75.203865	1355538.456	-880251.0201	21.4	3002.62	nan	1081.03	1209.28	1273.94	1343.53	1507.53	1597.63	1744.79	1881.72	1966.84	2081.63	2146.31	2252.46	2273.18	2451.32	2481.82	2538.63	2601.42	2675.96	2769.78
122.995705	-75.204391	1355534.744	-880150.096	21.5	3006.7	nan	1080.33	1208.69	1273.08	1343.61	1507.53	1597.1	1744.91	1881.63	1967.36	2081.92	2147.24	2252.36	2273.38	2451.72	2484.48	2539.92	2602.47	2676.98	2774.41
122.992622	-75.20491	1355534.039	-880045.952	21.6	3015.73	nan	1080.05	1209.04	1272.76	1341.89	1507.53	1596.87	1745.53	1881.58	1968.27	2083.29	2148.19	2255.19	2276.69	2455.21	2489.16	2543.94	2605.84	2680.53	2781.6
122.989914	-75.205467	1355524.049	-879948.3982	21.7	3031.86	nan	1080.29	1209.29	1272.52	1342.58	1507.1	1596.48	1746.11	1882.54	1969.38	2084.57	2149.97	2257.28	2277.66	2459.74	2494.62	2548.08	2609.02	2683.89	2789.66
122.988251	-75.206329	1355469.759	-879857.2349	21.8	3057.13	nan	1080.25	1208.62	1271.89	1342.33	1507.21	1597.2	1746.74	1883.8	1970.78	2086.93	2151.91	2260.86	2282.46	2462.87	2499.15	2553.15	2613.27	2688.71	2800.09
122.985916	-75.207024	1355441.249	-879760.217	21.9	3081.67	nan	1080.3	1208.05	1271.94	1341.35	1506.98	1597.29	1747.36	1884.55	1971.75	2089.28	2153.75	2264.22	2284.67	2468.68	2503.25	2559.36	2621.04	2694.65	2810.05
122.983696	-75.207741	1355408.93	-879664.601	22	3110.67	nan	1079.61	1208.1	1271.88	1341.32	1507.2	1597.44	1748.19	1885.8	1972.81	2091.98	2155.98	2267.82	2289.46	2472.77	2507.36	2565.57	2628.51	2700.59	2821.44
122.981544	-75.208443	1355376.952	-879571.4991	22.1	3135.6	nan	1079.74	1208.11	1271.03	1341.11	1507.23	1597.53	1749	1886.75	1973.77	2094.84	2158.1	2270.97	2292.66	2478.01	2511.41	2571.56	2636.05	2706.75	2828.45
122.979225	-75.209145	1355347.532	-879474.4505	22.2	3136.65	nan	1079.01	1206.96	1271.9	1340.57	1506.84	1597.25	1749.83	1886.29	1974.76	2097.58	2161.15	2273.65	2294.34	2481.81	2514.79	2576.5	2643.83	2717.28	2834.1
122.976921	-75.209846	1355317.969	-879377.8206	22.3	3137.74	nan	1078.27	1207.11	1270.36	1340.34	1507.53	1596.87	1749.01	1887.32	1975.75	2098.76	2161.96	2275.93	2296.77	2484.33	2515.6	2579.48	2645.07	2716.96	2838.69
122.974426	-75.210464	1355299.02	-879281.6643	22.4	3120.32	nan	1078.08	1206.21	1269.27	1339.06	1507.53	1595.95	1747.34	1886.43	1974	2099.95	2162.27	2275.77	2298.76	2484.3	2514	2579.54	2643.26	2713.41	2837.62
122.971443	-75.210976	1355297.371	-879180.3373	22.5	3106.76	nan	1077.43	1205.24	1268.2	1338.09	1506.83	1594.56	1745.62	1885.09	1972.2	2099.88	2160.84	2274.66	2296.33	2478.86	2509.36	2573.05	2634.5	2705.92	2821.47
122.968452	-75.211487	1355295.931	-879078.8838	22.6	3096.95	nan	1077.05	1204.27	1266.7	1336.75	1505.26	1593.2	1744.12	1883.2	1970.4	2096.26	2159.41	2272.1	2292.32	2474.96	2505.26	2565.26	2623.95	2695.41	2806.84
122.965202	-75.211937	1355304.108	-878974.9711	22.7	3079.22	nan	1077.63	1203.28	1265.64	1335.32	1503.63	1591.47	1743.08	1881.36	1968.55	2092.54	2157.94	2269.25	2291.96	2472.26	2501.33	2558.16	2618.36	2684.8	2790.82
122.961929	-75.212372	1355314.02	-878871.4173	22.8	3063.29	nan	1075.99	1201.92	1264.59	1333.66	1502	1589.88	1742.04	1879.17	1966.95	2088.44	2156.47	2267.4	2289.87	2468.41	2497.4	2554.09	2613.38	2677.03	2779.2
122.958923	-75.212875	1355313.53	-878770.0966	22.9	3050.76	nan	1074.8	1200.65	1262.74	1332.18	1500.42	1588.63	1741.18	1878	1966.1	2087.89	2155.04	2266.85	2286.43	2465.95	2494.26	2550.15	2608.32	2672.06	2771.93
122.955933	-75.213379	1355312.695	-878669.0968	23	3035.9	nan	1072.42	1199.04	1261.45	1331.05	1498.84	1587.07	1740.45	1876.68	1965.26	2087.54	2154.42	2264.99	2287.1	2463.52	2492.77	2546.35	2604.94	2667.1	2766.29
122.953049	-75.213928	1355306.058	-878567.9043	23.1	3016.92	nan	1073.27	1197.11	1260.58	1329.32	1497.27	1586.02	1739.71	1875.88	1964.57	2087.19	2154.09	2264.38	2284.47	2462.36	2491.29	2545.09	2602.91	2662.14	2761.23
122.950363	-75.214493	1355294.897	-878470.4375	23.2	3003.26	nan	1073.17	1195.39	1259.62	1328.42	1496.16	1585.13	1739	1875.31	1963.59	2086.85	2153.77	2264.17	2286.03	2462.03	2490.02	2543.86	2600.93	2657.75	2756.33
122.947556	-75.215073	1355284.196	-878369.2109	23.3	2989.91	nan	1071.45	1193.62	1258.46	1327.69	1495.21	1583.76	1738.38	1874.75	1963.27	2086.49	2153.44	2264.13	2284.56	2461.24	2490.02	2542.42	2598.9	2655.75	2752.23
122.944695	-75.215622	1355277.187	-878268.5715	23.4	2976.36	nan	1070.7	1193.15	1257.74	1326.36	1494.25	1583.64	1737.8	1873.87	1962.32	2086.14	2153.11	2263.62	2285.32	2460.89	2490.02	2542.26	2596.86	2653.74	2748.67
122.941864	-75.216148	1355271.843	-878170.0255	23.5	2974.4	nan	1069.5	1193.3	1256.21	1325.58	1493.33	1582.76	1737.25	1873.37	1962.44	2086.67	2152.79	2265.32	2285.5	2460.65	2490.02	2541.81	2595.4	2651.8	2744.84
122.93924	-75.216774	1355254.055	-878070.3751	23.6	2977.16	nan	1068.28	1194	1255.97	1325.91	1492.75	1582.51	1736.67	1872.99	1962.58	2087.26	2154.11	2266.51	2287.93	2462.88	2490.89	2541.34	2596.99	2650.17	2742.98
122.936981	-75.217453	1355225.756	-877976.1801	23.7	2976.92	nan	1067.66	1194.1	1254.89	1324.72	1491.63	1582.42	1736.12	1874.06	1962.81	2088.21	2155.81	2267.39	2289.65	2463.4	2493.11	2541.41	2598.07	2650.74	2743.09
122.934402	-75.218086	1355206.618	-877877.1811	23.8	2974.48	nan	1069.25	1193.87	1255.2	1325.02	1492.63	1582.51	1736.7	1874.18	1964.17	2089	2157.56	2268.63	2291.35	2464.27	2495.4	2545.08	2598.86	2651.32	2745.72
122.931602	-75.218613	1355200.682	-877779.3208	23.9	2976.68	nan	1068.71	1193.64	1253.81	1324.74	1493	1582.66	1737.74	1874.88	1966.22	2089.76	2159.25	2271.39	2294.03	2468.14	2499.76	2547.88	2601.63	2651.89	2748.28
122.928322	-75.219048	1355210.618	-877675.6313	24	2986.45	nan	1068.46	1193.4	1254.48	1324.08	1493.36	1582.97	1738.85	1876.29	1968.43	2091.55	2161.05	2274.18	2296.32	2471.08	2504.47	2552.42	2606.48	2656.85	2752.84
122.925301	-75.219543	1355211.019	-877574.4691	24.1	3000.11	nan	1067.86	1193.17	1254.28	1324.37	1493.53	1583.79	1739.92	1877.75	1970.57	2095.1	2165.14	2278.36	2299.19	2475.49	2508.56	2559.14	2611.34	2663.62	2759.02
122.922462	-75.220108	1355202.139	-877473.4137	24.2	3014.02	nan	1067.69	1192.93	1254.42	1324.28	1494.27	1584.55	1740.99	1879.83	1972.71	2098.66	2169.95	2283.08	2303.48	2480.73	2514.24	2566.76	2621.04	2672.04	2766.61
122.919716	-75.220657	1355193.311	-877375.5211	24.3	3027.52	nan	1069.75	1192.55	1254.16	1324.95	1494.88	1585.64	1741.88	1882.05	1974.72	2102.11	2174.62	2287.87	2311.16	2486.37	2522.25	2575.18	2630.98	2683.16	2776.82
122.916481	-75.221107	1355201.139	-877272.0049	24.4	3041.84	nan	1068.58	1192.11	1254.04	1324.71	1495.7	1586.66	1742.58	1884.31	1977.89	2106.77	2179.58	2293.34	2315.35	2496.5	2530.74	2585.29	2641.92	2696.99	2787.64
122.913132	-75.221512	1355214.877	-877168.494	24.5	3069.92	nan	1067.53	1191.66	1254.12	1325.36	1496.37	1587.8	1743.27	1886.54	1981.81	2111.72	2184.53	2300.15	2323.03	2504.68	2549.95	2597.41	2652.97	2713.54	2799.56
122.909943	-75.221931	1355224.86	-877067.9291	24.6	3098.92	nan	1067.32	1191.23	1253.24	1325.07	1497.18	1588.53	1743.95	1888.82	1984.31	2116.53	2189.34	2307.47	2328.67	2512.26	2556.95	2609.18	2662.41	2728.2	2811.41
122.90712	-75.222496	1355215.701	-876967.2656	24.7	3119.03	nan	1067.48	1191.13	1253.57	1325.54	1498.02	1589.12	1744.45	1889.57	1985.44	2120.51	2193.84	2312.52	2334	2524.96	2562.01	2615.02	2670.59	2732.31	2812.98
122.904449	-75.223068	1355203.56	-876869.7806	24.8	3127.23	nan	1066.93	1190.38	1252.83	1325.04	1498.45	1589.35	1744.45	1891.37	1986.77	2122	2197.48	2315.98	2337.9	2529.51	2561.85	2617.54	2677.36	2735.12	2813.01
122.90155	-75.223602	1355198.425	-876769.1849	24.9	3130.01	nan	1065.63	1189.24	1252.2	1324.58	1497.75	1589.17	1744.45	1891.91	1988.14	2123.54	2197.97	2317.97	2339.98	2530.24	2561.69	2618.36	2679.99	2731.25	2810.49
122.898933	-75.22419	1355183.962	-876672.0237	25	3116.39	nan	1064.1	1187.89	1250.82	1323.43	1498.05	1588.83	1744.45	1891.39	1988.1	2123.09	2198.23	2318.02	2340.86	2530.56	2561.54	2617.62	2677.78	2727.53	2805.28
122.896172	-75.224739	1355175.312	-876573.7983	25.1	3099.39	nan	1062.79	1186.55	1250.36	1323.07	1497.17	1587.97	1744.36	1890.77	1986.72	2121.32	2197.51	2317.84	2339.86	2528.97	2560.81	2616.42	2672.26	2725.25	2800.3
122.893173	-75.225243	1355174.468	-876472.6448	25.2	3086.44	nan	1062.24	1185.58	1249.31	1322.13	1496.42	1587.07	1742.79	1889.68	1985.3	2119.04	2196.77	2315.95	2337.82	2524.9	2558.23	2610.32	2666.23	2721.45	2794.88
122.89035	-75.225769	1355168.886	-876374.3376	25.3	3072.8	nan	1060.77	1183.81	1248.6	1321.1	1495.28	1585.94	1741.27	1887.96	1983.93	2114.68	2195.04	2312.24	2335.51	2521.74	2553.68	2604.41	2660.37	2708.78	2789.53
122.886993	-75.226158	1355184.166	-876271.6158	25.4	3055.46	nan	1059.86	1182.39	1247.27	1319.9	1494.5	1584.56	1739.66	1886	1982.47	2112.12	2192.48	2309.15	2331.1	2516.19	2547.6	2598.14	2654.16	2694.34	2783.86
122.884079	-75.226669	1355181.353	-876172.0603	25.5	3043.6	nan	1057.89	1181	1245.67	1318.89	1492.89	1583.17	1738.05	1884.09	1981.05	2113.5	2189.46	2306.87	2328.36	2512.75	2541.69	2595.59	2648.51	2685.74	2776.88
122.88134	-75.227219	1355172.241	-876074.3088	25.6	3041.21	nan	1056.6	1179.65	1244.75	1317.5	1491.75	1581.92	1736.44	1882.88	1979.93	2113.5	2188.32	2304.55	2326.48	2510.97	2540.88	2593.86	2646.94	2685.02	2770.43
122.878647	-75.227783	1355161.122	-875976.8092	25.7	3043.47	nan	1056.05	1178.31	1243.61	1316.89	1490.97	1581.14	1734.82	1881.62	1979.53	2113.39	2187.96	2303.86	2325.12	2508.99	2540.47	2593.45	2645.37	2684.29	2768.84
122.873169	-75.228889	1355142.312	-875780.9614	25.9	3043.87	nan	1052.97	1175.66	1241.61	1315.22	1490.3	1579.46	1731.6	1879.55	1979.17	2112.41	2186.87	2304.23	2326.02	2511.99	2542.69	2595.73	2650.03	2690.25	2780.97
122.870338	-75.229454	1355133.191	-875680.147	26	3043.24	nan	1051.03	1174.65	1240.87	1314.22	1489.96	1578.9	1730.28	1880.02	1978.32	2111.6	2187.26	2304.12	2326.63	2513.65	2545.41	2599.12	2653.03	2698.05	2777.88
122.867409	-75.229935	1355133.35	-875582.0507	26.1	3041.89	nan	1050.1	1173.66	1239.83	1313.55	1489.62	1578.39	1730.28	1879.6	1978.09	2111.01	2187.95	2305.1	2326.96	2514.93	2544.11	2602.4	2657.48	2704.11	2776
122.86454	-75.230446	1355129.805	-875483.5785	26.2	3036.22	nan	1048.15	1172.68	1239.47	1312.96	1489.75	1577.7	1730.28	1879.13	1977.87	2110.42	2188.34	2304.68	2325.89	2512.8	2541.12	2599.69	2661.66	2703.13	2773.72
122.861824	-75.231003	1355119.649	-875385.9718	26.3	3027.91	nan	1047.58	1171.7	1238.7	1312.21	1489.79	1577.56	1730.28	1878.94	1977.64	2109.83	2186.83	2302.52	2323.85	2509.76	2538.12	2592.09	2651.96	2690.52	2773.72
122.859108	-75.23156	1355109.487	-875288.3681	26.4	3019.89	nan	1046.77	1170.72	1238.17	1312.26	1489.46	1577.11	1730.28	1878.76	1977.19	2109.28	2185.8	2299.71	2322.6	2505.1	2535.47	2588.91	2643.77	2685.91	2771.05
122.856361	-75.232117	1355099.792	-875190.0342	26.5	3014	nan	1046.17	1170.1	1237.65	1311.61	1489.4	1577.05	1730.28	1878.36	1976.93	2109.28	2184.79	2298.84	2322.16	2504.24	2534.4	2585.81	2642.36	2683.23	2763.74
122.853485	-75.23262	1355097.07	-875091.8866	26.6	3014.48	nan	1045.17	1170.42	1237.54	1311.96	1489.29	1577.02	1730.28	1878.65	1977.55	2109.28	2183.8	2297.79	2319.99	2504.01	2533.33	2582.68	2640.94	2685.18	2768.2
122.850563	-75.233101	1355097.084	-874993.971	26.7	3018.15	nan	1044.71	1169.93	1237.08	1311.68	1489.38	1577.05	1730.28	1878.17	1976.74	2109.28	2183.98	2298.37	2319.62	2503.61	2534.79	2583.41	2642.11	2688.62	2775.11
122.847443	-75.233559	1355102.249	-874892.7522	26.8	3022.41	nan	1043.41	1170.38	1236.83	1311.77	1489.23	1577.29	1730.28	1878.86	1976.67	2109.28	2183.8	2298.18	2320.82	2504.37	2533.41	2584.16	2644.32	2690.17	2780.12
122.844368	-75.233986	1355109.595	-874794.456	26.9	3018.63	nan	1042.81	1168.89	1236.8	1311.01	1489.43	1577.5	1730.28	1878.94	1976.8	2109.28	2183.8	2298.22	2320.53	2503.16	2530.76	2584.89	2646.46	2689.22	2789.3
122.841515	-75.234489	1355106.495	-874696.8618	27	3021.49	nan	1041.87	1169.29	1236.49	1311.29	1489.6	1577.43	1730.28	1879.13	1976.92	2109.28	2183.8	2298.64	2320.53	2503.63	2530.34	2585.62	2646.8	2686.49	2791.93
122.838776	-75.235046	1355096.64	-874598.7333	27.1	3022.5	nan	1041.61	1168.86	1236.51	1311.57	1489.23	1577.64	1730.28	1879.51	1977.05	2109.28	2183.88	2298.22	2319.84	2504.48	2529.92	2586.12	2645.46	2684.18	2774.81
