#depth (m)	ice-age (yr b1950)	origin	thinning
881.65	54.23293333	NaN	NaN
882.2	54.28036667	NaN	NaN
882.75	54.3278	NaN	NaN
883.3	54.37823333	NaN	NaN
883.85	54.42866667	NaN	NaN
884.4	54.4791	NaN	NaN
884.95	54.52526667	NaN	NaN
885.5	54.57143333	NaN	NaN
886.05	54.6176	NaN	NaN
886.6	54.66606667	NaN	NaN
887.15	54.71453333	NaN	NaN
887.7	54.763	NaN	NaN
888.25	54.8116	NaN	NaN
888.8	54.8602	NaN	NaN
889.35	54.9088	NaN	NaN
889.9	54.95526667	NaN	NaN
890.45	55.00173333	NaN	NaN
891	55.0482	NaN	NaN
891.55	55.0991	NaN	NaN
892.1	55.15	NaN	NaN
892.65	55.2009	NaN	NaN
893.2	55.2538	NaN	NaN
893.75	55.3067	NaN	NaN
894.3	55.3596	NaN	NaN
894.85	55.4144	NaN	NaN
895.4	55.4692	NaN	NaN
895.95	55.524	NaN	NaN
896.5	55.5743	NaN	NaN
897.05	55.6246	NaN	NaN
897.6	55.6749	NaN	NaN
898.15	55.72353333	NaN	NaN
898.7	55.77216667	NaN	NaN
899.25	55.8208	NaN	NaN
899.8	55.87116667	NaN	NaN
900.35	55.92153333	NaN	NaN
900.9	55.9719	NaN	NaN
901.45	56.02266667	NaN	NaN
902	56.07343333	NaN	NaN
902.55	56.1242	NaN	NaN
903.1	56.17686667	NaN	NaN
903.65	56.22953333	NaN	NaN
904.2	56.2822	NaN	NaN
904.75	56.33436667	NaN	NaN
905.3	56.38653333	NaN	NaN
905.85	56.4387	NaN	NaN
906.4	56.49546667	NaN	NaN
906.95	56.55223333	NaN	NaN
907.5	56.609	NaN	NaN
908.05	56.66513333	NaN	NaN
908.6	56.72126667	NaN	NaN
909.15	56.7774	NaN	NaN
909.7	56.83423333	NaN	NaN
910.25	56.89106667	NaN	NaN
910.8	56.9479	NaN	NaN
911.35	57.00136667	NaN	NaN
911.9	57.05483333	NaN	NaN
912.45	57.1083	NaN	NaN
913	57.1617	NaN	NaN
913.55	57.2151	NaN	NaN
914.1	57.2685	NaN	NaN
914.65	57.321	NaN	NaN
915.2	57.3735	NaN	NaN
915.75	57.426	NaN	NaN
916.3	57.4777	NaN	NaN
916.85	57.5294	NaN	NaN
917.4	57.5811	NaN	NaN
917.95	57.63186667	NaN	NaN
918.5	57.68263333	NaN	NaN
919.05	57.7334	NaN	NaN
919.6	57.78143333	NaN	NaN
920.15	57.82946667	NaN	NaN
920.7	57.8775	NaN	NaN
921.25	57.92616667	NaN	NaN
921.8	57.97483333	NaN	NaN
922.35	58.0235	NaN	NaN
922.9	58.06926667	NaN	NaN
923.45	58.11503333	NaN	NaN
924	58.1608	NaN	NaN
924.55	58.2066	NaN	NaN
925.1	58.2524	NaN	NaN
925.65	58.2982	NaN	NaN
926.2	58.3483	NaN	NaN
926.75	58.3984	NaN	NaN
927.3	58.4485	NaN	NaN
927.85	58.49693333	NaN	NaN
928.4	58.54536667	NaN	NaN
928.95	58.5938	NaN	NaN
929.5	58.64133333	NaN	NaN
930.05	58.68886667	NaN	NaN
930.6	58.7364	NaN	NaN
931.15	58.7871	NaN	NaN
931.7	58.8378	NaN	NaN
932.25	58.8885	NaN	NaN
932.8	58.93613333	NaN	NaN
933.35	58.98376667	NaN	NaN
933.9	59.0314	NaN	NaN
934.45	59.07766667	NaN	NaN
935	59.12393333	NaN	NaN
935.55	59.1702	NaN	NaN
936.1	59.21456667	NaN	NaN
936.65	59.25893333	NaN	NaN
937.2	59.3033	NaN	NaN
937.75	59.3473	NaN	NaN
938.3	59.3913	NaN	NaN
938.85	59.4353	NaN	NaN
939.4	59.48056667	NaN	NaN
939.95	59.52583333	NaN	NaN
940.5	59.5711	NaN	NaN
941.05	59.6141	NaN	NaN
941.6	59.6571	NaN	NaN
942.15	59.7001	NaN	NaN
942.7	59.7445	NaN	NaN
943.25	59.7889	NaN	NaN
943.8	59.8333	NaN	NaN
944.35	59.87956667	NaN	NaN
944.9	59.92583333	NaN	NaN
945.45	59.9721	NaN	NaN
946	60.01773333	NaN	NaN
946.55	60.06336667	NaN	NaN
947.1	60.109	NaN	NaN
947.65	60.15536667	NaN	NaN
948.2	60.20173333	NaN	NaN
948.75	60.2481	NaN	NaN
949.3	60.29343333	NaN	NaN
949.85	60.33876667	NaN	NaN
950.4	60.3841	NaN	NaN
950.95	60.431	NaN	NaN
951.5	60.4779	NaN	NaN
952.05	60.5248	NaN	NaN
952.6	60.57203333	NaN	NaN
953.15	60.61926667	NaN	NaN
953.7	60.6665	NaN	NaN
954.25	60.71513333	NaN	NaN
954.8	60.76376667	NaN	NaN
955.35	60.8124	NaN	NaN
955.9	60.85753333	NaN	NaN
956.45	60.90266667	NaN	NaN
957	60.9478	NaN	NaN
957.55	60.99593333	NaN	NaN
958.1	61.04406667	NaN	NaN
958.65	61.0922	NaN	NaN
959.2	61.1419	NaN	NaN
959.75	61.1916	NaN	NaN
960.3	61.2413	NaN	NaN
960.85	61.29126667	NaN	NaN
961.4	61.34123333	NaN	NaN
961.95	61.3912	NaN	NaN
962.5	61.4406	NaN	NaN
963.05	61.49	NaN	NaN
963.6	61.5394	NaN	NaN
964.15	61.58743333	NaN	NaN
964.7	61.63546667	NaN	NaN
965.25	61.6835	NaN	NaN
965.8	61.73153333	NaN	NaN
966.35	61.77956667	NaN	NaN
966.9	61.8276	NaN	NaN
967.45	61.87743333	NaN	NaN
968	61.92726667	NaN	NaN
968.55	61.9771	NaN	NaN
969.1	62.02646667	NaN	NaN
969.65	62.07583333	NaN	NaN
970.2	62.1252	NaN	NaN
970.75	62.17406667	NaN	NaN
971.3	62.22293333	NaN	NaN
971.85	62.2718	NaN	NaN
972.4	62.3219	NaN	NaN
972.95	62.372	NaN	NaN
973.5	62.4221	NaN	NaN
974.05	62.47383333	NaN	NaN
974.6	62.52556667	NaN	NaN
975.15	62.5773	NaN	NaN
975.7	62.62843333	NaN	NaN
976.25	62.67956667	NaN	NaN
976.8	62.7307	NaN	NaN
977.35	62.7822	NaN	NaN
977.9	62.8337	NaN	NaN
978.45	62.8852	NaN	NaN
979	62.9398	NaN	NaN
979.55	62.9944	NaN	NaN
980.1	63.049	NaN	NaN
980.65	63.1049	NaN	NaN
981.2	63.1608	NaN	NaN
981.75	63.2167	NaN	NaN
982.3	63.27236667	NaN	NaN
982.85	63.32803333	NaN	NaN
983.4	63.3837	NaN	NaN
983.95	63.43926667	NaN	NaN
984.5	63.49483333	NaN	NaN
985.05	63.5504	NaN	NaN
985.6	63.6093	NaN	NaN
986.15	63.6682	NaN	NaN
986.7	63.7271	NaN	NaN
987.25	63.7854	NaN	NaN
987.8	63.8437	NaN	NaN
988.35	63.902	NaN	NaN
988.9	63.96206667	NaN	NaN
989.45	64.02213333	NaN	NaN
990	64.0822	NaN	NaN
990.55	64.14626667	NaN	NaN
991.1	64.21033333	NaN	NaN
991.65	64.2744	NaN	NaN
992.2	64.3367	NaN	NaN
992.75	64.399	NaN	NaN
993.3	64.4613	NaN	NaN
993.85	64.5211	NaN	NaN
994.4	64.5809	NaN	NaN
994.95	64.6407	NaN	NaN
995.5	64.69376667	NaN	NaN
996.05	64.74683333	NaN	NaN
996.6	64.7999	NaN	NaN
997.15	64.85603333	NaN	NaN
997.7	64.91216667	NaN	NaN
998.25	64.9683	NaN	NaN
998.8	65.0231	NaN	NaN
999.35	65.0779	NaN	NaN
999.9	65.1327	NaN	NaN
1000.45	65.19406667	NaN	NaN
1001	65.25543333	NaN	NaN
1001.55	65.3168	NaN	NaN
1002.1	65.38016667	NaN	NaN
1002.65	65.44353333	NaN	NaN
1003.2	65.5069	NaN	NaN
1003.75	65.57	NaN	NaN
1004.3	65.6331	NaN	NaN
1004.85	65.6962	NaN	NaN
1005.4	65.75996667	NaN	NaN
1005.95	65.82373333	NaN	NaN
1006.5	65.8875	NaN	NaN
1007.05	65.95323333	NaN	NaN
1007.6	66.01896667	NaN	NaN
1008.15	66.0847	NaN	NaN
1008.7	66.14646667	NaN	NaN
1009.25	66.20823333	NaN	NaN
1009.8	66.27	NaN	NaN
1010.35	66.33576667	NaN	NaN
1010.9	66.40153333	NaN	NaN
1011.45	66.4673	NaN	NaN
1012	66.5342	NaN	NaN
1012.55	66.6011	NaN	NaN
1013.1	66.668	NaN	NaN
1013.65	66.73446667	NaN	NaN
1014.2	66.80093333	NaN	NaN
1014.75	66.8674	NaN	NaN
1015.3	66.93526667	NaN	NaN
1015.85	67.00313333	NaN	NaN
1016.4	67.071	NaN	NaN
1016.95	67.13886667	NaN	NaN
1017.5	67.20673333	NaN	NaN
1018.05	67.2746	NaN	NaN
1018.6	67.34353333	NaN	NaN
1019.15	67.41246667	NaN	NaN
1019.7	67.4814	NaN	NaN
1020.25	67.5471	NaN	NaN
1020.8	67.6128	NaN	NaN
1021.35	67.6785	NaN	NaN
1021.9	67.7421	NaN	NaN
1022.45	67.8057	NaN	NaN
1023	67.8693	NaN	NaN
1023.55	67.9329	NaN	NaN
1024.1	67.9965	NaN	NaN
1024.65	68.0601	NaN	NaN
1025.2	68.12396667	NaN	NaN
1025.75	68.18783333	NaN	NaN
1026.3	68.2517	NaN	NaN
1026.85	68.31713333	NaN	NaN
1027.4	68.38256667	NaN	NaN
1027.95	68.448	NaN	NaN
1028.5	68.51296667	NaN	NaN
1029.05	68.57793333	NaN	NaN
1029.6	68.6429	NaN	NaN
1030.15	68.70646667	NaN	NaN
1030.7	68.77003333	NaN	NaN
1031.25	68.8336	NaN	NaN
1031.8	68.89556667	NaN	NaN
1032.35	68.95753333	NaN	NaN
1032.9	69.0195	NaN	NaN
1033.45	69.07956667	NaN	NaN
1034	69.13963333	NaN	NaN
1034.55	69.1997	NaN	NaN
1035.1	69.2611	NaN	NaN
1035.65	69.3225	NaN	NaN
1036.2	69.3839	NaN	NaN
1036.75	69.45013333	NaN	NaN
1037.3	69.51636667	NaN	NaN
1037.85	69.5826	NaN	NaN
1038.4	69.6396	NaN	NaN
1038.95	69.6966	NaN	NaN
1039.5	69.7536	NaN	NaN
1040.05	69.8106	NaN	NaN
1040.6	69.8676	NaN	NaN
1041.15	69.9246	NaN	NaN
1041.7	69.98576667	NaN	NaN
1042.25	70.04693333	NaN	NaN
1042.8	70.1081	NaN	NaN
1043.35	70.1722	NaN	NaN
1043.9	70.2363	NaN	NaN
1044.45	70.3004	NaN	NaN
1045	70.36426667	NaN	NaN
1045.55	70.42813333	NaN	NaN
1046.1	70.492	NaN	NaN
1046.65	70.55446667	NaN	NaN
1047.2	70.61693333	NaN	NaN
1047.75	70.6794	NaN	NaN
1048.3	70.7374	NaN	NaN
1048.85	70.7954	NaN	NaN
1049.4	70.8534	NaN	NaN
1049.95	70.90836667	NaN	NaN
1050.5	70.96333333	NaN	NaN
1051.05	71.0183	NaN	NaN
1051.6	71.0741	NaN	NaN
1052.15	71.1299	NaN	NaN
1052.7	71.1857	NaN	NaN
1053.25	71.24083333	NaN	NaN
1053.8	71.29596667	NaN	NaN
1054.35	71.3511	NaN	NaN
1054.9	71.40386667	NaN	NaN
1055.45	71.45663333	NaN	NaN
1056	71.5094	NaN	NaN
1056.55	71.5614	NaN	NaN
1057.1	71.6134	NaN	NaN
1057.65	71.6654	NaN	NaN
1058.2	71.71426667	NaN	NaN
1058.75	71.76313333	NaN	NaN
1059.3	71.812	NaN	NaN
1059.85	71.85936667	NaN	NaN
1060.4	71.90673333	NaN	NaN
1060.95	71.9541	NaN	NaN
1061.5	72.00013333	NaN	NaN
1062.05	72.04616667	NaN	NaN
1062.6	72.0922	NaN	NaN
1063.15	72.14253333	NaN	NaN
1063.7	72.19286667	NaN	NaN
1064.25	72.2432	NaN	NaN
1064.8	72.2947	NaN	NaN
1065.35	72.3462	NaN	NaN
1065.9	72.3977	NaN	NaN
1066.45	72.44783333	NaN	NaN
1067	72.49796667	NaN	NaN
1067.55	72.5481	NaN	NaN
1068.1	72.60066667	NaN	NaN
1068.65	72.65323333	NaN	NaN
1069.2	72.7058	NaN	NaN
1069.75	72.75713333	NaN	NaN
1070.3	72.80846667	NaN	NaN
1070.85	72.8598	NaN	NaN
1071.4	72.91206667	NaN	NaN
1071.95	72.96433333	NaN	NaN
1072.5	73.0166	NaN	NaN
1073.05	73.0693	NaN	NaN
1073.6	73.122	NaN	NaN
1074.15	73.1747	NaN	NaN
1074.7	73.22873333	NaN	NaN
1075.25	73.28276667	NaN	NaN
1075.8	73.3368	NaN	NaN
1076.35	73.39246667	NaN	NaN
1076.9	73.44813333	NaN	NaN
1077.45	73.5038	NaN	NaN
1078	73.56263333	NaN	NaN
1078.55	73.62146667	NaN	NaN
1079.1	73.6803	NaN	NaN
1079.65	73.73943333	NaN	NaN
1080.2	73.79856667	NaN	NaN
1080.75	73.8577	NaN	NaN
1081.3	73.91506667	NaN	NaN
1081.85	73.97243333	NaN	NaN
1082.4	74.0298	NaN	NaN
1082.95	74.0853	NaN	NaN
1083.5	74.1408	NaN	NaN
1084.05	74.1963	NaN	NaN
1084.6	74.2499	NaN	NaN
1085.15	74.3035	NaN	NaN
1085.7	74.3571	NaN	NaN
1086.25	74.41023333	NaN	NaN
1086.8	74.46336667	NaN	NaN
1087.35	74.5165	NaN	NaN
1087.9	74.56946667	NaN	NaN
1088.45	74.62243333	NaN	NaN
1089	74.6754	NaN	NaN
1089.55	74.72853333	NaN	NaN
1090.1	74.78166667	NaN	NaN
1090.65	74.8348	NaN	NaN
1091.2	74.88666667	NaN	NaN
1091.75	74.93853333	NaN	NaN
1092.3	74.9904	NaN	NaN
1092.85	75.04156667	NaN	NaN
1093.4	75.09273333	NaN	NaN
1093.95	75.1439	NaN	NaN
1094.5	75.19103333	NaN	NaN
1095.05	75.23816667	NaN	NaN
1095.6	75.2853	NaN	NaN
1096.15	75.3331	NaN	NaN
1096.7	75.3809	NaN	NaN
1097.25	75.4287	NaN	NaN
1097.8	75.47573333	NaN	NaN
1098.35	75.52276667	NaN	NaN
1098.9	75.5698	NaN	NaN
1099.45	75.61646667	NaN	NaN
1100	75.66313333	NaN	NaN
1100.55	75.7098	NaN	NaN
1101.1	75.75313333	NaN	NaN
1101.65	75.79646667	NaN	NaN
1102.2	75.8398	NaN	NaN
1102.75	75.885	NaN	NaN
1103.3	75.9302	NaN	NaN
1103.85	75.9754	NaN	NaN
1104.4	76.0239	NaN	NaN
1104.95	76.0724	NaN	NaN
1105.5	76.1209	NaN	NaN
1106.05	76.17086667	NaN	NaN
1106.6	76.22083333	NaN	NaN
1107.15	76.2708	NaN	NaN
1107.7	76.323	NaN	NaN
1108.25	76.3752	NaN	NaN
1108.8	76.4274	NaN	NaN
1109.35	76.47893333	NaN	NaN
1109.9	76.53046667	NaN	NaN
1110.45	76.582	NaN	NaN
1111	76.63596667	NaN	NaN
1111.55	76.68993333	NaN	NaN
1112.1	76.7439	NaN	NaN
1112.65	76.79913333	NaN	NaN
1113.2	76.85436667	NaN	NaN
1113.75	76.9096	NaN	NaN
1114.3	76.96846667	NaN	NaN
1114.85	77.02733333	NaN	NaN
1115.4	77.0862	NaN	NaN
1115.95	77.14563333	NaN	NaN
1116.5	77.20506667	NaN	NaN
1117.05	77.2645	NaN	NaN
1117.6	77.3196	NaN	NaN
1118.15	77.3747	NaN	NaN
1118.7	77.4298	NaN	NaN
1119.25	77.48693333	NaN	NaN
1119.8	77.54406667	NaN	NaN
1120.35	77.6012	NaN	NaN
1120.9	77.65696667	NaN	NaN
1121.45	77.71273333	NaN	NaN
1122	77.7685	NaN	NaN
1122.55	77.82263333	NaN	NaN
1123.1	77.87676667	NaN	NaN
1123.65	77.9309	NaN	NaN
1124.2	77.9865	NaN	NaN
1124.75	78.0421	NaN	NaN
1125.3	78.0977	NaN	NaN
1125.85	78.15186667	NaN	NaN
1126.4	78.20603333	NaN	NaN
1126.95	78.2602	NaN	NaN
1127.5	78.31163333	NaN	NaN
1128.05	78.36306667	NaN	NaN
1128.6	78.4145	NaN	NaN
1129.15	78.465	NaN	NaN
1129.7	78.5155	NaN	NaN
1130.25	78.566	NaN	NaN
1130.8	78.61566667	NaN	NaN
1131.35	78.66533333	NaN	NaN
1131.9	78.715	NaN	NaN
1132.45	78.7675	NaN	NaN
1133	78.82	NaN	NaN
1133.55	78.8725	NaN	NaN
1134.1	78.92566667	NaN	NaN
1134.65	78.97883333	NaN	NaN
1135.2	79.032	NaN	NaN
1135.75	79.08286667	NaN	NaN
1136.3	79.13373333	NaN	NaN
1136.85	79.1846	NaN	NaN
1137.4	79.23366667	NaN	NaN
1137.95	79.28273333	NaN	NaN
1138.5	79.3318	NaN	NaN
1139.05	79.37976667	NaN	NaN
1139.6	79.42773333	NaN	NaN
1140.15	79.4757	NaN	NaN
1140.7	79.52456667	NaN	NaN
1141.25	79.57343333	NaN	NaN
1141.8	79.6223	NaN	NaN
1142.35	79.66866667	NaN	NaN
1142.9	79.71503333	NaN	NaN
1143.45	79.7614	NaN	NaN
1144	79.806	NaN	NaN
1144.55	79.8506	NaN	NaN
1145.1	79.8952	NaN	NaN
1145.65	79.9393	NaN	NaN
1146.2	79.9834	NaN	NaN
1146.75	80.0275	NaN	NaN
1147.3	80.07286667	NaN	NaN
1147.85	80.11823333	NaN	NaN
1148.4	80.1636	NaN	NaN
1148.95	80.20963333	NaN	NaN
1149.5	80.25566667	NaN	NaN
1150.05	80.3017	NaN	NaN
1150.6	80.34536667	NaN	NaN
1151.15	80.38903333	NaN	NaN
1151.7	80.4327	NaN	NaN
1152.25	80.47486667	NaN	NaN
1152.8	80.51703333	NaN	NaN
1153.35	80.5592	NaN	NaN
1153.9	80.60333333	NaN	NaN
1154.45	80.64746667	NaN	NaN
1155	80.6916	NaN	NaN
1155.55	80.7331	NaN	NaN
1156.1	80.7746	NaN	NaN
1156.65	80.8161	NaN	NaN
1157.2	80.85966667	NaN	NaN
1157.75	80.90323333	NaN	NaN
1158.3	80.9468	NaN	NaN
1158.85	80.99073333	NaN	NaN
1159.4	81.03466667	NaN	NaN
1159.95	81.0786	NaN	NaN
1160.5	81.11993333	NaN	NaN
1161.05	81.16126667	NaN	NaN
1161.6	81.2026	NaN	NaN
1162.15	81.24636667	NaN	NaN
1162.7	81.29013333	NaN	NaN
1163.25	81.3339	NaN	NaN
1163.8	81.37646667	NaN	NaN
1164.35	81.41903333	NaN	NaN
1164.9	81.4616	NaN	NaN
1165.45	81.5047	NaN	NaN
1166	81.5478	NaN	NaN
1166.55	81.5909	NaN	NaN
1167.1	81.63313333	NaN	NaN
1167.65	81.67536667	NaN	NaN
1168.2	81.7176	NaN	NaN
1168.75	81.76076667	NaN	NaN
1169.3	81.80393333	NaN	NaN
1169.85	81.8471	NaN	NaN
1170.4	81.89183333	NaN	NaN
1170.95	81.93656667	NaN	NaN
1171.5	81.9813	NaN	NaN
1172.05	82.02666667	NaN	NaN
1172.6	82.07203333	NaN	NaN
1173.15	82.1174	NaN	NaN
1173.7	82.1603	NaN	NaN
1174.25	82.2032	NaN	NaN
1174.8	82.2461	NaN	NaN
1175.35	82.2903	NaN	NaN
1175.9	82.3345	NaN	NaN
1176.45	82.3787	NaN	NaN
1177	82.42136667	NaN	NaN
1177.55	82.46403333	NaN	NaN
1178.1	82.5067	NaN	NaN
1178.65	82.54706667	NaN	NaN
1179.2	82.58743333	NaN	NaN
1179.75	82.6278	NaN	NaN
1180.3	82.66916667	NaN	NaN
1180.85	82.71053333	NaN	NaN
1181.4	82.7519	NaN	NaN
1181.95	82.79536667	NaN	NaN
1182.5	82.83883333	NaN	NaN
1183.05	82.8823	NaN	NaN
1183.6	82.92546667	NaN	NaN
1184.15	82.96863333	NaN	NaN
1184.7	83.0118	NaN	NaN
1185.25	83.0528	NaN	NaN
1185.8	83.0938	NaN	NaN
1186.35	83.1348	NaN	NaN
1186.9	83.17456667	NaN	NaN
1187.45	83.21433333	NaN	NaN
1188	83.2541	NaN	NaN
1188.55	83.29516667	NaN	NaN
1189.1	83.33623333	NaN	NaN
1189.65	83.3773	NaN	NaN
1190.2	83.4175	NaN	NaN
1190.75	83.4577	NaN	NaN
1191.3	83.4979	NaN	NaN
1191.85	83.53833333	NaN	NaN
1192.4	83.57876667	NaN	NaN
1192.95	83.6192	NaN	NaN
1193.5	83.66073333	NaN	NaN
1194.05	83.70226667	NaN	NaN
1194.6	83.7438	NaN	NaN
1195.15	83.7845	NaN	NaN
1195.7	83.8252	NaN	NaN
1196.25	83.8659	NaN	NaN
1196.8	83.9048	NaN	NaN
1197.35	83.9437	NaN	NaN
1197.9	83.9826	NaN	NaN
1198.45	84.0211	NaN	NaN
1199	84.0596	NaN	NaN
1199.55	84.0981	NaN	NaN
1200.1	84.1384	NaN	NaN
1200.65	84.1787	NaN	NaN
1201.2	84.219	NaN	NaN
1201.75	84.26083333	NaN	NaN
1202.3	84.30266667	NaN	NaN
1202.85	84.3445	NaN	NaN
1203.4	84.3871	NaN	NaN
1203.95	84.4297	NaN	NaN
1204.5	84.4723	NaN	NaN
1205.05	84.51223333	NaN	NaN
1205.6	84.55216667	NaN	NaN
1206.15	84.5921	NaN	NaN
1206.7	84.6357	NaN	NaN
1207.25	84.6793	NaN	NaN
1207.8	84.7229	NaN	NaN
1208.35	84.76416667	NaN	NaN
1208.9	84.80543333	NaN	NaN
1209.45	84.8467	NaN	NaN
1210	84.8897	NaN	NaN
1210.55	84.9327	NaN	NaN
1211.1	84.9757	NaN	NaN
1211.65	85.02106667	NaN	NaN
1212.2	85.06643333	NaN	NaN
1212.75	85.1118	NaN	NaN
1213.3	85.15546667	NaN	NaN
1213.85	85.19913333	NaN	NaN
1214.4	85.2428	NaN	NaN
1214.95	85.28706667	NaN	NaN
1215.5	85.33133333	NaN	NaN
1216.05	85.3756	NaN	NaN
1216.6	85.4183	NaN	NaN
1217.15	85.461	NaN	NaN
1217.7	85.5037	NaN	NaN
1218.25	85.5496	NaN	NaN
1218.8	85.5955	NaN	NaN
1219.35	85.6414	NaN	NaN
1219.9	85.68766667	NaN	NaN
1220.45	85.73393333	NaN	NaN
1221	85.7802	NaN	NaN
1221.55	85.827	NaN	NaN
1222.1	85.8738	NaN	NaN
1222.65	85.9206	NaN	NaN
1223.2	85.96426667	NaN	NaN
1223.75	86.00793333	NaN	NaN
1224.3	86.0516	NaN	NaN
1224.85	86.09846667	NaN	NaN
1225.4	86.14533333	NaN	NaN
1225.95	86.1922	NaN	NaN
1226.5	86.23923333	NaN	NaN
1227.05	86.28626667	NaN	NaN
1227.6	86.3333	NaN	NaN
1228.15	86.3808	NaN	NaN
1228.7	86.4283	NaN	NaN
1229.25	86.4758	NaN	NaN
1229.8	86.52446667	NaN	NaN
1230.35	86.57313333	NaN	NaN
1230.9	86.6218	NaN	NaN
1231.45	86.66983333	NaN	NaN
1232	86.71786667	NaN	NaN
1232.55	86.7659	NaN	NaN
1233.1	86.8128	NaN	NaN
1233.65	86.8597	NaN	NaN
1234.2	86.9066	NaN	NaN
1234.75	86.9558	NaN	NaN
1235.3	87.005	NaN	NaN
1235.85	87.0542	NaN	NaN
1236.4	87.1032	NaN	NaN
1236.95	87.1522	NaN	NaN
1237.5	87.2012	NaN	NaN
1238.05	87.25293333	NaN	NaN
1238.6	87.30466667	NaN	NaN
1239.15	87.3564	NaN	NaN
1239.7	87.40656667	NaN	NaN
1240.25	87.45673333	NaN	NaN
1240.8	87.5069	NaN	NaN
1241.35	87.5572	NaN	NaN
1241.9	87.6075	NaN	NaN
1242.45	87.6578	NaN	NaN
1243	87.71003333	NaN	NaN
1243.55	87.76226667	NaN	NaN
1244.1	87.8145	NaN	NaN
1244.65	87.87236667	NaN	NaN
1245.2	87.93023333	NaN	NaN
1245.75	87.9881	NaN	NaN
1246.3	88.04013333	NaN	NaN
1246.85	88.09216667	NaN	NaN
1247.4	88.1442	NaN	NaN
1247.95	88.19806667	NaN	NaN
1248.5	88.25193333	NaN	NaN
1249.05	88.3058	NaN	NaN
1249.6	88.35886667	NaN	NaN
1250.15	88.41193333	NaN	NaN
1250.7	88.465	NaN	NaN
1251.25	88.5185	NaN	NaN
1251.8	88.572	NaN	NaN
1252.35	88.6255	NaN	NaN
1252.9	88.67736667	NaN	NaN
1253.45	88.72923333	NaN	NaN
1254	88.7811	NaN	NaN
1254.55	88.83513333	NaN	NaN
1255.1	88.88916667	NaN	NaN
1255.65	88.9432	NaN	NaN
1256.2	88.99723333	NaN	NaN
1256.75	89.05126667	NaN	NaN
1257.3	89.1053	NaN	NaN
1257.85	89.15843333	NaN	NaN
1258.4	89.21156667	NaN	NaN
1258.95	89.2647	NaN	NaN
1259.5	89.31506667	NaN	NaN
1260.05	89.36543333	NaN	NaN
1260.6	89.4158	NaN	NaN
1261.15	89.46563333	NaN	NaN
1261.7	89.51546667	NaN	NaN
1262.25	89.5653	NaN	NaN
1262.8	89.61886667	NaN	NaN
1263.35	89.67243333	NaN	NaN
1263.9	89.726	NaN	NaN
1264.45	89.77736667	NaN	NaN
1265	89.82873333	NaN	NaN
1265.55	89.8801	NaN	NaN
1266.1	89.92853333	NaN	NaN
1266.65	89.97696667	NaN	NaN
1267.2	90.0254	NaN	NaN
1267.75	90.07653333	NaN	NaN
1268.3	90.12766667	NaN	NaN
1268.85	90.1788	NaN	NaN
1269.4	90.2294	NaN	NaN
1269.95	90.28	NaN	NaN
1270.5	90.3306	NaN	NaN
1271.05	90.37996667	NaN	NaN
1271.6	90.42933333	NaN	NaN
1272.15	90.4787	NaN	NaN
1272.7	90.527	NaN	NaN
1273.25	90.5753	NaN	NaN
1273.8	90.6236	NaN	NaN
1274.35	90.67416667	NaN	NaN
1274.9	90.72473333	NaN	NaN
1275.45	90.7753	NaN	NaN
1276	90.82656667	NaN	NaN
1276.55	90.87783333	NaN	NaN
1277.1	90.9291	NaN	NaN
1277.65	90.9809	NaN	NaN
1278.2	91.0327	NaN	NaN
1278.75	91.0845	NaN	NaN
1279.3	91.1398	NaN	NaN
1279.85	91.1951	NaN	NaN
1280.4	91.2504	NaN	NaN
1280.95	91.3011	NaN	NaN
1281.5	91.3518	NaN	NaN
1282.05	91.4025	NaN	NaN
1282.6	91.45336667	NaN	NaN
1283.15	91.50423333	NaN	NaN
1283.7	91.5551	NaN	NaN
1284.25	91.6085	NaN	NaN
1284.8	91.6619	NaN	NaN
1285.35	91.7153	NaN	NaN
1285.9	91.76956667	NaN	NaN
1286.45	91.82383333	NaN	NaN
1287	91.8781	NaN	NaN
1287.55	91.9291	NaN	NaN
1288.1	91.9801	NaN	NaN
1288.65	92.0311	NaN	NaN
1289.2	92.08413333	NaN	NaN
1289.75	92.13716667	NaN	NaN
1290.3	92.1902	NaN	NaN
1290.85	92.24143333	NaN	NaN
1291.4	92.29266667	NaN	NaN
1291.95	92.3439	NaN	NaN
1292.5	92.39313333	NaN	NaN
1293.05	92.44236667	NaN	NaN
1293.6	92.4916	NaN	NaN
1294.15	92.54246667	NaN	NaN
1294.7	92.59333333	NaN	NaN
1295.25	92.6442	NaN	NaN
1295.8	92.69246667	NaN	NaN
1296.35	92.74073333	NaN	NaN
1296.9	92.789	NaN	NaN
1297.45	92.83736667	NaN	NaN
1298	92.88573333	NaN	NaN
1298.55	92.9341	NaN	NaN
1299.1	92.9817	NaN	NaN
1299.65	93.0293	NaN	NaN
1300.2	93.0769	NaN	NaN
1300.75	93.12386667	NaN	NaN
1301.3	93.17083333	NaN	NaN
1301.85	93.2178	NaN	NaN
1302.4	93.2669	NaN	NaN
1302.95	93.316	NaN	NaN
1303.5	93.3651	NaN	NaN
1304.05	93.41356667	NaN	NaN
1304.6	93.46203333	NaN	NaN
1305.15	93.5105	NaN	NaN
1305.7	93.5573	NaN	NaN
1306.25	93.6041	NaN	NaN
1306.8	93.6509	NaN	NaN
1307.35	93.69773333	NaN	NaN
