#depth (m)	ice-age (yr b1950)	origin	thinning
436.7	15.6022	NaN	NaN
437.25	15.6326	NaN	NaN
437.8	15.66556667	NaN	NaN
438.35	15.69853333	NaN	NaN
438.9	15.7315	NaN	NaN
439.45	15.7651	NaN	NaN
440	15.7987	NaN	NaN
440.55	15.8323	NaN	NaN
441.1	15.86466667	NaN	NaN
441.65	15.89703333	NaN	NaN
442.2	15.9294	NaN	NaN
442.75	15.96263333	NaN	NaN
443.3	15.99586667	NaN	NaN
443.85	16.0291	NaN	NaN
444.4	16.06226667	NaN	NaN
444.95	16.09543333	NaN	NaN
445.5	16.1286	NaN	NaN
446.05	16.16143333	NaN	NaN
446.6	16.19426667	NaN	NaN
447.15	16.2271	NaN	NaN
447.7	16.26133333	NaN	NaN
448.25	16.29556667	NaN	NaN
448.8	16.3298	NaN	NaN
449.35	16.36446667	NaN	NaN
449.9	16.39913333	NaN	NaN
450.45	16.4338	NaN	NaN
451	16.46983333	NaN	NaN
451.55	16.50586667	NaN	NaN
452.1	16.5419	NaN	NaN
452.65	16.5774	NaN	NaN
453.2	16.6129	NaN	NaN
453.75	16.6484	NaN	NaN
454.3	16.6845	NaN	NaN
454.85	16.7206	NaN	NaN
455.4	16.7567	NaN	NaN
455.95	16.79306667	NaN	NaN
456.5	16.82943333	NaN	NaN
457.05	16.8658	NaN	NaN
457.6	16.9033	NaN	NaN
458.15	16.9408	NaN	NaN
458.7	16.9783	NaN	NaN
459.25	17.01776667	NaN	NaN
459.8	17.05723333	NaN	NaN
460.35	17.0967	NaN	NaN
460.9	17.13626667	NaN	NaN
461.45	17.17583333	NaN	NaN
462	17.2154	NaN	NaN
462.55	17.25703333	NaN	NaN
463.1	17.29866667	NaN	NaN
463.65	17.3403	NaN	NaN
464.2	17.3829	NaN	NaN
464.75	17.4255	NaN	NaN
465.3	17.4681	NaN	NaN
465.85	17.50876667	NaN	NaN
466.4	17.54943333	NaN	NaN
466.95	17.5901	NaN	NaN
467.5	17.6325	NaN	NaN
468.05	17.6749	NaN	NaN
468.6	17.7173	NaN	NaN
469.15	17.76073333	NaN	NaN
469.7	17.80416667	NaN	NaN
470.25	17.8476	NaN	NaN
470.8	17.89236667	NaN	NaN
471.35	17.93713333	NaN	NaN
471.9	17.9819	NaN	NaN
472.45	18.02846667	NaN	NaN
473	18.07503333	NaN	NaN
473.55	18.1216	NaN	NaN
474.1	18.1652	NaN	NaN
474.65	18.2088	NaN	NaN
475.2	18.2524	NaN	NaN
475.75	18.29686667	NaN	NaN
476.3	18.34133333	NaN	NaN
476.85	18.3858	NaN	NaN
477.4	18.43143333	NaN	NaN
477.95	18.47706667	NaN	NaN
478.5	18.5227	NaN	NaN
479.05	18.56633333	NaN	NaN
479.6	18.60996667	NaN	NaN
480.15	18.6536	NaN	NaN
480.7	18.6981	NaN	NaN
481.25	18.7426	NaN	NaN
481.8	18.7871	NaN	NaN
482.35	18.83283333	NaN	NaN
482.9	18.87856667	NaN	NaN
483.45	18.9243	NaN	NaN
484	18.96663333	NaN	NaN
484.55	19.00896667	NaN	NaN
485.1	19.0513	NaN	NaN
485.65	19.09563333	NaN	NaN
486.2	19.13996667	NaN	NaN
486.75	19.1843	NaN	NaN
487.3	19.2278	NaN	NaN
487.85	19.2713	NaN	NaN
488.4	19.3148	NaN	NaN
488.95	19.35873333	NaN	NaN
489.5	19.40266667	NaN	NaN
490.05	19.4466	NaN	NaN
490.6	19.49093333	NaN	NaN
491.15	19.53526667	NaN	NaN
491.7	19.5796	NaN	NaN
492.25	19.6222	NaN	NaN
492.8	19.6648	NaN	NaN
493.35	19.7074	NaN	NaN
493.9	19.74843333	NaN	NaN
494.45	19.78946667	NaN	NaN
495	19.8305	NaN	NaN
495.55	19.8741	NaN	NaN
496.1	19.9177	NaN	NaN
496.65	19.9613	NaN	NaN
497.2	20.0056	NaN	NaN
497.75	20.0499	NaN	NaN
498.3	20.0942	NaN	NaN
498.85	20.13753333	NaN	NaN
499.4	20.18086667	NaN	NaN
499.95	20.2242	NaN	NaN
500.5	20.265	NaN	NaN
501.05	20.3058	NaN	NaN
501.6	20.3466	NaN	NaN
502.15	20.39003333	NaN	NaN
502.7	20.43346667	NaN	NaN
503.25	20.4769	NaN	NaN
503.8	20.5178	NaN	NaN
504.35	20.5587	NaN	NaN
504.9	20.5996	NaN	NaN
505.45	20.64143333	NaN	NaN
506	20.68326667	NaN	NaN
506.55	20.7251	NaN	NaN
507.1	20.7683	NaN	NaN
507.65	20.8115	NaN	NaN
508.2	20.8547	NaN	NaN
508.75	20.8951	NaN	NaN
509.3	20.9355	NaN	NaN
509.85	20.9759	NaN	NaN
510.4	21.01823333	NaN	NaN
510.95	21.06056667	NaN	NaN
511.5	21.1029	NaN	NaN
512.05	21.14403333	NaN	NaN
512.6	21.18516667	NaN	NaN
513.15	21.2263	NaN	NaN
513.7	21.26906667	NaN	NaN
514.25	21.31183333	NaN	NaN
514.8	21.3546	NaN	NaN
515.35	21.39623333	NaN	NaN
515.9	21.43786667	NaN	NaN
516.45	21.4795	NaN	NaN
517	21.52306667	NaN	NaN
517.55	21.56663333	NaN	NaN
518.1	21.6102	NaN	NaN
518.65	21.651	NaN	NaN
519.2	21.6918	NaN	NaN
519.75	21.7326	NaN	NaN
520.3	21.77626667	NaN	NaN
520.85	21.81993333	NaN	NaN
521.4	21.8636	NaN	NaN
521.95	21.90896667	NaN	NaN
522.5	21.95433333	NaN	NaN
523.05	21.9997	NaN	NaN
523.6	22.04213333	NaN	NaN
524.15	22.08456667	NaN	NaN
524.7	22.127	NaN	NaN
525.25	22.17216667	NaN	NaN
525.8	22.21733333	NaN	NaN
526.35	22.2625	NaN	NaN
526.9	22.30943333	NaN	NaN
527.45	22.35636667	NaN	NaN
528	22.4033	NaN	NaN
528.55	22.4491	NaN	NaN
529.1	22.4949	NaN	NaN
529.65	22.5407	NaN	NaN
530.2	22.58496667	NaN	NaN
530.75	22.62923333	NaN	NaN
531.3	22.6735	NaN	NaN
531.85	22.71796667	NaN	NaN
532.4	22.76243333	NaN	NaN
532.95	22.8069	NaN	NaN
533.5	22.85326667	NaN	NaN
534.05	22.89963333	NaN	NaN
534.6	22.946	NaN	NaN
535.15	22.9927	NaN	NaN
535.7	23.0394	NaN	NaN
536.25	23.0861	NaN	NaN
536.8	23.13266667	NaN	NaN
537.35	23.17923333	NaN	NaN
537.9	23.2258	NaN	NaN
538.45	23.26956667	NaN	NaN
539	23.31333333	NaN	NaN
539.55	23.3571	NaN	NaN
540.1	23.4029	NaN	NaN
540.65	23.4487	NaN	NaN
541.2	23.4945	NaN	NaN
541.75	23.5429	NaN	NaN
542.3	23.5913	NaN	NaN
542.85	23.6397	NaN	NaN
543.4	23.68613333	NaN	NaN
543.95	23.73256667	NaN	NaN
544.5	23.779	NaN	NaN
545.05	23.8257	NaN	NaN
545.6	23.8724	NaN	NaN
546.15	23.9191	NaN	NaN
546.7	23.96976667	NaN	NaN
547.25	24.02043333	NaN	NaN
547.8	24.0711	NaN	NaN
548.35	24.12303333	NaN	NaN
548.9	24.17496667	NaN	NaN
549.45	24.2269	NaN	NaN
550	24.2799	NaN	NaN
550.55	24.3329	NaN	NaN
551.1	24.3859	NaN	NaN
551.65	24.43656667	NaN	NaN
552.2	24.48723333	NaN	NaN
552.75	24.5379	NaN	NaN
553.3	24.59193333	NaN	NaN
553.85	24.64596667	NaN	NaN
554.4	24.7	NaN	NaN
554.95	24.7504	NaN	NaN
555.5	24.8008	NaN	NaN
556.05	24.8512	NaN	NaN
556.6	24.9077	NaN	NaN
557.15	24.9642	NaN	NaN
557.7	25.0207	NaN	NaN
558.25	25.07606667	NaN	NaN
558.8	25.13143333	NaN	NaN
559.35	25.1868	NaN	NaN
559.9	25.2425	NaN	NaN
560.45	25.2982	NaN	NaN
561	25.3539	NaN	NaN
561.55	25.40893333	NaN	NaN
562.1	25.46396667	NaN	NaN
562.65	25.519	NaN	NaN
563.2	25.5781	NaN	NaN
563.75	25.6372	NaN	NaN
564.3	25.6963	NaN	NaN
564.85	25.7533	NaN	NaN
565.4	25.8103	NaN	NaN
565.95	25.8673	NaN	NaN
566.5	25.92276667	NaN	NaN
567.05	25.97823333	NaN	NaN
567.6	26.0337	NaN	NaN
568.15	26.0899	NaN	NaN
568.7	26.1461	NaN	NaN
569.25	26.2023	NaN	NaN
569.8	26.25703333	NaN	NaN
570.35	26.31176667	NaN	NaN
570.9	26.3665	NaN	NaN
571.45	26.4217	NaN	NaN
572	26.4769	NaN	NaN
572.55	26.5321	NaN	NaN
573.1	26.5886	NaN	NaN
573.65	26.6451	NaN	NaN
574.2	26.7016	NaN	NaN
574.75	26.75706667	NaN	NaN
575.3	26.81253333	NaN	NaN
575.85	26.868	NaN	NaN
576.4	26.92356667	NaN	NaN
576.95	26.97913333	NaN	NaN
577.5	27.0347	NaN	NaN
578.05	27.09093333	NaN	NaN
578.6	27.14716667	NaN	NaN
579.15	27.2034	NaN	NaN
579.7	27.25913333	NaN	NaN
580.25	27.31486667	NaN	NaN
580.8	27.3706	NaN	NaN
581.35	27.4267	NaN	NaN
581.9	27.4828	NaN	NaN
582.45	27.5389	NaN	NaN
583	27.5926	NaN	NaN
583.55	27.6463	NaN	NaN
584.1	27.7	NaN	NaN
584.65	27.7486	NaN	NaN
585.2	27.7972	NaN	NaN
585.75	27.8458	NaN	NaN
586.3	27.8975	NaN	NaN
586.85	27.9492	NaN	NaN
587.4	28.0009	NaN	NaN
587.95	28.05296667	NaN	NaN
588.5	28.10503333	NaN	NaN
589.05	28.1571	NaN	NaN
589.6	28.20546667	NaN	NaN
590.15	28.25383333	NaN	NaN
590.7	28.3022	NaN	NaN
591.25	28.35213333	NaN	NaN
591.8	28.40206667	NaN	NaN
592.35	28.452	NaN	NaN
592.9	28.50556667	NaN	NaN
593.45	28.55913333	NaN	NaN
594	28.6127	NaN	NaN
594.55	28.66556667	NaN	NaN
595.1	28.71843333	NaN	NaN
595.65	28.7713	NaN	NaN
596.2	28.81923333	NaN	NaN
596.75	28.86716667	NaN	NaN
597.3	28.9151	NaN	NaN
597.85	28.96203333	NaN	NaN
598.4	29.00896667	NaN	NaN
598.95	29.0559	NaN	NaN
599.5	29.10516667	NaN	NaN
600.05	29.15443333	NaN	NaN
600.6	29.2037	NaN	NaN
601.15	29.2533	NaN	NaN
601.7	29.3029	NaN	NaN
602.25	29.3525	NaN	NaN
602.8	29.39996667	NaN	NaN
603.35	29.44743333	NaN	NaN
603.9	29.4949	NaN	NaN
604.45	29.541	NaN	NaN
605	29.5871	NaN	NaN
605.55	29.6332	NaN	NaN
606.1	29.67783333	NaN	NaN
606.65	29.72246667	NaN	NaN
607.2	29.7671	NaN	NaN
607.75	29.81293333	NaN	NaN
608.3	29.85876667	NaN	NaN
608.85	29.9046	NaN	NaN
609.4	29.95153333	NaN	NaN
609.95	29.99846667	NaN	NaN
610.5	30.0454	NaN	NaN
611.05	30.09073333	NaN	NaN
611.6	30.13606667	NaN	NaN
612.15	30.1814	NaN	NaN
612.7	30.23053333	NaN	NaN
613.25	30.27966667	NaN	NaN
613.8	30.3288	NaN	NaN
614.35	30.38066667	NaN	NaN
614.9	30.43253333	NaN	NaN
615.45	30.4844	NaN	NaN
616	30.5356	NaN	NaN
616.55	30.5868	NaN	NaN
617.1	30.638	NaN	NaN
617.65	30.68803333	NaN	NaN
618.2	30.73806667	NaN	NaN
618.75	30.7881	NaN	NaN
619.3	30.83833333	NaN	NaN
619.85	30.88856667	NaN	NaN
620.4	30.9388	NaN	NaN
620.95	30.98993333	NaN	NaN
621.5	31.04106667	NaN	NaN
622.05	31.0922	NaN	NaN
622.6	31.1426	NaN	NaN
623.15	31.193	NaN	NaN
623.7	31.2434	NaN	NaN
624.25	31.29166667	NaN	NaN
624.8	31.33993333	NaN	NaN
625.35	31.3882	NaN	NaN
625.9	31.43893333	NaN	NaN
626.45	31.48966667	NaN	NaN
627	31.5404	NaN	NaN
627.55	31.59393333	NaN	NaN
628.1	31.64746667	NaN	NaN
628.65	31.701	NaN	NaN
629.2	31.75366667	NaN	NaN
629.75	31.80633333	NaN	NaN
630.3	31.859	NaN	NaN
630.85	31.91083333	NaN	NaN
631.4	31.96266667	NaN	NaN
631.95	32.0145	NaN	NaN
632.5	32.06823333	NaN	NaN
633.05	32.12196667	NaN	NaN
633.6	32.1757	NaN	NaN
634.15	32.22483333	NaN	NaN
634.7	32.27396667	NaN	NaN
635.25	32.3231	NaN	NaN
635.8	32.37083333	NaN	NaN
636.35	32.41856667	NaN	NaN
636.9	32.4663	NaN	NaN
637.45	32.5145	NaN	NaN
638	32.5627	NaN	NaN
638.55	32.6109	NaN	NaN
639.1	32.66126667	NaN	NaN
639.65	32.71163333	NaN	NaN
640.2	32.762	NaN	NaN
640.75	32.81156667	NaN	NaN
641.3	32.86113333	NaN	NaN
641.85	32.9107	NaN	NaN
642.4	32.9618	NaN	NaN
642.95	33.0129	NaN	NaN
643.5	33.064	NaN	NaN
644.05	33.12053333	NaN	NaN
644.6	33.17706667	NaN	NaN
645.15	33.2336	NaN	NaN
645.7	33.28853333	NaN	NaN
646.25	33.34346667	NaN	NaN
646.8	33.3984	NaN	NaN
647.35	33.4502	NaN	NaN
647.9	33.502	NaN	NaN
648.45	33.5538	NaN	NaN
649	33.60196667	NaN	NaN
649.55	33.65013333	NaN	NaN
650.1	33.6983	NaN	NaN
650.65	33.74593333	NaN	NaN
651.2	33.79356667	NaN	NaN
651.75	33.8412	NaN	NaN
652.3	33.8914	NaN	NaN
652.85	33.9416	NaN	NaN
653.4	33.9918	NaN	NaN
653.95	34.0416	NaN	NaN
654.5	34.0914	NaN	NaN
655.05	34.1412	NaN	NaN
655.6	34.19386667	NaN	NaN
656.15	34.24653333	NaN	NaN
656.7	34.2992	NaN	NaN
657.25	34.3561	NaN	NaN
657.8	34.413	NaN	NaN
658.35	34.4699	NaN	NaN
658.9	34.52666667	NaN	NaN
659.45	34.58343333	NaN	NaN
660	34.6402	NaN	NaN
660.55	34.6946	NaN	NaN
661.1	34.749	NaN	NaN
661.65	34.8034	NaN	NaN
662.2	34.85853333	NaN	NaN
662.75	34.91366667	NaN	NaN
663.3	34.9688	NaN	NaN
663.85	35.01946667	NaN	NaN
664.4	35.07013333	NaN	NaN
664.95	35.1208	NaN	NaN
665.5	35.17093333	NaN	NaN
666.05	35.22106667	NaN	NaN
666.6	35.2712	NaN	NaN
667.15	35.32016667	NaN	NaN
667.7	35.36913333	NaN	NaN
668.25	35.4181	NaN	NaN
668.8	35.46743333	NaN	NaN
669.35	35.51676667	NaN	NaN
669.9	35.5661	NaN	NaN
670.45	35.61423333	NaN	NaN
671	35.66236667	NaN	NaN
671.55	35.7105	NaN	NaN
672.1	35.75736667	NaN	NaN
672.65	35.80423333	NaN	NaN
673.2	35.8511	NaN	NaN
673.75	35.89993333	NaN	NaN
674.3	35.94876667	NaN	NaN
674.85	35.9976	NaN	NaN
675.4	36.04666667	NaN	NaN
675.95	36.09573333	NaN	NaN
676.5	36.1448	NaN	NaN
677.05	36.1928	NaN	NaN
677.6	36.2408	NaN	NaN
678.15	36.2888	NaN	NaN
678.7	36.34093333	NaN	NaN
679.25	36.39306667	NaN	NaN
679.8	36.4452	NaN	NaN
680.35	36.4943	NaN	NaN
680.9	36.5434	NaN	NaN
681.45	36.5925	NaN	NaN
682	36.64413333	NaN	NaN
682.55	36.69576667	NaN	NaN
683.1	36.7474	NaN	NaN
683.65	36.79716667	NaN	NaN
684.2	36.84693333	NaN	NaN
684.75	36.8967	NaN	NaN
685.3	36.94516667	NaN	NaN
685.85	36.99363333	NaN	NaN
686.4	37.0421	NaN	NaN
686.95	37.09003333	NaN	NaN
687.5	37.13796667	NaN	NaN
688.05	37.1859	NaN	NaN
688.6	37.2337	NaN	NaN
689.15	37.2815	NaN	NaN
689.7	37.3293	NaN	NaN
690.25	37.3771	NaN	NaN
690.8	37.4249	NaN	NaN
691.35	37.4727	NaN	NaN
691.9	37.5155	NaN	NaN
692.45	37.5583	NaN	NaN
693	37.6011	NaN	NaN
693.55	37.64513333	NaN	NaN
694.1	37.68916667	NaN	NaN
694.65	37.7332	NaN	NaN
695.2	37.77596667	NaN	NaN
695.75	37.81873333	NaN	NaN
696.3	37.8615	NaN	NaN
696.85	37.90403333	NaN	NaN
697.4	37.94656667	NaN	NaN
697.95	37.9891	NaN	NaN
698.5	38.0279	NaN	NaN
699.05	38.0667	NaN	NaN
699.6	38.1055	NaN	NaN
700.15	38.142	NaN	NaN
700.7	38.1785	NaN	NaN
701.25	38.215	NaN	NaN
701.8	38.25033333	NaN	NaN
702.35	38.28566667	NaN	NaN
702.9	38.321	NaN	NaN
703.45	38.36293333	NaN	NaN
704	38.40486667	NaN	NaN
704.55	38.4468	NaN	NaN
705.1	38.4854	NaN	NaN
705.65	38.524	NaN	NaN
706.2	38.5626	NaN	NaN
706.75	38.6034	NaN	NaN
707.3	38.6442	NaN	NaN
707.85	38.685	NaN	NaN
708.4	38.72423333	NaN	NaN
708.95	38.76346667	NaN	NaN
709.5	38.8027	NaN	NaN
710.05	38.84176667	NaN	NaN
710.6	38.88083333	NaN	NaN
711.15	38.9199	NaN	NaN
711.7	38.9583	NaN	NaN
712.25	38.9967	NaN	NaN
712.8	39.0351	NaN	NaN
713.35	39.07476667	NaN	NaN
713.9	39.11443333	NaN	NaN
714.45	39.1541	NaN	NaN
715	39.19273333	NaN	NaN
715.55	39.23136667	NaN	NaN
716.1	39.27	NaN	NaN
716.65	39.30853333	NaN	NaN
717.2	39.34706667	NaN	NaN
717.75	39.3856	NaN	NaN
718.3	39.42846667	NaN	NaN
718.85	39.47133333	NaN	NaN
719.4	39.5142	NaN	NaN
719.95	39.55746667	NaN	NaN
720.5	39.60073333	NaN	NaN
721.05	39.644	NaN	NaN
721.6	39.6887	NaN	NaN
722.15	39.7334	NaN	NaN
722.7	39.7781	NaN	NaN
723.25	39.82513333	NaN	NaN
723.8	39.87216667	NaN	NaN
724.35	39.9192	NaN	NaN
724.9	39.96456667	NaN	NaN
725.45	40.00993333	NaN	NaN
726	40.0553	NaN	NaN
726.55	40.09826667	NaN	NaN
727.1	40.14123333	NaN	NaN
727.65	40.1842	NaN	NaN
728.2	40.22763333	NaN	NaN
728.75	40.27106667	NaN	NaN
729.3	40.3145	NaN	NaN
729.85	40.3602	NaN	NaN
730.4	40.4059	NaN	NaN
730.95	40.4516	NaN	NaN
731.5	40.49443333	NaN	NaN
732.05	40.53726667	NaN	NaN
732.6	40.5801	NaN	NaN
733.15	40.6283	NaN	NaN
733.7	40.6765	NaN	NaN
734.25	40.7247	NaN	NaN
734.8	40.77386667	NaN	NaN
735.35	40.82303333	NaN	NaN
735.9	40.8722	NaN	NaN
736.45	40.9222	NaN	NaN
737	40.9722	NaN	NaN
737.55	41.0222	NaN	NaN
738.1	41.0693	NaN	NaN
738.65	41.1164	NaN	NaN
739.2	41.1635	NaN	NaN
739.75	41.20933333	NaN	NaN
740.3	41.25516667	NaN	NaN
740.85	41.301	NaN	NaN
741.4	41.34826667	NaN	NaN
741.95	41.39553333	NaN	NaN
742.5	41.4428	NaN	NaN
743.05	41.4926	NaN	NaN
743.6	41.5424	NaN	NaN
744.15	41.5922	NaN	NaN
744.7	41.6438	NaN	NaN
745.25	41.6954	NaN	NaN
745.8	41.747	NaN	NaN
746.35	41.80076667	NaN	NaN
746.9	41.85453333	NaN	NaN
747.45	41.9083	NaN	NaN
748	41.9635	NaN	NaN
748.55	42.0187	NaN	NaN
749.1	42.0739	NaN	NaN
749.65	42.12923333	NaN	NaN
750.2	42.18456667	NaN	NaN
750.75	42.2399	NaN	NaN
751.3	42.29206667	NaN	NaN
751.85	42.34423333	NaN	NaN
752.4	42.3964	NaN	NaN
752.95	42.447	NaN	NaN
753.5	42.4976	NaN	NaN
754.05	42.5482	NaN	NaN
754.6	42.59886667	NaN	NaN
755.15	42.64953333	NaN	NaN
755.7	42.7002	NaN	NaN
756.25	42.7517	NaN	NaN
756.8	42.8032	NaN	NaN
757.35	42.8547	NaN	NaN
757.9	42.90193333	NaN	NaN
758.45	42.94916667	NaN	NaN
759	42.9964	NaN	NaN
759.55	43.0431	NaN	NaN
760.1	43.0898	NaN	NaN
760.65	43.1365	NaN	NaN
761.2	43.18383333	NaN	NaN
761.75	43.23116667	NaN	NaN
762.3	43.2785	NaN	NaN
762.85	43.3274	NaN	NaN
763.4	43.3763	NaN	NaN
763.95	43.4252	NaN	NaN
764.5	43.4739	NaN	NaN
765.05	43.5226	NaN	NaN
765.6	43.5713	NaN	NaN
766.15	43.6211	NaN	NaN
766.7	43.6709	NaN	NaN
767.25	43.7207	NaN	NaN
767.8	43.77083333	NaN	NaN
768.35	43.82096667	NaN	NaN
768.9	43.8711	NaN	NaN
769.45	43.92186667	NaN	NaN
770	43.97263333	NaN	NaN
770.55	44.0234	NaN	NaN
771.1	44.07533333	NaN	NaN
771.65	44.12726667	NaN	NaN
772.2	44.1792	NaN	NaN
772.75	44.2322	NaN	NaN
773.3	44.2852	NaN	NaN
773.85	44.3382	NaN	NaN
774.4	44.3872	NaN	NaN
774.95	44.4362	NaN	NaN
775.5	44.4852	NaN	NaN
776.05	44.53683333	NaN	NaN
776.6	44.58846667	NaN	NaN
777.15	44.6401	NaN	NaN
777.7	44.68976667	NaN	NaN
778.25	44.73943333	NaN	NaN
778.8	44.7891	NaN	NaN
779.35	44.8388	NaN	NaN
779.9	44.8885	NaN	NaN
780.45	44.9382	NaN	NaN
781	44.98723333	NaN	NaN
781.55	45.03626667	NaN	NaN
782.1	45.0853	NaN	NaN
782.65	45.13216667	NaN	NaN
783.2	45.17903333	NaN	NaN
783.75	45.2259	NaN	NaN
784.3	45.27263333	NaN	NaN
784.85	45.31936667	NaN	NaN
785.4	45.3661	NaN	NaN
785.95	45.41246667	NaN	NaN
786.5	45.45883333	NaN	NaN
787.05	45.5052	NaN	NaN
787.6	45.54993333	NaN	NaN
788.15	45.59466667	NaN	NaN
788.7	45.6394	NaN	NaN
789.25	45.68343333	NaN	NaN
789.8	45.72746667	NaN	NaN
790.35	45.7715	NaN	NaN
790.9	45.8136	NaN	NaN
791.45	45.8557	NaN	NaN
792	45.8978	NaN	NaN
792.55	45.93836667	NaN	NaN
793.1	45.97893333	NaN	NaN
793.65	46.0195	NaN	NaN
794.2	46.06246667	NaN	NaN
794.75	46.10543333	NaN	NaN
795.3	46.1484	NaN	NaN
795.85	46.19253333	NaN	NaN
796.4	46.23666667	NaN	NaN
796.95	46.2808	NaN	NaN
797.5	46.3237	NaN	NaN
798.05	46.3666	NaN	NaN
798.6	46.4095	NaN	NaN
799.15	46.4477	NaN	NaN
799.7	46.4859	NaN	NaN
800.25	46.5241	NaN	NaN
800.8	46.56546667	NaN	NaN
801.35	46.60683333	NaN	NaN
801.9	46.6482	NaN	NaN
802.45	46.6912	NaN	NaN
803	46.7342	NaN	NaN
803.55	46.7772	NaN	NaN
804.1	46.8234	NaN	NaN
804.65	46.8696	NaN	NaN
805.2	46.9158	NaN	NaN
805.75	46.9618	NaN	NaN
806.3	47.0078	NaN	NaN
806.85	47.0538	NaN	NaN
807.4	47.10136667	NaN	NaN
807.95	47.14893333	NaN	NaN
808.5	47.1965	NaN	NaN
809.05	47.2421	NaN	NaN
809.6	47.2877	NaN	NaN
810.15	47.3333	NaN	NaN
810.7	47.38306667	NaN	NaN
811.25	47.43283333	NaN	NaN
811.8	47.4826	NaN	NaN
812.35	47.5337	NaN	NaN
812.9	47.5848	NaN	NaN
813.45	47.6359	NaN	NaN
814	47.6866	NaN	NaN
814.55	47.7373	NaN	NaN
815.1	47.788	NaN	NaN
815.65	47.8423	NaN	NaN
816.2	47.8966	NaN	NaN
816.75	47.9509	NaN	NaN
817.3	48.01176667	NaN	NaN
817.85	48.07263333	NaN	NaN
818.4	48.1335	NaN	NaN
818.95	48.1971	NaN	NaN
819.5	48.2607	NaN	NaN
820.05	48.3243	NaN	NaN
820.6	48.38456667	NaN	NaN
821.15	48.44483333	NaN	NaN
821.7	48.5051	NaN	NaN
822.25	48.5626	NaN	NaN
822.8	48.6201	NaN	NaN
823.35	48.6776	NaN	NaN
823.9	48.73856667	NaN	NaN
824.45	48.79953333	NaN	NaN
825	48.8605	NaN	NaN
825.55	48.92163333	NaN	NaN
826.1	48.98276667	NaN	NaN
826.65	49.0439	NaN	NaN
827.2	49.09993333	NaN	NaN
827.75	49.15596667	NaN	NaN
828.3	49.212	NaN	NaN
828.85	49.2711	NaN	NaN
829.4	49.3302	NaN	NaN
829.95	49.3893	NaN	NaN
830.5	49.449	NaN	NaN
831.05	49.5087	NaN	NaN
831.6	49.5684	NaN	NaN
832.15	49.6282	NaN	NaN
832.7	49.688	NaN	NaN
833.25	49.7478	NaN	NaN
833.8	49.8043	NaN	NaN
834.35	49.8608	NaN	NaN
834.9	49.9173	NaN	NaN
835.45	49.9724	NaN	NaN
836	50.0275	NaN	NaN
836.55	50.0826	NaN	NaN
837.1	50.13813333	NaN	NaN
837.65	50.19366667	NaN	NaN
838.2	50.2492	NaN	NaN
838.75	50.30643333	NaN	NaN
839.3	50.36366667	NaN	NaN
839.85	50.4209	NaN	NaN
840.4	50.4746	NaN	NaN
840.95	50.5283	NaN	NaN
841.5	50.582	NaN	NaN
842.05	50.63603333	NaN	NaN
842.6	50.69006667	NaN	NaN
843.15	50.7441	NaN	NaN
843.7	50.79856667	NaN	NaN
844.25	50.85303333	NaN	NaN
844.8	50.9075	NaN	NaN
845.35	50.96083333	NaN	NaN
845.9	51.01416667	NaN	NaN
846.45	51.0675	NaN	NaN
847	51.12203333	NaN	NaN
847.55	51.17656667	NaN	NaN
848.1	51.2311	NaN	NaN
848.65	51.28583333	NaN	NaN
849.2	51.34056667	NaN	NaN
849.75	51.3953	NaN	NaN
850.3	51.44913333	NaN	NaN
850.85	51.50296667	NaN	NaN
851.4	51.5568	NaN	NaN
851.95	51.61333333	NaN	NaN
852.5	51.66986667	NaN	NaN
853.05	51.7264	NaN	NaN
853.6	51.7806	NaN	NaN
854.15	51.8348	NaN	NaN
854.7	51.889	NaN	NaN
855.25	51.94203333	NaN	NaN
855.8	51.99506667	NaN	NaN
856.35	52.0481	NaN	NaN
856.9	52.09943333	NaN	NaN
857.45	52.15076667	NaN	NaN
858	52.2021	NaN	NaN
858.55	52.25446667	NaN	NaN
859.1	52.30683333	NaN	NaN
859.65	52.3592	NaN	NaN
860.2	52.4088	NaN	NaN
860.75	52.4584	NaN	NaN
861.3	52.508	NaN	NaN
861.85	52.5553	NaN	NaN
862.4	52.6026	NaN	NaN
862.95	52.6499	NaN	NaN
863.5	52.69683333	NaN	NaN
864.05	52.74376667	NaN	NaN
864.6	52.7907	NaN	NaN
865.15	52.84143333	NaN	NaN
865.7	52.89216667	NaN	NaN
866.25	52.9429	NaN	NaN
866.8	52.99163333	NaN	NaN
867.35	53.04036667	NaN	NaN
867.9	53.0891	NaN	NaN
868.45	53.1373	NaN	NaN
869	53.1855	NaN	NaN
869.55	53.2337	NaN	NaN
870.1	53.28093333	NaN	NaN
870.65	53.32816667	NaN	NaN
871.2	53.3754	NaN	NaN
871.75	53.42093333	NaN	NaN
872.3	53.46646667	NaN	NaN
872.85	53.512	NaN	NaN
873.4	53.56123333	NaN	NaN
873.95	53.61046667	NaN	NaN
874.5	53.6597	NaN	NaN
875.05	53.70446667	NaN	NaN
875.6	53.74923333	NaN	NaN
876.15	53.794	NaN	NaN
876.7	53.8386	NaN	NaN
877.25	53.8832	NaN	NaN
877.8	53.9278	NaN	NaN
878.35	53.9706	NaN	NaN
878.9	54.0134	NaN	NaN
879.45	54.0562	NaN	NaN
880	54.0993	NaN	NaN
880.55	54.1424	NaN	NaN
881.1	54.1855	NaN	NaN
