# distance (km)	QLEDC12590	A_QLEDC14100	QLEDC14850	QLEDC15710	A_QLEDC17670	QLEDC18725	A_QLEDC21170	QLEDC22200	A_QLEDC23240	A_QLEDC24650	A_QLEDC25500	QLEDC26790	QLEDC27040	QLEDC29300	QLLDC_LINE1001_START25870	QLLDC_LINE1001_START26260	A_QLECD31150	A_QLEDC32850	QLLDC_LINE1001_START27750_A
19.2	1079.85	1216.79	1285.35	1359.54	1531.88	1620.58	1771.35	1906.82	1990.56	2103.89	2161.17	2267.84	2285.56	2456.44	2492.96	2554.35	2608.23	2679.41	2788.08
19.3	1078.91	1215.84	1283.95	1358.04	1529.42	1618.13	1768.27	1904.47	1986.1	2098.67	2159.14	2263.41	2281.79	2453.24	2486.97	2550.19	2604.8	2676.54	2781.38
19.4	1082.59	1215.34	1283.64	1356.75	1526.95	1615.97	1765.2	1899.22	1982.86	2095.59	2157.11	2260.66	2278.8	2451.24	2481.82	2541.45	2602.08	2673.67	2779.39
19.5	1081.47	1215.03	1282.04	1355.59	1524.64	1614.3	1763.23	1896.87	1981.38	2093.16	2155.09	2259	2275.73	2449.79	2480.01	2538.19	2600.67	2671.78	2778.7
19.6	1078.94	1214.82	1281.4	1353.89	1522.38	1612.55	1761.68	1898.59	1979.85	2091.33	2153	2256.83	2274.71	2448.5	2479.95	2534.83	2600.08	2671.26	2779.23
19.7	1079.03	1214.57	1280.86	1353.23	1521.54	1611.56	1760.17	1893.96	1978.37	2088.48	2152.04	2255.19	2275.01	2448.04	2480.58	2534.71	2599.1	2670.75	2782.44
19.8	1082.56	1214.32	1280.57	1353.34	1520.79	1610.95	1758.67	1893.16	1978.33	2089.03	2152.79	2255.6	2274.74	2447.92	2482.07	2536.1	2598.36	2670.25	2786.27
19.9	1078.46	1213.73	1280.79	1352.41	1519.99	1610.57	1758.62	1893.11	1977.97	2089.57	2153.51	2256.1	2274.94	2449.7	2483.76	2537.55	2601.84	2672.81	2791.67
20.1	1079.18	1214.26	1280.74	1352.53	1519.9	1610.42	1758.62	1893.07	1978.37	2091.31	2155	2258.75	2278.28	2454.75	2489.79	2542.67	2609.25	2683.93	2807.06
20.2	1079.81	1214.45	1281	1353.27	1519.93	1610.29	1758.62	1894.99	1979.79	2092.28	2155.94	2261	2280.15	2457.89	2493.9	2547.54	2614.02	2690.65	2820.59
20.3	1081.77	1214.64	1281.1	1352.51	1520.13	1610.73	1758.62	1896.79	1981.59	2094.36	2157.68	2262.87	2281.73	2461.59	2498.2	2553.01	2619.06	2699.11	2841.17
20.4	1083.72	1214.83	1281.01	1352.89	1519.64	1610.82	1760.17	1895.62	1982.42	2096.14	2158.91	2265.62	2287.16	2465.98	2502.64	2559.51	2624.24	2706.52	2865.69
20.5	1083.21	1215.02	1281.34	1352.37	1519.64	1610.84	1761.46	1896.31	1983.97	2098.95	2161.2	2268.4	2288.02	2470.3	2506.45	2565.14	2629.32	2712.24	2889.43
20.6	1082.15	1214.84	1281.45	1352.2	1518.59	1609.9	1761	1895.7	1981.83	2101	2160.26	2269.84	2290.93	2474.78	2506.97	2566.88	2635.23	2709.09	2867.77
20.7	1082.98	1214.17	1280.53	1351.04	1518.08	1608.92	1759.61	1894.89	1980.49	2098.01	2158.54	2268.3	2288.87	2470.67	2501.77	2562.09	2629.3	2704.26	2846.73
20.8	1080.83	1213.51	1279.91	1351.71	1516.74	1607.62	1757.91	1893.37	1978.4	2095.19	2155.99	2265.38	2284.65	2467.19	2496.74	2557.37	2623.54	2699.49	2824.88
20.9	1082.03	1212.82	1278.81	1349.48	1515.28	1606.09	1755.16	1891.62	1976.45	2092.53	2153.72	2262.29	2282.18	2461.91	2492.49	2552.38	2617.43	2693.23	2809.83
21	1080.7	1212.1	1278.12	1348.55	1513.77	1604.11	1752.32	1888.87	1974.44	2089.79	2151.38	2258.74	2278.9	2458.83	2489.8	2547.47	2612.27	2686.79	2798.36
21.1	1081.83	1211.35	1276.76	1347.49	1512.06	1602.37	1749.7	1885.95	1972.33	2086.92	2148.91	2255.74	2276.06	2455.64	2486.97	2543.31	2608.31	2681.98	2787.7
21.2	1082.23	1210.67	1275.71	1345.45	1510.84	1600.72	1748.09	1884.28	1970.56	2084.04	2146.45	2253.22	2274.7	2452.51	2484.36	2539.14	2604.34	2678.62	2778.14
21.3	1080.67	1209.98	1274.35	1344.09	1508.19	1598.99	1746.44	1882.84	1968.7	2082.48	2145.35	2253.03	2272.25	2451.26	2481.82	2537.85	2601.32	2675.96	2769.93
21.4	1081.03	1209.28	1273.94	1343.53	1507.53	1597.63	1744.79	1881.72	1966.84	2081.63	2146.31	2252.46	2273.18	2451.32	2481.82	2538.63	2601.42	2675.96	2769.78
21.5	1080.33	1208.69	1273.08	1343.61	1507.53	1597.1	1744.91	1881.63	1967.36	2081.92	2147.24	2252.36	2273.38	2451.72	2484.48	2539.92	2602.47	2676.98	2774.41
21.6	1080.05	1209.04	1272.76	1341.89	1507.53	1596.87	1745.53	1881.58	1968.27	2083.29	2148.19	2255.19	2276.69	2455.21	2489.16	2543.94	2605.84	2680.53	2781.6
21.7	1080.29	1209.29	1272.52	1342.58	1507.1	1596.48	1746.11	1882.54	1969.38	2084.57	2149.97	2257.28	2277.66	2459.74	2494.62	2548.08	2609.02	2683.89	2789.66
21.8	1080.25	1208.62	1271.89	1342.33	1507.21	1597.2	1746.74	1883.8	1970.78	2086.93	2151.91	2260.86	2282.46	2462.87	2499.15	2553.15	2613.27	2688.71	2800.09
21.9	1080.3	1208.05	1271.94	1341.35	1506.98	1597.29	1747.36	1884.55	1971.75	2089.28	2153.75	2264.22	2284.67	2468.68	2503.25	2559.36	2621.04	2694.65	2810.05
22	1079.61	1208.1	1271.88	1341.32	1507.2	1597.44	1748.19	1885.8	1972.81	2091.98	2155.98	2267.82	2289.46	2472.77	2507.36	2565.57	2628.51	2700.59	2821.44
22.1	1079.74	1208.11	1271.03	1341.11	1507.23	1597.53	1749	1886.75	1973.77	2094.84	2158.1	2270.97	2292.66	2478.01	2511.41	2571.56	2636.05	2706.75	2828.45
22.2	1079.01	1206.96	1271.9	1340.57	1506.84	1597.25	1749.83	1886.29	1974.76	2097.58	2161.15	2273.65	2294.34	2481.81	2514.79	2576.5	2643.83	2717.28	2834.1
22.3	1078.27	1207.11	1270.36	1340.34	1507.53	1596.87	1749.01	1887.32	1975.75	2098.76	2161.96	2275.93	2296.77	2484.33	2515.6	2579.48	2645.07	2716.96	2838.69
22.4	1078.08	1206.21	1269.27	1339.06	1507.53	1595.95	1747.34	1886.43	1974	2099.95	2162.27	2275.77	2298.76	2484.3	2514	2579.54	2643.26	2713.41	2837.62
22.5	1077.43	1205.24	1268.2	1338.09	1506.83	1594.56	1745.62	1885.09	1972.2	2099.88	2160.84	2274.66	2296.33	2478.86	2509.36	2573.05	2634.5	2705.92	2821.47
22.6	1077.05	1204.27	1266.7	1336.75	1505.26	1593.2	1744.12	1883.2	1970.4	2096.26	2159.41	2272.1	2292.32	2474.96	2505.26	2565.26	2623.95	2695.41	2806.84
22.7	1077.63	1203.28	1265.64	1335.32	1503.63	1591.47	1743.08	1881.36	1968.55	2092.54	2157.94	2269.25	2291.96	2472.26	2501.33	2558.16	2618.36	2684.8	2790.82
22.8	1075.99	1201.92	1264.59	1333.66	1502	1589.88	1742.04	1879.17	1966.95	2088.44	2156.47	2267.4	2289.87	2468.41	2497.4	2554.09	2613.38	2677.03	2779.2
22.9	1074.8	1200.65	1262.74	1332.18	1500.42	1588.63	1741.18	1878	1966.1	2087.89	2155.04	2266.85	2286.43	2465.95	2494.26	2550.15	2608.32	2672.06	2771.93
23	1072.42	1199.04	1261.45	1331.05	1498.84	1587.07	1740.45	1876.68	1965.26	2087.54	2154.42	2264.99	2287.1	2463.52	2492.77	2546.35	2604.94	2667.1	2766.29
23.1	1073.27	1197.11	1260.58	1329.32	1497.27	1586.02	1739.71	1875.88	1964.57	2087.19	2154.09	2264.38	2284.47	2462.36	2491.29	2545.09	2602.91	2662.14	2761.23
23.2	1073.17	1195.39	1259.62	1328.42	1496.16	1585.13	1739	1875.31	1963.59	2086.85	2153.77	2264.17	2286.03	2462.03	2490.02	2543.86	2600.93	2657.75	2756.33
23.3	1071.45	1193.62	1258.46	1327.69	1495.21	1583.76	1738.38	1874.75	1963.27	2086.49	2153.44	2264.13	2284.56	2461.24	2490.02	2542.42	2598.9	2655.75	2752.23
23.4	1070.7	1193.15	1257.74	1326.36	1494.25	1583.64	1737.8	1873.87	1962.32	2086.14	2153.11	2263.62	2285.32	2460.89	2490.02	2542.26	2596.86	2653.74	2748.67
23.5	1069.5	1193.3	1256.21	1325.58	1493.33	1582.76	1737.25	1873.37	1962.44	2086.67	2152.79	2265.32	2285.5	2460.65	2490.02	2541.81	2595.4	2651.8	2744.84
23.6	1068.28	1194	1255.97	1325.91	1492.75	1582.51	1736.67	1872.99	1962.58	2087.26	2154.11	2266.51	2287.93	2462.88	2490.89	2541.34	2596.99	2650.17	2742.98
23.7	1067.66	1194.1	1254.89	1324.72	1491.63	1582.42	1736.12	1874.06	1962.81	2088.21	2155.81	2267.39	2289.65	2463.4	2493.11	2541.41	2598.07	2650.74	2743.09
23.8	1069.25	1193.87	1255.2	1325.02	1492.63	1582.51	1736.7	1874.18	1964.17	2089	2157.56	2268.63	2291.35	2464.27	2495.4	2545.08	2598.86	2651.32	2745.72
23.9	1068.71	1193.64	1253.81	1324.74	1493	1582.66	1737.74	1874.88	1966.22	2089.76	2159.25	2271.39	2294.03	2468.14	2499.76	2547.88	2601.63	2651.89	2748.28
24	1068.46	1193.4	1254.48	1324.08	1493.36	1582.97	1738.85	1876.29	1968.43	2091.55	2161.05	2274.18	2296.32	2471.08	2504.47	2552.42	2606.48	2656.85	2752.84
24.1	1067.86	1193.17	1254.28	1324.37	1493.53	1583.79	1739.92	1877.75	1970.57	2095.1	2165.14	2278.36	2299.19	2475.49	2508.56	2559.14	2611.34	2663.62	2759.02
24.2	1067.69	1192.93	1254.42	1324.28	1494.27	1584.55	1740.99	1879.83	1972.71	2098.66	2169.95	2283.08	2303.48	2480.73	2514.24	2566.76	2621.04	2672.04	2766.61
24.3	1069.75	1192.55	1254.16	1324.95	1494.88	1585.64	1741.88	1882.05	1974.72	2102.11	2174.62	2287.87	2311.16	2486.37	2522.25	2575.18	2630.98	2683.16	2776.82
24.4	1068.58	1192.11	1254.04	1324.71	1495.7	1586.66	1742.58	1884.31	1977.89	2106.77	2179.58	2293.34	2315.35	2496.5	2530.74	2585.29	2641.92	2696.99	2787.64
24.5	1067.53	1191.66	1254.12	1325.36	1496.37	1587.8	1743.27	1886.54	1981.81	2111.72	2184.53	2300.15	2323.03	2504.68	2549.95	2597.41	2652.97	2713.54	2799.56
24.6	1067.32	1191.23	1253.24	1325.07	1497.18	1588.53	1743.95	1888.82	1984.31	2116.53	2189.34	2307.47	2328.67	2512.26	2556.95	2609.18	2662.41	2728.2	2811.41
24.7	1067.48	1191.13	1253.57	1325.54	1498.02	1589.12	1744.45	1889.57	1985.44	2120.51	2193.84	2312.52	2334	2524.96	2562.01	2615.02	2670.59	2732.31	2812.98
24.8	1066.93	1190.38	1252.83	1325.04	1498.45	1589.35	1744.45	1891.37	1986.77	2122	2197.48	2315.98	2337.9	2529.51	2561.85	2617.54	2677.36	2735.12	2813.01
24.9	1065.63	1189.24	1252.2	1324.58	1497.75	1589.17	1744.45	1891.91	1988.14	2123.54	2197.97	2317.97	2339.98	2530.24	2561.69	2618.36	2679.99	2731.25	2810.49
25	1064.1	1187.89	1250.82	1323.43	1498.05	1588.83	1744.45	1891.39	1988.1	2123.09	2198.23	2318.02	2340.86	2530.56	2561.54	2617.62	2677.78	2727.53	2805.28
25.1	1062.79	1186.55	1250.36	1323.07	1497.17	1587.97	1744.36	1890.77	1986.72	2121.32	2197.51	2317.84	2339.86	2528.97	2560.81	2616.42	2672.26	2725.25	2800.3
25.2	1062.24	1185.58	1249.31	1322.13	1496.42	1587.07	1742.79	1889.68	1985.3	2119.04	2196.77	2315.95	2337.82	2524.9	2558.23	2610.32	2666.23	2721.45	2794.88
25.3	1060.77	1183.81	1248.6	1321.1	1495.28	1585.94	1741.27	1887.96	1983.93	2114.68	2195.04	2312.24	2335.51	2521.74	2553.68	2604.41	2660.37	2708.78	2789.53
25.4	1059.86	1182.39	1247.27	1319.9	1494.5	1584.56	1739.66	1886	1982.47	2112.12	2192.48	2309.15	2331.1	2516.19	2547.6	2598.14	2654.16	2694.34	2783.86
25.5	1057.89	1181	1245.67	1318.89	1492.89	1583.17	1738.05	1884.09	1981.05	2113.5	2189.46	2306.87	2328.36	2512.75	2541.69	2595.59	2648.51	2685.74	2776.88
25.6	1056.6	1179.65	1244.75	1317.5	1491.75	1581.92	1736.44	1882.88	1979.93	2113.5	2188.32	2304.55	2326.48	2510.97	2540.88	2593.86	2646.94	2685.02	2770.43
25.7	1056.05	1178.31	1243.61	1316.89	1490.97	1581.14	1734.82	1881.62	1979.53	2113.39	2187.96	2303.86	2325.12	2508.99	2540.47	2593.45	2645.37	2684.29	2768.84
25.9	1052.97	1175.66	1241.61	1315.22	1490.3	1579.46	1731.6	1879.55	1979.17	2112.41	2186.87	2304.23	2326.02	2511.99	2542.69	2595.73	2650.03	2690.25	2780.97
26	1051.03	1174.65	1240.87	1314.22	1489.96	1578.9	1730.28	1880.02	1978.32	2111.6	2187.26	2304.12	2326.63	2513.65	2545.41	2599.12	2653.03	2698.05	2777.88
26.1	1050.1	1173.66	1239.83	1313.55	1489.62	1578.39	1730.28	1879.6	1978.09	2111.01	2187.95	2305.1	2326.96	2514.93	2544.11	2602.4	2657.48	2704.11	2776
26.2	1048.15	1172.68	1239.47	1312.96	1489.75	1577.7	1730.28	1879.13	1977.87	2110.42	2188.34	2304.68	2325.89	2512.8	2541.12	2599.69	2661.66	2703.13	2773.72
26.3	1047.58	1171.7	1238.7	1312.21	1489.79	1577.56	1730.28	1878.94	1977.64	2109.83	2186.83	2302.52	2323.85	2509.76	2538.12	2592.09	2651.96	2690.52	2773.72
26.4	1046.77	1170.72	1238.17	1312.26	1489.46	1577.11	1730.28	1878.76	1977.19	2109.28	2185.8	2299.71	2322.6	2505.1	2535.47	2588.91	2643.77	2685.91	2771.05
26.5	1046.17	1170.1	1237.65	1311.61	1489.4	1577.05	1730.28	1878.36	1976.93	2109.28	2184.79	2298.84	2322.16	2504.24	2534.4	2585.81	2642.36	2683.23	2763.74
26.6	1045.17	1170.42	1237.54	1311.96	1489.29	1577.02	1730.28	1878.65	1977.55	2109.28	2183.8	2297.79	2319.99	2504.01	2533.33	2582.68	2640.94	2685.18	2768.2
26.7	1044.71	1169.93	1237.08	1311.68	1489.38	1577.05	1730.28	1878.17	1976.74	2109.28	2183.98	2298.37	2319.62	2503.61	2534.79	2583.41	2642.11	2688.62	2775.11
26.8	1043.41	1170.38	1236.83	1311.77	1489.23	1577.29	1730.28	1878.86	1976.67	2109.28	2183.8	2298.18	2320.82	2504.37	2533.41	2584.16	2644.32	2690.17	2780.12
26.9	1042.81	1168.89	1236.8	1311.01	1489.43	1577.5	1730.28	1878.94	1976.8	2109.28	2183.8	2298.22	2320.53	2503.16	2530.76	2584.89	2646.46	2689.22	2789.3
27	1041.87	1169.29	1236.49	1311.29	1489.6	1577.43	1730.28	1879.13	1976.92	2109.28	2183.8	2298.64	2320.53	2503.63	2530.34	2585.62	2646.8	2686.49	2791.93
27.1	1041.61	1168.86	1236.51	1311.57	1489.23	1577.64	1730.28	1879.51	1977.05	2109.28	2183.88	2298.22	2319.84	2504.48	2529.92	2586.12	2645.46	2684.18	2774.81
27.2	1041.72	1168.57	1236.48	1311.65	1489.23	1577.78	1730.28	1879.59	1977.18	2109.28	2182.38	2297.5	2319.07	2502.89	2529.95	2585.61	2644.11	2684.18	2769.62
27.3	1041.07	1167.55	1236.27	1311.14	1489.08	1577.82	1730.28	1879.84	1977.31	2109.28	2181.08	2295.25	2317.49	2500.98	2529.73	2585.11	2643.06	2684.5	2776.61
27.4	1039.54	1167.03	1237.25	1311.26	1489.23	1577.75	1730.28	1879.07	1977.43	2109.28	2179.78	2294.01	2316.03	2500.98	2530.31	2584.6	2641.92	2684.94	2774.09
27.5	1039.63	1166.44	1236.02	1311.51	1489.23	1577.39	1730.28	1878.57	1977.5	2109.28	2178.52	2291.69	2313.09	2498.41	2528.3	2582.5	2638.2	2679.61	2763.51
27.6	1039.43	1165.83	1235.74	1311.53	1489.67	1577.35	1730.28	1877.87	1976.53	2107.04	2176.14	2288.82	2311.29	2492.28	2523.98	2577.58	2633.17	2673.7	2758.37
27.7	1039.08	1165.25	1235.6	1311.48	1489.33	1577.15	1730.28	1877.17	1975.82	2103.96	2172.97	2285.31	2308.29	2486.6	2519.33	2572.41	2628.19	2668.23	2751.61
27.8	1038.85	1165.4	1236.09	1311.23	1489.47	1576.75	1730.28	1875.97	1975.22	2101.35	2169.89	2281.68	2303.2	2481.76	2514.43	2566.95	2623.37	2663.09	2741
27.9	1037.78	1165.56	1235.95	1310.64	1489.02	1576.35	1730.68	1875.4	1974.61	2098.7	2166.98	2279.23	2300.48	2477.95	2509.38	2561.31	2618.4	2658.68	2733.57
28	1038.77	1165.72	1235.91	1311.51	1489.11	1576.27	1729.9	1874.92	1973.97	2097.85	2165.3	2276.85	2299.5	2474.12	2506.14	2557.59	2613.74	2656.38	2728.6
28.1	1038.66	1165.88	1235.79	1311.17	1489.23	1576.16	1729.34	1874.21	1972.92	2097	2163.61	2275.21	2295.79	2471.54	2503.48	2555.11	2608.46	2654.36	2726.16
28.2	1037.67	1166.04	1236.31	1311.46	1489.23	1576.5	1728.78	1874.24	1971.87	2096.17	2161.92	2274.68	2297.18	2470.73	2500.91	2554.77	2607.73	2653.63	2725.74
28.3	1038.62	1165.61	1236.54	1311.27	1489.23	1576.48	1728.23	1873.92	1970.18	2095.37	2160.3	2272.83	2294.94	2469.68	2499.05	2554.05	2607.3	2652.92	2726.85
28.4	1037.01	1166.35	1236.49	1312.11	1489.23	1576.29	1727.67	1872.96	1969.81	2094.55	2158.7	2270.71	2294.12	2468.24	2497.14	2553.66	2607.86	2652.18	2728
28.5	1037.19	1166.5	1236.73	1311.5	1488.99	1576.27	1727.45	1872.95	1969.13	2093.43	2157.12	2269.43	2292.33	2467.78	2495.28	2553.66	2610.38	2653.82	2730.95
28.6	1037.13	1167.16	1237.29	1311.7	1488.76	1576.21	1727.45	1872.53	1967.78	2092.95	2155.55	2267.57	2290.03	2468.61	2495.49	2553.66	2612.9	2655.79	2742.78
28.7	1037.74	1168.14	1237.4	1311.64	1488.52	1575.83	1727.45	1871.42	1966.73	2091.49	2153.94	2266.15	2288.79	2465.08	2495.7	2551.4	2614.49	2658.7	2756.56
28.8	1037.4	1169.09	1237.91	1312.37	1488.29	1575.51	1727.45	1870.86	1965.78	2088.86	2152.37	2263.25	2285.4	2460.27	2494.92	2548.26	2611.21	2662.52	2747.18
28.9	1038.18	1170.08	1238.07	1312.52	1487.39	1575.38	1727.45	1869.54	1964.85	2086.15	2150.76	2259.86	2282.09	2456.68	2488.67	2545.01	2608.31	2662.52	2741.61
29	1038.78	1170.85	1238.49	1312.89	1487.82	1575.13	1727.95	1868.85	1963.95	2083.52	2149.19	2258.19	2280.29	2453.29	2482.85	2541.96	2607	2661.82	2739.85
29.1	1038.98	1171.98	1239.02	1313.62	1487.41	1575.45	1728.69	1868.18	1963.05	2080.89	2147.7	2256.3	2278.34	2451.64	2480.48	2538.98	2607	2659.64	2740.58
29.2	1039.91	1172.97	1239.85	1313.82	1487.35	1575.39	1729.45	1868.32	1962.12	2079.48	2146.56	2253.67	2275.76	2447.66	2478.04	2535.77	2604.46	2657.2	2741.3
29.3	1040.66	1174.19	1239.91	1313.94	1487.33	1575.4	1730.19	1867.98	1961.22	2079.04	2145.46	2253.3	2273.15	2445.86	2475.95	2532.73	2600.94	2654.04	2739.19
29.4	1039.94	1175.47	1241.03	1314.78	1488.21	1575.82	1730.86	1867.5	1960.32	2078.6	2144.36	2252.01	2273.23	2443.63	2474.32	2529.68	2598.36	2652.33	2736.53
29.5	1042.26	1176.79	1242.32	1316.09	1488.86	1576.87	1731.54	1868.04	1959.74	2078.15	2143.22	2251.25	2272.6	2441.67	2472.64	2527.62	2595.61	2652.91	2733.81
29.6	1045.64	1178.11	1243.43	1317.03	1489.83	1577.77	1732.23	1868.05	1959.91	2077.38	2143.22	2250.5	2271.95	2440.36	2471.42	2526.18	2593.72	2653.13	2731.26
29.7	1045.08	1179.44	1245.15	1318.39	1490.33	1579.24	1728.93	1869.99	1960.08	2078.85	2143.48	2250.36	2271.98	2439.92	2470.58	2524.49	2592.15	2653.35	2731.65
29.9	1051.97	1182.04	1248.53	1321.97	1493.31	1582.44	1731.74	1872.47	1962.11	2081.69	2143.99	2252.08	2273.76	2440.9	2471.58	2523.87	2593.71	2654.68	2741.42
30.1	1055.56	1187.48	1253.1	1326.68	1497.39	1587.36	1737.11	1877.51	1967.44	2086.08	2149.96	2255.89	2276.88	2448.21	2477.13	2531.61	2599.46	2674	2756.37
30.2	1057.51	1190.41	1255.55	1328.79	1500.13	1589.65	1740.3	1879.86	1970.54	2088.49	2152.99	2259.77	2278.72	2452.02	2480.02	2535.98	2603.54	2686.57	2761.41
30.3	1060.33	1193.34	1258.55	1331.69	1503.17	1592.51	1743.5	1883.4	1972.85	2092.02	2156.02	2263.78	2285.44	2453.1	2482.92	2541.85	2608.56	2697.8	2766.58
30.4	1063.7	1196.28	1260.81	1333.12	1505.85	1595.5	1746.69	1886.76	1976.06	2096.41	2160.07	2267.5	2289.12	2461.07	2493.53	2551.58	2618.9	2707.2	2776.05
30.5	1066.14	1199.21	1263.67	1336.64	1508.86	1599.1	1749.88	1890.73	1980.8	2100.8	2165.22	2272.87	2293.79	2469.65	2507.18	2561.31	2629.24	2717.04	2809.25
30.6	1069.34	1201.39	1267.12	1340.2	1511.97	1602.92	1753.08	1895.5	1985.69	2105.24	2170.37	2279.73	2300.25	2475.55	2520	2574.1	2639.36	2726.02	2839.62
30.7	1072	1203.89	1269.62	1343.22	1514.98	1606.76	1756.24	1901.15	1990.36	2111.14	2175.71	2285.91	2310.28	2484.38	2529.92	2589.65	2649.6	2739.06	2864.74
30.8	1076.36	1206.17	1272.81	1346.62	1517.99	1610.3	1759.89	1905.52	1995.03	2117.03	2181.04	2291.86	2318.05	2488.33	2539.57	2605.21	2659.63	2758.79	2881.57
30.9	1078.94	1209.27	1275.4	1349.27	1520.97	1613.48	1763.65	1910.57	1998.82	2123.11	2186.55	2301.65	2322.51	2494.71	2547.62	2613.71	2664.9	2766.33	2891.62
31	1080.2	1210.77	1278.02	1351.31	1523.75	1616.23	1767.3	1913.14	2002.13	2128.8	2191.89	2308.54	2330.18	2502.03	2553.85	2617.19	2666.53	2767.05	2900.91
31.1	1083.01	1213.06	1280.05	1353.37	1526.61	1618.92	1771.06	1916.53	2005.53	2133.19	2197.39	2311.9	2334.75	2504.77	2559.42	2621.11	2670.64	2768.81	2907.85
31.2	1084.48	1215.28	1281.96	1355.34	1529.39	1620.98	1774.7	1919.01	2008.84	2137.68	2200.38	2315.52	2338.86	2508.82	2564.83	2626.95	2679.09	2772.02	2911.5
31.3	1086.82	1217.56	1283.75	1357.03	1531.2	1622.98	1778.46	1921.7	2011.95	2141.84	2203.46	2319.55	2340.47	2515.91	2570.89	2633.14	2691.63	2783.61	2915.26
31.4	1087.69	1219.23	1285.1	1358.38	1532.73	1624.6	1778.46	1923.58	2014.81	2144.01	2206.45	2323.45	2344.25	2520.22	2576.35	2639.05	2701.4	2793.1	2918.91
31.5	1090.29	1219.23	1285.98	1359.35	1533.94	1625.61	1778.46	1925.19	2017.76	2145.4	2208.66	2326.3	2347.58	2524.71	2577.44	2645.43	2698.22	2792.68	2921.48
31.6	1089.69	1219.23	1286.08	1359.89	1534.72	1625.92	1778.46	1925.84	2018.66	2146.79	2210.64	2327.39	2348.2	2526.33	2574.98	2647.93	2706.47	2787.98	2915.35
31.7	1090.19	1219.23	1286.07	1359.53	1535.56	1625.56	1777.99	1925.29	2018.66	2144.81	2211.55	2325.56	2346.55	2522.39	2572.53	2643.62	2704.78	2779.73	2897.87
31.8	1090.03	1219.23	1285.98	1359.26	1533.95	1624.58	1776.45	1923.83	2018.66	2141.15	2210.31	2321.95	2345.87	2517.5	2570.08	2639.31	2697.91	2768.63	2885.11
31.9	1089.15	1218.61	1284.21	1358.15	1532.28	1622.62	1774.9	1920.71	2014.76	2135.12	2205.6	2312.65	2334.87	2503.95	2566.25	2637.32	2686.35	2755.79	2873.15
32	1088.39	1216.77	1282.29	1356.58	1530.43	1620.2	1773.36	1916.67	2009.49	2128.94	2199.77	2300.4	2325.24	2496.71	2559.66	2625.75	2672.74	2739.9	2858.31
32.1	1087.34	1214.93	1281.14	1354.74	1527.62	1616.96	1769.38	1911.83	2004.1	2122.76	2194.35	2296.4	2317.57	2487.79	2543.74	2608.31	2659.14	2724.01	2842.55
32.2	1085.44	1213.09	1278.55	1352.21	1524.82	1613.45	1764.01	1907.06	1999.21	2116.58	2189.06	2287.35	2310.03	2480.8	2534.49	2587.79	2645.54	2708.13	2826.79
32.3	1084.33	1210.79	1276.54	1349.11	1521.76	1609.61	1758.48	1900.73	1993.92	2110.21	2183.61	2278.17	2300.96	2470.68	2523.52	2571.7	2631.52	2691.76	2792.37
32.4	1082.6	1208.44	1274.09	1346.3	1518.6	1605.83	1753.12	1896.14	1988.78	2105.03	2178.32	2273.1	2291.85	2461.71	2515.15	2564.93	2617.91	2679.04	2762.49
32.5	1079.77	1206.1	1270.64	1343.25	1515.45	1601.88	1749.18	1891.05	1983.62	2100.02	2173.03	2264.47	2286.41	2453.78	2508.27	2559.06	2604.31	2667.33	2740.38
32.6	1075.04	1203.68	1267.95	1340.04	1512.21	1597.87	1745.16	1886.12	1978.38	2094.86	2167.58	2260.45	2280.58	2445.79	2501.17	2553.66	2590.67	2655.27	2731.47
32.7	1074.84	1201.26	1265.29	1337.25	1508.96	1594.17	1741.14	1881.46	1973.1	2089.7	2162.12	2254.28	2274.75	2432.54	2492	2545.08	2579.01	2644.61	2724.26
32.8	1072.42	1198.43	1262.18	1333.52	1505.81	1590.43	1737.25	1876.35	1967.98	2084.22	2156.83	2245.19	2269.1	2428.35	2487.19	2536.74	2569.16	2634.76	2716.37
32.9	1068.81	1196.42	1259.27	1330.67	1502.39	1586.43	1733.23	1871.96	1963.07	2078.36	2151.38	2241.47	2263.27	2420.35	2478.12	2528.16	2559.02	2624.61	2704.11
33	1065.71	1193.3	1255.84	1327.2	1498.5	1582.51	1729.17	1869.2	1957.95	2072.51	2145.93	2231.18	2257.45	2415.02	2467.27	2519.57	2548.87	2614.24	2691.13
33.1	1064.75	1190.78	1253.12	1324.07	1494.73	1578.88	1725.11	1863.28	1953.18	2066.82	2140.64	2227.06	2251.79	2407	2462.87	2511.24	2539.02	2603.2	2681.05
33.2	1062.96	1187.92	1249.98	1321.25	1490.84	1574.95	1720.92	1857.99	1948.27	2061.15	2135.18	2221.47	2246.14	2400.29	2454.08	2502.66	2530.29	2591.82	2676.6
33.3	1061.19	1185.06	1247.88	1319.05	1486.96	1571.25	1716.73	1853.57	1943.36	2055.87	2129.73	2217.22	2240.6	2393.6	2446.53	2495.03	2521.61	2580.45	2661.74
33.4	1057.09	1182.2	1245.14	1315.64	1482.82	1568.08	1712.54	1848.96	1938.45	2050.58	2124.51	2210.28	2235.06	2386.9	2438.7	2488.79	2513.14	2571.56	2649.03
33.5	1055.87	1179.34	1242.35	1313.45	1480.38	1564.84	1708.35	1844.94	1933.54	2045.29	2119.8	2204.33	2229.52	2379.13	2428.63	2482.55	2505.55	2564.04	2643.29
