# depth_(m) age 39.8 origin
477.027073507364264060 19.860309716710148109 39.8 0.800131271001494837
481.463917186722881070 20.244549429786179218 39.8 0.798129138112930736
485.896102762481234549 20.612316683649023474 39.8 0.796129108512464101
490.323630234639040282 20.980217883736152373 39.8 0.794131182270411462
494.746499603196582484 21.349860853219968959 39.8 0.792135359460056199
499.164710868153804313 21.719043481975493393 39.8 0.790141640157739134
503.578264029510535238 22.103194680807263239 39.8 0.788150024442946129
507.987159087266945789 22.504175439180254870 39.8 0.786160512398398348
512.391396041422808594 22.897622348366208911 39.8 0.784173104110145514
516.790974891978407868 23.300349604907196976 39.8 0.782187799667656947
521.185895638933857299 23.706780699042411698 39.8 0.780204599163918489
525.576158282288588453 24.132256411243393046 39.8 0.778223502695526648
529.961762822043169763 24.586845492854703110 39.8 0.776244510362785967
534.342709258197373856 25.055214078885573059 39.8 0.774267622269807720
538.718997590751087046 25.538912888576035698 39.8 0.772292838524609948
543.090627819704536705 26.035964458144398748 39.8 0.770320159239218372
547.457599945057381774 26.517669253652716321 39.8 0.768349584529767871
551.819913966810077000 27.003134028155930224 39.8 0.766381114516607620
556.177569884962395008 27.489551150657202783 39.8 0.764414749324404563
560.530567699514222113 27.939156576838108492 39.8 0.762450489082250216
564.878907410465672001 28.376752274530364417 39.8 0.760488333923767690
569.222589017816630985 28.827598969825935171 39.8 0.758528283987220386
573.561612521567326439 29.246186305545087691 39.8 0.756570339415621795
577.895977921717758363 29.657378467048740589 39.8 0.754614500356846074
582.225685218267699383 30.055168866585162846 39.8 0.752660766963740735
586.550734411217263187 30.478425473662792200 39.8 0.750709139394239555
590.871125500566677147 30.916374154757313875 39.8 0.748759617811476708
595.186858486315486516 31.350271906844419334 39.8 0.746812202383903223
599.497933368464032355 31.799399108961200255 39.8 0.744866893285402565
603.804350147011973604 32.250573431134142766 39.8 0.742923690695409200
608.106108821959651323 32.670338361435959484 39.8 0.740982594799027061
612.403209393307065511 33.110525352655812981 39.8 0.739043605787149671
616.695651861053988796 33.575742381141616022 39.8 0.737106723856580937
620.983436225200534864 33.995901984477470137 39.8 0.735171949210157383
625.266562485746931088 34.452527273195975965 39.8 0.733239282056870501
629.545030642692722722 34.930296414396288185 39.8 0.731308722611992201
633.818840696038250826 35.364027031838318749 39.8 0.729380271097197719
638.087992645783174339 35.779867692955107827 39.8 0.727453927740693951
642.352486491927948009 36.195907882485052198 39.8 0.725529692777343915
646.612322234472344462 36.625012581750794993 39.8 0.723607566448796535
650.867499873416250011 37.050946652765006206 39.8 0.721687549003614537
655.118019408759892031 37.460303325302312771 39.8 0.719769640697403013
659.363880840502929459 37.830423486101885544 39.8 0.717853841792942537
663.605084168645703357 38.171091750962013123 39.8 0.715940152560317289
667.841629393188213726 38.497845125713133996 39.8 0.714028573277049161
672.073516514130233190 38.835507817581003565 39.8 0.712119104228230326
676.300745531471875438 39.167512292859136380 39.8 0.710211745706656794
680.523316445213367842 39.507704577783336219 39.8 0.708306498012961749
684.741229255354255656 39.888153030689842637 39.8 0.706403361455752887
688.954483961894879940 40.263551285807054114 39.8 0.704502336351746306
693.163080564834899633 40.642968449611075243 39.8 0.702603423025903950
697.367019064174655796 41.058721139564511304 39.8 0.700706621811570507
701.566299459914262115 41.454735446535380561 39.8 0.698811933050611178
705.760921752053150158 41.891662698330200953 39.8 0.696919357093550906
709.950885940591888357 42.351312411909837863 39.8 0.695028894299711597
714.136192025530363026 42.781059138738271486 39.8 0.693140545037354117
718.316840006868233104 43.183898131901571560 39.8 0.691254309683816737
722.492829884605839652 43.592822136932397825 39.8 0.689370188625655689
726.664161658742841610 44.016082108973705544 39.8 0.687488182258787606
730.830835329279693724 44.449687343090992897 39.8 0.685608290988629965
734.992850896216168621 44.873094915115792958 39.8 0.683730515230243530
739.150208359552152615 45.276961833433169602 39.8 0.681854855408475347
743.302907719287873078 45.661070729149294323 39.8 0.679981311958100632
747.450948975423330012 46.015128298017735631 39.8 0.678109885323966544
751.594332127958182355 46.378896514784045735 39.8 0.676240575961136181
755.733057176892771167 46.719747840290743568 39.8 0.674373384335031134
759.867124122226869076 47.102558727586384180 39.8 0.672508310921577590
763.996532963960703455 47.501592634942490179 39.8 0.670645356207348553
768.121283702094160617 47.935137204586126813 39.8 0.668784520689710615
772.241376336627126875 48.446920427504259976 39.8 0.666925804876967510
776.356810867559829603 48.943356030441705684 39.8 0.665069209288505769
780.467587294892041427 49.429413103352651149 39.8 0.663214734454939503
784.573705618623876035 49.915857830880071333 39.8 0.661362380918255943
788.675165838755447112 50.379085799797856282 39.8 0.659512149231961331
792.771967955286527285 50.828756367934929017 39.8 0.657664039961225910
796.864111968217343929 51.276489638653565351 39.8 0.655818053683029811
800.951597877547897042 51.731802907554097715 39.8 0.653974190986307935
805.034425683277845565 52.169231801303105556 39.8 0.652132452472097057
809.112595385407530557 52.584408004302034101 39.8 0.650292838753679603
813.186106983936724646 52.985029010847355835 39.8 0.648455350456730861
817.254960478865541518 53.380384936184547939 39.8 0.646619988219462871
821.319155870194208546 53.765282990484941195 39.8 0.644786752692770304
825.378693157922270984 54.125781000439566526 39.8 0.642955644540376681
829.433572342050069892 54.519340175976445551 39.8 0.641126664438977256
833.483793422577491583 54.915206995185855021 39.8 0.639299813078385348
837.529356399504536057 55.327751310913306781 39.8 0.637475091161676555
841.570261272831203314 55.755356723771505756 39.8 0.635652499405332416
845.606508042557379667 56.172023508173310802 39.8 0.633832038539385967
849.638096708683292491 56.617853219079812277 39.8 0.632013709307562843
853.665027271208828097 57.076151379518151430 39.8 0.630197512467427612
857.687299730133872799 57.511034950903400897 39.8 0.628383448790524657
861.704914085458653972 57.920777533879224563 39.8 0.626571519062521065
865.717870337182944240 58.304908353218415584 39.8 0.624761724083350067
869.726168485306857292 58.707555070148615073 39.8 0.622954064667350593
873.729808529830620500 59.108125567090965546 39.8 0.621148541643410601
877.728790470753779118 59.477551087331825386 39.8 0.619345155855106522
881.723114308076674206 59.843162318325084925 39.8 0.617543908160843924
885.712780041799192077 60.223995201474913586 39.8 0.615744799433996959
889.697787671921332731 60.607301359265356666 39.8 0.613947830563047137
893.678137198443096167 60.995917566237807250 39.8 0.612153002451722106
897.653828621364368701 61.402957761158809546 39.8 0.610360316019133542
901.624861940685264017 61.802100340708172155 39.8 0.608569772199913150
905.591237156406009490 62.207993813386885051 39.8 0.606781371944350334
909.552954268526150372 62.623990723239714384 39.8 0.604995116218527307
913.510013277046027724 63.055927556187015171 39.8 0.603211006004453321
917.462414181965641546 63.512883986452898455 39.8 0.601429042300199668
921.410156983284650778 63.992997847306185122 39.8 0.599649226120033019
925.353241681003510166 64.502298084836439784 39.8 0.597871558494545541
929.291668275121764964 64.959121514238518103 39.8 0.596096040470790456
933.225436765639642545 65.441490330510120543 39.8 0.594322673112408717
937.154547152557370282 65.958431131982891316 39.8 0.592551457499760792
941.078999435874493429 66.478920200190316336 39.8 0.590782394730055338
944.998793615591353046 67.020247856986557622 39.8 0.589015485917476433
948.913929691707721759 67.567906478370446166 39.8 0.587250732193310143
952.824407664223826941 68.084113777290070857 39.8 0.585488134706070529
956.730227533139554907 68.605592090499129654 39.8 0.583727694621624549
960.631389298454791970 69.107547906087702927 39.8 0.581969413123315071
964.527892960169765502 69.610846379116210869 39.8 0.580213291412083776
968.419738518284475504 70.078010217777546131 39.8 0.578459330706591723
972.306925972798580915 70.585915261073367333 39.8 0.576707532243340149
976.189455323712536483 71.045357801079859428 39.8 0.574957897276789587
980.067326571025773774 71.480627064564984607 39.8 0.573210427079476004
983.940539714738861221 71.879091554076353532 39.8 0.571465122942129145
987.809094754851685138 72.262197010959397403 39.8 0.569721986173785999
991.672991691363904465 72.669779168898372745 39.8 0.567981018101906487
995.532230524275860262 73.082577058606204901 39.8 0.566242220072484148
999.386811253587552528 73.514691812772511526 39.8 0.564505593450158050
1003.236733879298753891 73.978683567311662728 39.8 0.562771139618322813
1007.081998401409578037 74.411840619892402060 39.8 0.561038859979236637
1010.922604819919911279 74.831683048208176956 39.8 0.559308755954127990
1014.758553134829980991 75.231111507987961318 39.8 0.557580828983302190
1018.589843346139787172 75.605176233987435808 39.8 0.555855080526243550
1022.416475453848988764 75.960194140853488420 39.8 0.554131512061719622
1026.238449457958040512 76.352769017572327925 39.8 0.552410125087881121
1030.055765358466715043 76.769893457123131952 39.8 0.550690921122361843
1033.868423155374784983 77.226620029654625910 39.8 0.548973901702376366
1037.676422848682705080 77.670819127303943219 39.8 0.547259068384814640
1041.479764438390020587 78.104578430298374769 39.8 0.545546422746341020
1045.278447924496958876 78.515292466960417528 39.8 0.543835966383481861
1049.072473307003747323 78.918645822816031909 39.8 0.542127700912720001
1052.861840585910158552 79.318739815207763399 39.8 0.540421627970583018
1056.646549761215965191 79.696641351417810029 39.8 0.538717749213732389
1060.426600832921394613 80.048943735405927669 39.8 0.537016066319047747
1064.201993801026674191 80.403957756993094108 39.8 0.535316580983712820
1067.972728665531576553 80.741686179528144862 39.8 0.533619294925297361
1071.738805426435874324 81.081423672439598249 39.8 0.531924209881837640
1075.500224083739794878 81.415591697241154634 39.8 0.530231327611915493
1079.256984637443565589 81.750458604105219251 39.8 0.528540649894734926
1083.009087087546959083 82.098991912682038219 39.8 0.526852178530199167
1086.756531434049747986 82.439241510070502272 39.8 0.525165915338981049
1090.499317676952159673 82.762351718569533432 39.8 0.523481862162596401
1094.237445816254421516 83.096319182607132348 39.8 0.521800020863473102
1097.970915851956306142 83.412610999395795375 39.8 0.520120393325017583
1101.699727784057586177 83.731475126990702051 39.8 0.518442981451681772
1105.423881612558716370 84.041301263606015937 39.8 0.516767787169025161
1109.143377337459469345 84.359059484232531645 39.8 0.515094812423776860
1112.858214958759617730 84.685975104235211575 39.8 0.513424059183895665
1116.568394476459616271 85.018971304761379315 39.8 0.511755529438625900
1120.273915890559010222 85.364694799809740289 39.8 0.510089225198553375
1123.974779201058254330 85.713194795413187421 39.8 0.508425148495659451
1127.670984407957121221 86.067812755248368717 39.8 0.506763301383370557
1131.362531511255383521 86.434662924385420979 39.8 0.505103685936608038
1135.049420510953495977 86.809314495954851054 39.8 0.503446304251834675
1138.731651407051003844 87.187096995719556958 39.8 0.501791158447099206
1142.409224199548134493 87.582225431716096864 39.8 0.500138250662078288
1146.082138888445115299 88.002548768550624914 39.8 0.498487583058117967
1149.750395473741491514 88.414757235479783049 39.8 0.496839157818270427
1153.413993955437717887 88.825086010024563166 39.8 0.495192977147329461
1157.072934333533567042 89.241419247059397435 39.8 0.493549043271865495
1160.727216608028811606 89.634595641713531222 39.8 0.491907358440255404
1164.376840778923906328 90.026228301864591685 39.8 0.490267924922711429
1168.021806846218396458 90.415952944646733158 39.8 0.488630745011308876
1171.662114809912736746 90.797297138295533614 39.8 0.486995821020008768
1175.297764670006699816 91.201998355402650986 39.8 0.485363155284681380
1178.928756426500058296 91.598171175524797150 39.8 0.483732750163124947
1182.555090079393266933 92.003262173007144042 39.8 0.482104608035082538
1186.176765628686098353 92.397490913720133676 39.8 0.480478731302257545
1189.793783074378325182 92.774709490218072006 39.8 0.478855122388326337
1193.406142416470402168 93.137799662436620451 39.8 0.477233783738947426
1197.013843654961874563 93.504157956958678710 39.8 0.475614717821769561
1200.616886789853197115 93.860986200795053946 39.8 0.473997927126436680
1204.215271821144142450 94.223137964668211453 39.8 0.472383414164591231
1207.808998748834483195 94.586376328447570927 39.8 0.470771181469873845
1211.398067572924674096 94.969950766168750533 39.8 0.469161231597920891
1214.982478293414487780 95.317174378022329506 39.8 0.467553567126360370
1218.562230910303924247 95.709346579998396010 39.8 0.465948190654804750
1222.137325423592983498 96.106166858623552685 39.8 0.464345104804840592
1225.707761833281438157 96.499875596654774768 39.8 0.462744312220017218
1229.273540139369742974 96.907306116001024066 39.8 0.461145815565830675
1232.834660341857670574 97.311222060720922400 39.8 0.459549617529707966
1236.391122440744993582 97.703331414795755450 39.8 0.457955720820986678
1239.942926436032166748 98.092337730073040802 39.8 0.456364128170891170
1243.490072327718735323 98.476504693752417552 39.8 0.454774842332509810
1247.032560115805154055 98.846672825278261598 39.8 0.453187866080766055
1250.570389800291195570 99.221604688869916799 39.8 0.451603202212388977
1254.103561381176632494 99.596172315354834836 39.8 0.450020853545879562
1257.632074858461919575 99.946942860776218254 39.8 0.448440822921476356
1261.155930232146829439 100.290326398336702596 39.8 0.446863113201117157
1264.675127502231134713 100.625621170608383181 39.8 0.445287727268398104
1268.189666668715290143 100.962545969464656537 39.8 0.443714668028530990
1271.699547731599068356 101.284877224516904448 39.8 0.442143938408296799
1275.204770690882241979 101.619246125670386505 39.8 0.440575541355998301
1278.705335546565265759 101.960645957092708613 39.8 0.439009479841407202
1282.201242298647912321 102.318551501204183296 39.8 0.437445756855711743
1285.692490947129954293 102.690684534007857565 39.8 0.435884375411459912
1289.179081492012073795 103.108249690564591106 39.8 0.434325338542499662
1292.661013933293361333 103.520387346256271144 39.8 0.432768649303918229
1296.138288270974499028 103.926018869161424618 39.8 0.431214310771976583
1299.610904505055486879 104.312677270293733045 39.8 0.429662326044042975
1303.078862635535870140 104.706537515929909432 39.8 0.428112698238522493
1306.542162662415421437 105.100539690374972679 39.8 0.426565430494785014
1310.000804585695050264 105.479793668545809737 39.8 0.425020525973089425
1313.454788405374301874 105.840782395508142599 39.8 0.423477987854506466
1316.904114121453176267 106.227307920415185549 39.8 0.421937819340837295
1320.348781733931673443 106.635949914587200738 39.8 0.420400023654530441
1323.788791242809566029 107.069786966054479649 39.8 0.418864604038595933
1327.224142648087081398 107.545029991659518487 39.8 0.417331563756516477
1330.654835949764674297 108.026887247979402673 39.8 0.415800906092155143
1334.080871147841435231 108.497848452608820935 39.8 0.414272634349662938
1337.502248242317818949 108.956681845935079878 39.8 0.412746751853379834
1340.918967233194052824 109.411414877098394527 39.8 0.411223261947737173
1344.331028120470136855 109.871914724333791469 39.8 0.409702167997152977
1347.738430904145161549 110.342883429801943862 39.8 0.408183473385929974
1351.141175584220491146 110.825986597087421615 39.8 0.406667181518144072
1354.539262160695216153 111.318553836293716586 39.8 0.405153295817538062
1357.932690633569563943 111.790161044794061240 39.8 0.403641819727404427
1361.321461002843307142 112.266647442861227546 39.8 0.402132756710472494
1364.705573268516900498 112.728932202679246188 39.8 0.400626110248787526
1368.085027430590116637 113.162567104514678817 39.8 0.399121883843591485
1371.459823489062955559 113.576024355903484775 39.8 0.397620081015197357
1374.829961443935417265 113.984267780112773494 39.8 0.396120705302863196
1378.195441295207274379 114.366691628421037308 39.8 0.394623760264662338
1381.556263042878754277 114.743975502525884735 39.8 0.393129249477351173
1384.912426686950539079 115.117922269275354097 39.8 0.391637176536234977
1388.263932227421264542 115.487253305189085495 39.8 0.390147545055029965
1391.610779664291840163 115.838464834749771626 39.8 0.388660358665722183
1394.952968997562038567 116.178558036516719199 39.8 0.387175621018426397
1398.290500227231632380 116.507243365193744467 39.8 0.385693335781238378
1401.623373353301076349 116.825120701059120165 39.8 0.384213506640088964
1404.951588375769915729 117.139786902582727635 39.8 0.382736137298590740
1408.275145294638377891 117.443467737551941354 39.8 0.381261231477886098
1411.594044109906690210 117.752226430788780931 39.8 0.379788792916490037
1414.908284821574852685 118.063692953721115941 39.8 0.378318825370132061
1418.217867429642410571 118.360567618977242432 39.8 0.376851332611593759
1421.522791934109591239 118.663995217507348912 39.8 0.375386318430544874
1424.823058334976167316 118.962557003982652759 39.8 0.373923786633376665
1428.118666632242593550 119.253042417744012482 39.8 0.372463741043031649
1431.409616825908869941 119.547784557831022312 39.8 0.371006185498833019
1434.695908915974086995 119.834257149641899787 39.8 0.369551123856308117
1437.977542902439608952 120.125604672849945587 39.8 0.368098559987011686
1441.254518785304526318 120.406038999137109613 39.8 0.366648497778347127
1444.526836564568839094 120.689043722052346652 39.8 0.365200941133382251
1447.794496240233229400 120.964438569344991947 39.8 0.363755893970664379
1451.057497812296787743 121.243885528149846209 39.8 0.362313360224034930
1454.315841280760196241 121.535155332799803318 39.8 0.360873343842435523
1457.569526645623000149 121.813979706199503994 39.8 0.359435848789718293
1460.818553906885654214 122.092924337978246285 39.8 0.358000879044448217
1464.062923064547931062 122.365680142082339898 39.8 0.356568438599707493
1467.302634118610058067 122.644746140975456683 39.8 0.355138531462893314
1470.537687069071580481 122.924166054995453123 39.8 0.353711161655515860
1473.768081915932725678 123.199310671247530991 39.8 0.352286333212992853
1476.993818659193493659 123.467713013589133197 39.8 0.350864050184440890
1480.214897298853884422 123.732690869030406589 39.8 0.349444316632466334
1483.431317834913670595 123.991858300279503169 39.8 0.348027136632951484
1486.643080267373306924 124.277892084266667894 39.8 0.346612514274839578
1489.850184596232338663 124.557779906361730582 39.8 0.345200453659917250
1493.052630821491447932 124.845960637380073877 39.8 0.343790958902593924
1496.250418943149952611 125.127734065978472699 39.8 0.342384034129680159
1499.443548961207852699 125.424084443080019469 39.8 0.340979683480161722
1502.632020875665830317 125.712190276940262379 39.8 0.339577911104971930
1505.815834686522975971 126.007090788945305349 39.8 0.338178721166764118
1508.994990393779971782 126.296788401797570600 39.8 0.336782117839676431
1512.169487997436590376 126.558350277964393626 39.8 0.335388105309099738
1515.339327497492604380 126.820572128421162006 39.8 0.333996687771439926
1518.504508893948695913 127.088682228010540598 39.8 0.332607869433878989
1521.665032186804182857 127.350439146617290476 39.8 0.331221654514133712
1524.820897376059292583 127.596133102358820111 39.8 0.329838047240211929
1527.972104461714025092 127.840294506157903243 39.8 0.328457051850166326
1531.118653443768380384 128.079238734893124274 39.8 0.327078672591846809
1534.260544322222358460 128.309497806227938099 39.8 0.325702913722649534
1537.397777097075959318 128.547646151262796366 39.8 0.324329779509264726
1540.530351768328955586 128.792396618977505796 39.8 0.322959274227421489
1543.658268335982029384 129.031468246478056017 39.8 0.321591402161630791
1546.781526800034498592 129.279971008047340320 39.8 0.320226167604926615
1549.900127160486363209 129.528100806653611698 39.8 0.318863574858604448
1553.014069417338305357 129.781675103102941193 39.8 0.317503628231956547
1556.123353570589415540 130.040834197628981883 39.8 0.316146332042009315
1559.227979620240375880 130.306479002461401251 39.8 0.314791690613251796
1562.327947566290959003 130.589915195531631298 39.8 0.313439708277369111
1565.423257408741164909 130.892939347790445481 39.8 0.312090389372968791
1568.513909147590993598 131.202948987182253404 39.8 0.310743738245307488
1571.599902782840445070 131.532173933586534531 39.8 0.309399759246014816
1574.681238314489519325 131.895519179455675385 39.8 0.308058456732815733
1577.757915742538216364 132.273881180082213405 39.8 0.306719835069250046
1580.829935066986536185 132.674765785901456638 39.8 0.305383898624391248
1583.897296287834706163 133.105893588673211525 39.8 0.304050651772562019
1586.959999405082044177 133.545573755931428650 39.8 0.302720098893049516
1590.018044418729232348 134.013063143723798021 39.8 0.301392244369816098
1593.071431328776043301 134.511130742258529835 39.8 0.300067092591210949
1596.120160135222477038 135.064094779968769444 39.8 0.298744647949678366
1599.164230838068533558 135.665558247392482372 39.8 0.297424914841464993
1602.203643437314440234 136.327454032043959842 39.8 0.296107897666323172
1605.238397932959514947 137.012348889750199987 39.8 0.294793600827216562
1608.268494325004439816 137.721229814460855323 39.8 0.293482028730018329
1611.293932613448987468 138.478812101713771199 39.8 0.292173185783213829
1614.314712798293157903 139.302717205369702924 39.8 0.290867076397596513
1617.330834879536951121 140.137025866871852031 39.8 0.289563704985964676
1620.342298857180594496 140.985963299532500059 39.8 0.288263075962815252
1623.349104731223405906 141.845871018546688447 39.8 0.286965193744038227
1626.351252501666067474 142.694210138975705604 39.8 0.285670062746605780
1629.348742168508579198 143.528479277168543149 39.8 0.284377687388262579
1632.341573731750486331 144.356506707478814633 39.8 0.283088072087214648
1635.329747191392016248 145.159032255113544352 39.8 0.281801221261813561
1638.313262547432941574 145.946003871695239695 39.8 0.280517139330243026
1641.292119799873717056 146.745784051715247642 39.8 0.279235830710201360
1644.266318948714342696 147.482639502199134540 39.8 0.277957299818583303
1647.235859993954363745 148.258312696731337610 39.8 0.276681551071160547
1650.200742935593780203 149.005865109775839983 39.8 0.275408588882259941
1653.160967773633274192 149.761346362575238800 39.8 0.274138417664440692
1656.116534508072163590 150.507056316839396004 39.8 0.272871041828171568
1659.067443138910675771 151.200057828884524724 39.8 0.271606465781503770
1662.013693666148810735 151.923882843630764228 39.8 0.270344693929745694
1664.955286089786795856 152.655534336939524565 39.8 0.269085730675133306
1667.892220409823949012 153.395975435397645015 39.8 0.267829580416501900
1670.824496626260952326 154.127107268574803811 39.8 0.266576247548954426
1673.752114739097578422 154.912302911266493766 39.8 0.265325736463529638
1676.675074748334054675 155.735668179437936942 39.8 0.264078051546869419
1679.593376653969698964 156.583017007313060276 39.8 0.262833197180884270
1682.507020456005420783 157.453411948792137309 39.8 0.261591177742416470
1685.416006154440310638 158.324700845133605753 39.8 0.260351997602904894
1688.320333749275278024 159.170695984250613719 39.8 0.259115661128045627
1691.220003240509640818 159.921879210099149304 39.8 0.257882172677453891
1694.115014628143853770 160.615976525606185987 39.8 0.256651536604323882
1697.005367912177234757 161.337131796085373026 39.8 0.255423757255086925
1699.891063092610693275 162.113023965472820009 39.8 0.254198838969069640
1702.772100169443547202 162.931196137342851671 39.8 0.252976786078150995
1705.648479142675796538 163.662405650848910454 39.8 0.251757602906417743
1708.520200012308123405 164.376630472001636463 39.8 0.250541293769818929
1711.387262778339845681 165.145284574672388089 39.8 0.249327862975821130
1714.249667440771418114 166.023068681712715033 39.8 0.248117314823060153
1717.107413999602385957 166.922090537208532623 39.8 0.246909653600993872
