#distance (km)	QLEDC12590	A_QLEDC14100	QLEDC14850	QLEDC15710	A_QLEDC17670	QLEDC18725	A_QLEDC21170	QLEDC22200	A_QLEDC23240	A_QLEDC24650	A_QLEDC25500	QLEDC26790	QLEDC27040	QLEDC29300	QLLDC_LINE1001_START25870	QLLDC_LINE1001_START26260	A_QLECD31150	A_QLEDC32850	QLLDC_LINE1001_START27750_A
20.3	1081.88	1214.72	1281.23	1352.35	1519.64	1610.63	1759.1	1895.12	1981.78	2095.02	2158.45	2263.91	2282.85	2462.37	2500.11	2555.8	2621.28	2702.84	2851.81
20.4	1082.77	1215.1	1282.04	1352.22	1519.99	1610.78	1761.46	1898.65	1984.13	2100.11	2161.92	2268.45	2288.91	2472.17	2508	2566.41	2631.69	2714.6	2893.76
20.5	1080.58	1215.24	1281.46	1351.57	1518.85	1610.28	1761.46	1896.93	1982.68	2102.75	2161.25	2269.43	2291.73	2474.31	2508.31	2568.13	2635.93	2711.94	2882.27
20.6	1082.85	1214.56	1281.61	1351.72	1518.29	1609.63	1760.43	1895.18	1981.24	2099.77	2159.57	2269.2	2291.29	2473.39	2504.83	2564.93	2632.79	2707.1	2859.11
20.7	1083.95	1213.89	1280.24	1350.78	1517.54	1608.46	1759.03	1893.84	1979.45	2096.78	2157.52	2266.75	2286.9	2469.41	2499.64	2560.09	2626.85	2702.27	2835.88
20.8	1080.84	1213.21	1280.08	1351.01	1516.11	1607.06	1756.73	1892.51	1977.56	2094.05	2155.01	2264.69	2284.11	2465.81	2494.44	2555.23	2620.92	2696.81	2817.96
20.9	1082.74	1212.52	1278.68	1349.71	1514.65	1605.31	1753.98	1889.78	1975.61	2091.39	2152.74	2260.21	2280.53	2460.25	2491.37	2550.24	2614.81	2690.55	2804.91
21	1081.74	1211.76	1277.98	1347.89	1513.38	1603.38	1750.99	1887.54	1974.25	2088.51	2150.28	2257.42	2277.71	2457.95	2488.53	2545.61	2610.59	2683.84	2793.58
21.1	1081.92	1211.04	1276.4	1345.99	1511.21	1601.06	1748.98	1885.08	1971.38	2085.63	2147.25	2255.15	2275.51	2454.25	2485.73	2541.44	2606.42	2680.48	2783.42
21.2	1080.94	1210.33	1275.65	1345.05	1509.19	1599.73	1747.29	1883.1	1969.66	2082.92	2145.22	2253.23	2272.92	2452.36	2483.12	2537.45	2602.36	2676.94	2773.36
21.3	1079.83	1209.64	1274.23	1343.54	1507.53	1598.2	1745.64	1883.3	1967.79	2081.42	2145.82	2251.87	2272.4	2450.57	2481.82	2538.23	2601.61	2675.96	2767.05
21.4	1080.71	1208.98	1273.65	1343.05	1507.53	1597.23	1744.61	1881.51	1966.52	2081.26	2146.73	2252.53	2272.96	2452.34	2482.68	2538.98	2602.14	2675.96	2772.1
21.5	1080.04	1208.69	1273.14	1342.12	1507.53	1597	1745.21	1881.62	1967.66	2082.59	2147.57	2253.2	2273.96	2452.72	2486.29	2541.96	2604.1	2678.71	2777.74
21.6	1080.19	1208.69	1272.72	1343.01	1507.05	1596.49	1745.81	1882.29	1968.81	2084.32	2149.06	2256.07	2276.24	2456.29	2491.81	2546.04	2607.38	2682.16	2785.03
21.7	1079.73	1208.69	1272.39	1342.09	1507	1596.92	1746.41	1882.88	1969.96	2085.61	2150.89	2259.03	2279.09	2460.05	2496.85	2550.12	2610.66	2685.61	2794.66
21.8	1079.96	1208.49	1272.18	1342.23	1507.26	1597.09	1747.04	1884.3	1971.17	2088.1	2152.83	2262.77	2282.74	2465.84	2501.2	2556.26	2617.32	2691.68	2804.95
21.9	1080.42	1208.24	1271.88	1341.53	1507.52	1597.38	1747.75	1885.44	1972.29	2090.42	2154.61	2265.48	2286.51	2469.96	2505.18	2562.28	2624.54	2697.44	2815.41
22	1079.19	1207.97	1271.05	1341.14	1507.49	1597.45	1748.58	1886.19	1973.28	2093.37	2157.21	2269.11	2291.56	2472.69	2509.32	2568.49	2632.17	2703.38	2825.62
22.1	1079.3	1207.71	1271.13	1340.44	1507.22	1597.35	1749.41	1886.97	1974.27	2096.32	2159.84	2272	2293.03	2480.09	2513.49	2574.64	2639.94	2712.02	2831.28
22.2	1078.59	1206.79	1270.47	1340.39	1506.74	1597.11	1749.92	1887.08	1975.23	2098.15	2161.66	2274.6	2295.25	2483.42	2515.17	2577.9	2646.07	2718.9	2836.46
22.3	1077.75	1206.66	1270.55	1339.79	1507.53	1596.42	1748.2	1886.98	1974.72	2099.35	2162.22	2276.04	2297.63	2484.85	2515.16	2580.72	2644.19	2715.24	2840.38
22.4	1077.53	1205.73	1268.94	1338.77	1507.53	1595.37	1746.48	1886.14	1973.1	2100.56	2161.55	2275.57	2296.5	2481.56	2512.84	2576.92	2639.77	2710.79	2828.42
22.5	1077.51	1204.76	1267.49	1337.36	1506.04	1593.82	1744.75	1884.55	1971.3	2098.07	2160.12	2272.78	2295.64	2477.58	2507.17	2569.15	2629.22	2700.54	2814.52
22.6	1075.66	1204.11	1266.22	1335.69	1504.42	1592.28	1743.59	1882.5	1969.45	2094.35	2158.66	2270.69	2293.19	2471.97	2503.24	2561.15	2620.78	2689.84	2797.52
22.7	1075.41	1202.77	1265.04	1334.37	1502.51	1590.56	1742.54	1880.26	1967.6	2090.63	2157.19	2268.83	2290.48	2469.62	2499.31	2556.07	2615.8	2679.82	2783.73
22.8	1074.47	1201.49	1263.58	1332.65	1501.17	1589.11	1741.53	1878.44	1966.5	2088.06	2155.72	2266.66	2288.78	2465.45	2495.37	2552	2610.82	2674.11	2775.35
22.9	1073.5	1199.72	1262.38	1331.66	1499.59	1587.77	1740.79	1877.41	1965.65	2087.7	2154.58	2266.12	2288.28	2464.3	2493.47	2548.4	2605.98	2669.43	2768.67
23	1072.56	1197.94	1261.6	1330.26	1498.01	1586.65	1740.06	1876.96	1964.19	2087.35	2154.25	2264.83	2285.08	2463.11	2491.99	2545.83	2603.87	2664.47	2763.61
23.1	1071.86	1196.17	1260.03	1329.06	1496.58	1585.57	1739.32	1876.23	1963.96	2087	2153.92	2264.58	2284.62	2462.04	2490.5	2544.42	2601.83	2659.51	2758.56
23.2	1070.7	1194.46	1258.62	1328.64	1495.65	1584.59	1738.65	1874.69	1963.14	2087.15	2153.6	2264.18	2285.87	2461.42	2490.02	2543.19	2599.86	2656.69	2753.91
23.3	1070.76	1192.94	1257.89	1326.93	1494.09	1583.62	1738.07	1873.61	1962.3	2086.31	2153.27	2264.26	2284.73	2460.64	2490.02	2542.48	2597.82	2654.69	2750.35
23.4	1070.36	1193.75	1256.1	1327.05	1493.75	1583.12	1737.5	1873.61	1962.36	2086.32	2152.94	2264.42	2285.04	2460.33	2490.02	2542.01	2595.78	2652.68	2746.6
23.5	1070.54	1193.96	1256.11	1325.58	1492.8	1582.57	1736.93	1873.14	1962.99	2087.11	2153.34	2265.49	2286.1	2461.75	2490.02	2541.54	2596.4	2650.68	2743.56
23.6	1069.03	1194.2	1255.79	1327.48	1492.15	1582.47	1736.37	1873.39	1962.66	2087.87	2155.04	2267.28	2288.46	2461.8	2492.1	2541.09	2597.55	2650.48	2742.28
23.7	1069.56	1193.97	1255.26	1324.65	1492.5	1582.44	1736.23	1873.73	1963.2	2088.65	2156.79	2267.92	2289.84	2465.85	2494.39	2543.75	2598.73	2651.06	2744.56
23.8	1068.44	1193.74	1255.44	1325.58	1492.84	1582.47	1737.27	1875.08	1965.28	2089.41	2158.48	2270.34	2290.77	2466.67	2497.52	2546.68	2599.88	2651.63	2747.12
23.9	1068.21	1193.5	1254.04	1324.79	1492.95	1582.75	1738.37	1875.89	1967.48	2090.22	2160.28	2272.39	2293.82	2469.64	2502.67	2549.78	2604.24	2653.87	2750.13
24	1068.15	1193.26	1254.77	1324.24	1493.57	1583.54	1739.48	1877.37	1969.69	2093.64	2163.16	2276.67	2299.4	2473.94	2506.88	2556.37	2609.34	2660.84	2756.45
24.1	1067.43	1193.03	1254.48	1324.25	1493.92	1584.27	1740.55	1879.24	1972.43	2097.19	2167.97	2281.17	2301.43	2478.35	2510.97	2563.19	2616.92	2667.6	2762.86
24.2	1067.47	1192.73	1254.26	1324.68	1494.58	1585.28	1741.59	1880.94	1973.91	2100.65	2172.64	2285.49	2308.96	2486.67	2518.85	2571.61	2626.63	2678.45	2772.49
24.3	1067.53	1192.3	1254.36	1325.01	1495.72	1586.39	1742.28	1883.46	1976.87	2104.65	2177.45	2291.46	2312.23	2494.75	2527.1	2580.28	2637.19	2689.9	2783
24.4	1066.84	1191.85	1254.11	1324.94	1496.05	1587.44	1742.97	1885.15	1979.97	2109.6	2182.41	2297.5	2316.56	2501.63	2541.87	2592.21	2648.23	2706.45	2794.1
24.6	1067.5	1190.96	1253.9	1325.16	1497.5	1588.86	1744.37	1889.65	1984.62	2119.92	2192.12	2310.8	2333.95	2519.96	2560.07	2614.02	2667.81	2730.74	2812.62
24.7	1067.34	1190.54	1253.09	1325.61	1498.13	1589.28	1744.45	1891.17	1986.25	2121.41	2196.47	2315.35	2337.56	2525.81	2561.91	2616.55	2674.69	2734.72	2813.2
24.8	1065.8	1189.77	1252.44	1324.42	1498.74	1589.31	1744.45	1891.61	1987.62	2122.95	2197.78	2317.48	2339.86	2530.56	2561.75	2618.65	2680.86	2732.73	2812.55
24.9	1065.41	1188.38	1251.56	1324.32	1498.05	1588.81	1744.45	1891.63	1988.6	2123.73	2198.27	2318.96	2340.51	2531.28	2561.59	2617.89	2678.59	2728.86	2807.17
25	1063.28	1187.07	1250.24	1323.97	1497.36	1588.34	1744.45	1891	1987.23	2121.96	2197.77	2318.02	2340.59	2530.21	2561.44	2617.15	2674.39	2726.27	2802.11
25.1	1064.79	1184.91	1250.02	1322.33	1496.82	1587.44	1743.35	1890.07	1985.81	2120.85	2197.03	2317.37	2338.78	2524.38	2559.14	2612.51	2668.36	2723.37	2796.82
25.2	1061.89	1184.26	1249.18	1321.46	1495.66	1586.37	1741.78	1888.22	1984.39	2116.14	2195.93	2313.57	2335.5	2522.3	2555.59	2606.38	2662.32	2714.66	2791.31
25.3	1061.09	1182.88	1247.45	1320.3	1494.48	1585.06	1740.21	1886.1	1982.97	2111.65	2193.18	2310.14	2331.99	2518.23	2549.68	2600.42	2656.12	2697.55	2785.8
25.4	1058.22	1181.45	1246.32	1319.92	1493.27	1583.55	1738.59	1884.28	1981.82	2113.5	2190.35	2307.4	2328.88	2512.64	2543.6	2596.17	2650.08	2688.19	2780.13
25.5	1057.08	1180.32	1244.92	1318.25	1492.09	1582.45	1736.93	1883.21	1980.08	2113.5	2188.46	2305.02	2327.58	2510.73	2541.08	2594.39	2647.42	2685.23	2772.27
25.6	1054.5	1178.71	1243.52	1317.11	1491.07	1581.22	1735.31	1881.81	1979.65	2113.5	2188.19	2304.4	2325.96	2509.06	2540.41	2593.45	2645.85	2684.51	2768.38
25.7	1053.74	1177.33	1242.56	1316.35	1490.73	1580.42	1733.65	1880.83	1979.24	2112.96	2187.48	2303.18	2324.67	2508.44	2540.88	2593.45	2646.75	2685.65	2775.4
25.8	1054.6	1175.98	1242.11	1315.75	1490.39	1579.51	1732.04	1880.37	1978.84	2112.37	2187	2303.61	2324.93	2510.93	2542.29	2594.84	2649.33	2688.19	2779.78
25.9	1051.86	1174.94	1241.39	1314.73	1490.06	1579.05	1730.43	1880.38	1978.44	2111.78	2187.02	2304.04	2326.39	2513	2544.61	2598.12	2652.1	2695.75	2778.73
26	1050.56	1174.55	1240.43	1313.76	1489.71	1578.46	1730.28	1879.59	1978.16	2111.17	2188.18	2304.68	2327.07	2515.81	2544.93	2601.51	2655.96	2702.72	2776.76
26.1	1049.57	1172.95	1239.38	1313.24	1489.38	1577.89	1730.28	1879.46	1977.93	2110.58	2188.63	2304.77	2326.8	2514.11	2541.93	2602.65	2661.53	2703.76	2773.98
26.2	1047.59	1171.94	1238.71	1312.62	1489.48	1577.53	1730.28	1878.93	1977.7	2109.98	2186.66	2302.61	2324.55	2510.35	2538.85	2592.87	2654.31	2694.25	2773.72
26.3	1047.16	1170.96	1237.99	1312.08	1489.57	1577.32	1730.28	1878.69	1977.47	2109.39	2186.11	2300.97	2322.74	2504.41	2535.85	2589.68	2644.15	2686.56	2772.12
26.4	1046.35	1170.4	1237.66	1312.06	1489.38	1577.13	1730.28	1878.41	1977.25	2109.28	2184.65	2299.52	2320.59	2504.87	2534.66	2586.69	2642.7	2683.88	2764.72
26.5	1045.58	1170.19	1237.97	1311.48	1489.46	1577.08	1730.28	1877.88	1977.02	2109.28	2183.8	2297.56	2320.49	2503.46	2533.59	2583.04	2640.76	2684.35	2766.51
26.6	1044.78	1169.97	1237.18	1312.08	1489.48	1577.09	1730.28	1878.63	1976.79	2109.28	2183.8	2298.41	2319.43	2504.62	2534.48	2583.26	2642.27	2687.89	2773.69
26.7	1043.8	1169.75	1237.09	1311.46	1489.23	1577.01	1730.28	1879.15	1976.64	2109.28	2183.9	2298.43	2320.34	2504.64	2534.54	2584.01	2643.86	2690.37	2779.08
26.8	1042.8	1169.65	1236.69	1310.68	1489.52	1577.37	1730.28	1878.8	1976.77	2109.28	2183.8	2298.16	2319.75	2504.78	2530.83	2584.49	2646.07	2689.39	2784.09
27	1041.91	1168.97	1236.62	1311.08	1489.23	1577.72	1730.28	1879.49	1977.03	2109.28	2183.8	2298.67	2319.84	2502.86	2529.99	2586.21	2645.7	2684.18	2778.1
27.1	1040.05	1168.36	1236.67	1311.58	1489.23	1577.72	1730.28	1879.41	1977.16	2109.28	2183.05	2296.76	2318.22	2503.32	2529.92	2585.71	2644.35	2684.18	2769.83
27.2	1040.66	1167.75	1235.98	1311.5	1489.84	1577.86	1730.28	1879.79	1977.28	2109.28	2181.32	2295.64	2317.87	2502.02	2530.1	2585.2	2643.24	2684.42	2776.2
27.3	1041.16	1167.15	1236.16	1310.94	1489.23	1577.77	1730.28	1879.13	1977.41	2109.28	2180.02	2294.21	2316.45	2501.08	2530.28	2584.7	2641.81	2684.86	2776.07
27.4	1039.18	1166.54	1236.03	1311.69	1489.23	1577.58	1730.28	1878.66	1977.13	2109.28	2178.72	2292.12	2313.22	2499.16	2528.96	2583	2639	2680.54	2764.29
27.5	1039.54	1165.93	1235.6	1311.32	1489.23	1577.37	1730.28	1878.09	1976.52	2107.07	2176.62	2289.31	2311.4	2493.23	2524.64	2578.91	2633.92	2674.53	2759.18
27.6	1038.97	1165.32	1238.28	1311.08	1489.44	1577.05	1730.28	1877.15	1975.91	2104.64	2173.45	2285.37	2308.17	2487.62	2520.09	2573.27	2628.95	2669.06	2753.08
27.7	1039.12	1165.28	1235.83	1311.1	1489.69	1576.64	1730.28	1876.13	1975.3	2101.67	2170.27	2282	2303.23	2482.54	2515.04	2567.63	2623.98	2663.72	2742.39
27.8	1038.71	1165.54	1235.79	1310.46	1489.04	1576.52	1730.28	1875.45	1974.51	2098.97	2167.19	2279.71	2300.73	2477.49	2510	2561.99	2619	2658.96	2734.44
27.9	1038.53	1165.7	1236.11	1311.33	1489.23	1576.32	1729.97	1874.95	1974.07	2097.96	2165.5	2277.07	2299.46	2473.81	2506.47	2557.89	2614.03	2656.66	2729.14
28	1038.2	1165.86	1235.43	1311.25	1489.23	1576.34	1729.41	1874.69	1973.05	2097.11	2163.81	2275.4	2295.85	2472.06	2503.8	2555.41	2609.06	2654.45	2726.28
28.1	1037.51	1166.02	1236.15	1311.83	1489.23	1576.24	1728.83	1874.29	1971.97	2096.24	2162.08	2274.7	2297.27	2470.11	2501.66	2554.84	2607.77	2653.7	2725.63
28.2	1037.03	1166.18	1236.34	1311.36	1489.23	1576.48	1728.28	1873.18	1970.95	2095.45	2160.44	2272.95	2295.09	2469.87	2499.23	2554.11	2607.34	2652.98	2726.75
28.3	1037.02	1166.33	1236.51	1311.58	1489.23	1576.34	1727.72	1873.47	1969.73	2094.62	2158.83	2271.56	2294.18	2469.86	2497.31	2553.66	2607.63	2652.25	2727.89
28.4	1037.05	1166.49	1236.64	1311.44	1489.01	1576.27	1727.45	1873.01	1968.86	2093.8	2157.21	2269.87	2292.69	2467.28	2495.4	2553.66	2610.22	2653.7	2730.65
28.5	1037.23	1167.1	1237.41	1311.76	1488.78	1576.17	1727.45	1872.2	1967.84	2093	2155.65	2267.78	2290.31	2464.65	2495.48	2553.66	2612.74	2655.67	2741.55
28.6	1037.53	1168.12	1237.33	1311.5	1488.54	1575.82	1727.45	1871.9	1966.79	2091.66	2154.03	2266.36	2289	2465.09	2495.69	2551.6	2614.73	2658.46	2756.48
28.7	1037.3	1169.06	1237.83	1312.34	1488.3	1575.62	1727.45	1871.11	1965.81	2088.95	2152.42	2263.33	2285.61	2460.5	2495.11	2548.36	2611.29	2662.4	2747.44
28.8	1037.93	1170.02	1237.94	1312.45	1488.07	1575.22	1727.45	1869.73	1964.91	2086.32	2150.85	2259.86	2282.34	2456.97	2489.05	2545.21	2608.49	2662.52	2741.72
28.9	1038.93	1170.59	1238.51	1312.8	1487.36	1575.18	1727.93	1868.96	1963.98	2083.6	2149.24	2258.28	2280.22	2453.35	2482.92	2541.66	2607	2661.85	2739.9
29	1038.86	1171.95	1239.08	1313.59	1487.43	1575.35	1728.67	1868.14	1963.08	2080.97	2147.73	2256.39	2278.36	2451.24	2480.55	2539.01	2607	2659.72	2740.49
29.1	1039.94	1172.94	1239.9	1313.91	1487.36	1575.35	1729.43	1868.19	1962.15	2079.49	2146.6	2253.69	2276.33	2447.68	2478.11	2535.87	2604.69	2657.27	2741.36
29.2	1040.69	1174.15	1239.89	1313.9	1487.33	1575.32	1730.17	1867.93	1961.25	2079.06	2145.49	2253.17	2273.27	2447.84	2476	2532.46	2601.05	2654.14	2739.28
29.3	1040.18	1175.43	1241.02	1314.75	1488.19	1575.81	1730.84	1867.61	1960.35	2078.49	2144.39	2251.97	2273.3	2443.67	2474.37	2529.77	2598.43	2652.31	2736.62
29.4	1042.3	1176.75	1242.31	1316	1488.9	1576.9	1731.52	1868.14	1959.73	2078.16	2143.26	2251.26	2272.68	2441.68	2472.69	2527.66	2596.11	2652.9	2733.89
29.5	1045.68	1178.07	1243.37	1317.08	1489.71	1577.8	1732.21	1867.98	1959.91	2077.71	2143.22	2250.53	2270.49	2440.57	2471.44	2526.4	2593.79	2653.12	2731.34
29.6	1045.23	1179.48	1245.17	1318.41	1490.38	1579.18	1728.8	1870.04	1960.09	2078.9	2143.49	2250.31	2272.13	2440.03	2470.55	2524.48	2592.17	2653.35	2731.7
29.8	1051.97	1182.04	1248.53	1321.97	1493.31	1582.44	1731.74	1872.47	1962.11	2081.69	2143.99	2252.08	2273.76	2440.9	2471.58	2523.87	2593.71	2654.68	2741.42
29.9	1052.56	1184.63	1250.74	1323.95	1494.82	1584.5	1734.36	1874.07	1964.81	2083.75	2147.02	2253.83	2273.96	2442.05	2474.4	2527.23	2595.36	2661.82	2749.59
30	1055.56	1187.48	1253.1	1326.68	1497.39	1587.36	1737.11	1877.51	1967.44	2086.08	2149.96	2255.89	2276.88	2448.21	2477.13	2531.61	2599.46	2674	2756.37
30.1	1057.51	1190.41	1255.55	1328.79	1500.13	1589.65	1740.3	1879.86	1970.54	2088.49	2152.99	2259.77	2278.72	2452.02	2480.02	2535.98	2603.54	2686.57	2761.41
30.2	1060.33	1193.34	1258.55	1331.69	1503.17	1592.51	1743.5	1883.4	1972.85	2092.02	2156.02	2263.78	2285.44	2453.1	2482.92	2541.85	2608.56	2697.8	2766.58
30.3	1063.7	1196.28	1260.81	1333.12	1505.85	1595.5	1746.69	1886.76	1976.06	2096.41	2160.07	2267.5	2289.12	2461.07	2493.53	2551.58	2618.9	2707.2	2776.05
30.4	1066.14	1199.21	1263.67	1336.64	1508.86	1599.1	1749.88	1890.73	1980.8	2100.8	2165.22	2272.87	2293.79	2469.65	2507.18	2561.31	2629.24	2717.04	2809.25
30.5	1069.34	1201.39	1267.12	1340.2	1511.97	1602.92	1753.08	1895.5	1985.69	2105.24	2170.37	2279.73	2300.25	2475.55	2520	2574.1	2639.36	2726.02	2839.62
30.6	1072	1203.89	1269.62	1343.22	1514.98	1606.76	1756.24	1901.15	1990.36	2111.14	2175.71	2285.91	2310.28	2484.38	2529.92	2589.65	2649.6	2739.06	2864.74
30.7	1076.33	1206.24	1272.87	1346.69	1518.09	1610.38	1760	1905.74	1995.18	2117.22	2181.21	2292.22	2318.62	2488.61	2539.81	2605.7	2659.94	2759.21	2882.1
30.8	1078.94	1209.27	1275.4	1349.27	1520.97	1613.48	1763.65	1910.57	1998.82	2123.11	2186.55	2301.65	2322.51	2494.71	2547.62	2613.71	2664.9	2766.33	2891.62
30.9	1080.34	1210.84	1278.07	1351.38	1523.84	1616.33	1767.41	1913.17	2002.23	2128.93	2192.05	2308.69	2331.08	2502.11	2554.02	2617.3	2666.58	2767.08	2901.2
31	1083.01	1213.06	1280.05	1353.37	1526.61	1618.92	1771.06	1916.53	2005.53	2133.19	2197.39	2311.9	2334.75	2504.77	2559.42	2621.11	2670.64	2768.81	2907.85
31.1	1084.33	1215.35	1281.94	1355.46	1530.05	1621.1	1774.82	1919.08	2008.94	2137.07	2200.47	2315.87	2338.96	2508.9	2565	2627.14	2679.47	2772.12	2911.61
31.2	1086.81	1217.63	1283.66	1357.1	1531.95	1622.99	1778.46	1921.84	2012.04	2141.97	2203.55	2319.52	2340.83	2516.11	2571.08	2633.33	2692.01	2784.13	2915.38
31.3	1087.8	1219.23	1284.98	1358.46	1532.78	1624.6	1778.46	1923.82	2014.9	2144.05	2206.54	2323.41	2344.26	2520.35	2576.41	2639.23	2701.31	2793.22	2919.03
31.4	1090.53	1219.23	1286.13	1359.43	1534	1625.61	1778.46	1925.22	2017.85	2145.44	2208.72	2326.32	2347.59	2524.8	2577.36	2645.63	2698.12	2792.63	2921.29
31.5	1089.9	1219.23	1286	1359.75	1534.91	1625.97	1778.46	1925.85	2018.66	2146.83	2210.7	2327.35	2348.19	2526.47	2574.91	2647.8	2706.87	2787.82	2915.17
31.6	1090.23	1219.23	1285.98	1359.5	1535.58	1625.55	1777.95	1925.32	2018.66	2144.7	2211.51	2325.55	2346.41	2522.1	2572.46	2643.49	2704.68	2779.4	2897.31
31.8	1089.15	1218.56	1284.08	1357.95	1532.22	1622.55	1774.85	1920.71	2014.25	2134.93	2205.42	2315.27	2334.56	2503.63	2566.05	2637.27	2685.94	2755.3	2872.66
31.9	1088.38	1216.72	1281.98	1356.45	1530.34	1620.14	1773.31	1916.49	2009.33	2128.75	2199.6	2300.72	2325.11	2496.74	2559.05	2625.27	2672.33	2739.42	2857.83
32	1087.21	1214.88	1281.1	1354.29	1527.54	1616.86	1769.22	1911.36	2004.25	2123.02	2194.19	2296.27	2317.51	2487.76	2543.43	2607.69	2658.73	2723.53	2842.07
32.1	1085.4	1213.37	1278.52	1351.98	1524.73	1613.34	1763.85	1906.72	1999.05	2116.39	2188.9	2287.24	2309.61	2480.31	2533.48	2587.17	2645.12	2707.65	2826.32
32.2	1084.33	1210.79	1276.54	1349.11	1521.76	1609.61	1758.48	1900.73	1993.92	2110.21	2183.61	2278.17	2300.96	2470.68	2523.52	2571.7	2631.52	2691.76	2792.37
32.3	1082.6	1208.44	1274.09	1346.3	1518.6	1605.83	1753.12	1896.14	1988.78	2105.03	2178.32	2273.1	2291.85	2461.71	2515.15	2564.93	2617.91	2679.04	2762.49
32.4	1079.64	1206.02	1270.46	1343.03	1515.36	1601.87	1749.06	1891.05	1983.5	2099.87	2172.87	2264.46	2286.24	2452.82	2508.06	2558.35	2603.9	2666.98	2739.75
32.5	1074.72	1203.61	1267.79	1340.05	1512.11	1597.75	1745.04	1886.08	1978.22	2094.71	2167.41	2260.13	2280.41	2445.58	2500.96	2553.41	2589.88	2654.91	2731.26
32.6	1074.84	1201.26	1265.29	1337.25	1508.96	1594.17	1741.14	1881.46	1973.1	2089.7	2162.12	2254.28	2274.75	2432.54	2492	2545.08	2579.01	2644.61	2724.26
32.7	1072.43	1198.84	1262.2	1333.43	1505.71	1590.34	1737.13	1876.24	1967.82	2084.05	2156.67	2245.89	2268.93	2427.75	2482.39	2536.49	2568.86	2634.46	2716.13
32.8	1068.81	1196.42	1259.27	1330.67	1502.39	1586.43	1733.23	1871.96	1963.07	2078.36	2151.38	2241.47	2263.27	2420.35	2478.12	2528.16	2559.02	2624.61	2704.11
32.9	1065.71	1193.3	1255.84	1327.2	1498.5	1582.51	1729.17	1869.2	1957.95	2072.51	2145.93	2231.18	2257.45	2415.02	2467.27	2519.57	2548.87	2614.24	2691.13
33	1064.38	1190.7	1253.11	1324.02	1494.62	1578.74	1724.98	1862.51	1952.65	2066.65	2140.48	2227.4	2251.62	2407.03	2461.89	2510.99	2538.72	2602.86	2680.57
33.1	1062.96	1187.92	1249.98	1321.25	1490.84	1574.95	1720.92	1857.99	1948.27	2061.15	2135.18	2221.47	2246.14	2400.29	2454.08	2502.66	2530.29	2591.82	2676.6
33.2	1061.19	1185.06	1247.88	1319.05	1486.96	1571.25	1716.73	1853.57	1943.36	2055.87	2129.73	2217.22	2240.6	2393.6	2446.53	2495.03	2521.61	2580.45	2661.74
33.3	1057.09	1182.2	1245.14	1315.64	1482.82	1568.08	1712.54	1848.96	1938.45	2050.58	2124.51	2210.28	2235.06	2386.9	2438.7	2488.79	2513.14	2571.56	2649.03
33.4	1055.87	1179.34	1242.35	1313.45	1480.38	1564.84	1708.35	1844.94	1933.54	2045.29	2119.8	2204.33	2229.52	2379.13	2428.63	2482.55	2505.55	2564.04	2643.29
33.5	1054.7	1176.48	1240.03	1310.53	1477.65	1561.36	1704.44	1840.65	1928.23	2040.01	2114.2	2199.88	2223.98	2372.79	2425.54	2476.3	2497.89	2556.77	2635.96
33.6	1052.18	1173.96	1238.24	1309.53	1474.83	1558.33	1702.09	1837.02	1923.58	2034.57	2108.88	2195.38	2218.28	2366.35	2417.31	2462.98	2490.53	2548.81	2623.12
33.7	1047.27	1172.82	1235.91	1306.29	1471.41	1555.76	1699.8	1833.29	1918.89	2029.9	2103.74	2190.49	2212.74	2361.17	2413.35	2456.78	2482.33	2541.39	2613.36
33.8	1047.12	1170.85	1234.01	1304.86	1469.7	1553.25	1697.52	1830.05	1916.51	2027.01	2098.58	2184.96	2207.2	2354.13	2408.01	2446.19	2474.71	2533.8	2603.28
33.9	1048.22	1168.94	1231.86	1302.37	1467.94	1550.92	1695.24	1827.17	1913.5	2023.44	2093.43	2180	2201.72	2344.64	2404.08	2443.11	2469.07	2524.44	2596.35
34	1044.53	1167.7	1231.52	1300.85	1466.18	1548.79	1692.95	1824.16	1910.5	2019.86	2090.24	2175.89	2198.07	2342.21	2400.64	2440.25	2464.07	2514.8	2589.13
34.1	1043.98	1166.19	1228.86	1299.32	1464.42	1546.2	1690.67	1820.83	1907.5	2015.78	2087.47	2170.96	2194.43	2338.59	2395.22	2432.3	2459.07	2507.73	2583.17
34.2	1041.99	1164.56	1226.87	1297.51	1462.24	1544.97	1688.23	1818.3	1905.07	2012.36	2084.7	2167.54	2190.78	2333.24	2390.56	2430.17	2454.89	2504.57	2578.44
34.3	1040.15	1163.08	1225.88	1296.08	1460.91	1542.99	1685.79	1816.05	1901.49	2010.08	2081.93	2165.72	2187.14	2333.15	2386.82	2425.18	2451.53	2501.41	2574.18
34.4	1038.75	1161.52	1224.44	1294.58	1458.74	1542.15	1683.35	1813.41	1898.49	2007.24	2079.16	2161.96	2183.49	2328.11	2383.02	2421.23	2448.06	2498.25	2571.56
34.5	1038.42	1160.36	1223.36	1293.55	1457.39	1539.55	1680.92	1811.08	1895.48	2004.3	2076.4	2158.74	2179.89	2323.44	2379.45	2417.8	2443.51	2495.09	2568.7
34.6	1036.1	1159.16	1221.65	1292.28	1455.58	1537.29	1678.4	1808.03	1892.39	2001.6	2073.25	2154.1	2176.38	2316.62	2374.71	2413.1	2438.83	2489.32	2564.77
