#distance (km)	QLEDC12590	A_QLEDC14100	QLEDC14850	QLEDC15710	A_QLEDC17670	QLEDC18725	A_QLEDC21170	QLEDC22200	A_QLEDC23240	A_QLEDC24650	A_QLEDC25500	QLEDC26790	QLEDC27040	QLEDC29300	QLLDC_LINE1001_START25870	QLLDC_LINE1001_START26260	A_QLECD31150	A_QLEDC32850	QLLDC_LINE1001_START27750_A
34.7	1035	1158.13	1220.88	1290.32	1453.17	1535.4	1675.96	1805.05	1889.94	1998.84	2070.78	2150.85	2172.97	2313.39	2369.82	2407.65	2434.27	2483.49	2559.41
34.8	1033.22	1157	1219	1288.65	1451.27	1533.17	1673.39	1803.44	1886.37	1994.97	2067.93	2146.94	2169.46	2309.32	2363.71	2401.75	2427.86	2477.48	2554.84
34.9	1032.03	1155.93	1218.36	1287.52	1450.41	1530.93	1670.02	1799.32	1883.88	1990.4	2062.98	2142.39	2166.15	2304.33	2358.33	2395.11	2421.45	2470.39	2550.53
35	1032.1	1154.83	1216.55	1284.97	1448.46	1528.58	1666.55	1796.52	1881.08	1985.48	2057.49	2136.52	2160.87	2297.07	2350.09	2387.26	2413.48	2460.66	2533.81
35.2	1029.01	1152.6	1213.15	1282.49	1442.92	1523.62	1660.19	1787.93	1874.9	1975.68	2042.62	2124.23	2149.1	2280.64	2327.29	2371.26	2396.07	2440.97	2513.3
35.3	1028.35	1151.5	1212	1280.44	1440.53	1522.17	1657.59	1784.18	1870.43	1970.66	2033.97	2118.53	2143.68	2276.11	2326.18	2364.04	2387.49	2431.19	2508.07
35.4	1028.48	1150.16	1211.12	1278.82	1438.88	1519.17	1654.98	1780.62	1865.96	1965.5	2024.96	2113.58	2139.2	2270.15	2320.08	2356.19	2381.13	2421.46	2495.1
35.5	1025.7	1148.29	1210.17	1277.22	1437.25	1518.29	1652.07	1779.53	1861.54	1962.86	2022.09	2108.56	2134.71	2263.41	2313.56	2349.33	2375.25	2416.46	2489.15
35.6	1025.27	1146.36	1208.71	1278.5	1435.62	1515.6	1648.88	1776.57	1858.62	1960.22	2019.63	2105.26	2130.9	2258.64	2308.45	2344.28	2369.37	2412.83	2483.45
35.7	1025.18	1145.58	1207.68	1275.68	1434.18	1513.92	1645.7	1774.59	1855.7	1957.59	2017.17	2101.24	2127.37	2255.58	2303.88	2340.18	2365.14	2409.25	2480.87
35.8	1023.96	1145.17	1207.3	1275	1433.4	1512.85	1642.61	1770.4	1852.87	1955.11	2014.78	2098.55	2123.94	2248.61	2301.38	2337.14	2361.8	2405.76	2474.85
35.9	1024.33	1144.74	1207.11	1274.02	1432.58	1511.49	1642.42	1769.6	1849.87	1953.35	2012.25	2095.88	2122	2249.19	2297.32	2333.12	2358.26	2400.32	2470.96
36	1023.75	1144.31	1206.61	1273.44	1431.73	1510.66	1642.42	1767.92	1846.95	1951.64	2009.79	2093.58	2120.11	2244.31	2294.33	2331.42	2355.27	2394.74	2467.45
36.1	1023.63	1143.89	1206.55	1273.27	1430.28	1510	1640.54	1765.7	1844.27	1949.93	2007.33	2091.49	2118.16	2240.38	2291.99	2327.73	2351.86	2390.01	2464.65
36.2	1025.15	1143.25	1206.08	1273.13	1429.56	1509.23	1638.55	1765.38	1842.95	1947.92	2004.86	2089.44	2115.86	2240.15	2289.42	2325.04	2349.76	2386.62	2461.92
36.3	1023.69	1143.06	1205.01	1272.23	1429.19	1508.21	1636.69	1764.09	1841.67	1945.53	2002.45	2087.4	2113.62	2236.76	2286.23	2322.08	2346.7	2383.34	2458.95
36.4	1024.11	1142.96	1204.9	1271.94	1427.65	1507.28	1636.75	1761.88	1840.35	1943.07	1999.97	2084.68	2110.84	2233.87	2282.95	2318.52	2343.38	2379.95	2455.69
36.5	1023	1143.15	1204.42	1272.3	1427.09	1506.47	1636.75	1761.18	1839.03	1940.61	1997.49	2082.62	2107.5	2230.38	2280.01	2315.58	2339.48	2376.57	2452.64
36.6	1023.11	1143.34	1204.21	1270.32	1426.46	1505.71	1636.75	1760.47	1837.71	1938.39	1995	2079.88	2104.17	2227.36	2277.22	2312.86	2336.06	2373.18	2449.24
36.7	1023.59	1143.53	1203.39	1270.65	1425.26	1504.63	1632.7	1757.47	1836.07	1936.09	1992.45	2076.94	2101.06	2224.9	2273.13	2307.96	2332.22	2369.7	2442.92
36.8	1022.79	1143.72	1203.23	1269.5	1423.86	1503.71	1628.89	1755.69	1833.87	1933.11	1990.04	2073.89	2098.33	2219.45	2269.63	2305.05	2328.4	2365.06	2439.6
36.9	1022.91	1143.9	1202.58	1269.24	1422.98	1502.26	1625.52	1753.95	1831.61	1931	1987.56	2070.62	2095.52	2214.35	2265.37	2300.27	2325.06	2360.3	2435.56
37	1022.75	1144.09	1201.91	1268.08	1421.2	1501.34	1626.37	1752.22	1829.34	1927.98	1984.39	2068.23	2092.71	2211.23	2261.8	2296.27	2320.84	2355.47	2432.21
37.1	1022.17	1143.6	1201.06	1269.62	1419.97	1499.7	1627.22	1750.18	1827.07	1925.41	1980.86	2064.93	2090.1	2208.47	2257.23	2292.33	2316.61	2350.63	2424.54
37.2	1021.33	1142.57	1200.3	1266.3	1418.73	1498.18	1628.07	1748.14	1824.8	1922.76	1977.33	2061.77	2087.36	2205.74	2253.06	2288.53	2312.38	2345.8	2422.81
37.3	1020.89	1141.53	1200.26	1266	1417.49	1497	1626.51	1746.54	1822.54	1919.64	1973.79	2059.52	2084.03	2202.42	2249.92	2285.13	2308.16	2341.7	2417.27
37.4	1020.37	1140.5	1199.16	1264.54	1416.26	1495.79	1624.32	1744.39	1820.27	1917.45	1970.26	2055.82	2080.69	2200.06	2246.45	2280.88	2303.93	2337.64	2415.39
37.5	1019.25	1139.49	1197.94	1262.88	1415.03	1494.18	1622.19	1742.46	1818.07	1914.93	1966.83	2052.56	2077.45	2194.58	2244.71	2276.7	2299.83	2333.71	2408.69
37.6	1019.01	1138.46	1195.8	1261.58	1413.72	1492.74	1620	1739.61	1815.46	1912.23	1963.29	2049.23	2073.6	2191.4	2237.99	2272.33	2295.6	2329.65	2405.1
37.7	1018.12	1137.42	1194.71	1260.62	1412.41	1490.65	1617.66	1737.81	1812.57	1909.47	1959.76	2045.79	2069.7	2186.85	2233.1	2268.3	2291.43	2325.6	2399.05
37.8	1017.81	1136.39	1194.06	1258.59	1411.09	1488.96	1615.3	1736.77	1809.67	1906.35	1956.23	2042.16	2065.67	2183.55	2228.81	2263.74	2287.46	2321.54	2395.13
37.9	1016.9	1135.36	1193.46	1258.44	1409.38	1486.96	1613.08	1733.28	1806.76	1903.53	1952.69	2038.85	2062.13	2178.84	2225.18	2258.81	2283.5	2317.26	2389.57
38	1016.25	1134.28	1191.9	1256.6	1407.87	1485.55	1610.65	1731.31	1803.95	1900.25	1949.34	2035.43	2058.79	2175.68	2221.91	2255.8	2279.64	2312.9	2384.93
38.1	1015.1	1133.11	1191.25	1255.19	1406.1	1483.5	1608.62	1727.74	1801.05	1897.68	1946.33	2031.91	2055.48	2172.79	2217.79	2250.78	2275.68	2308.41	2380.72
38.2	1013.71	1131.95	1189.36	1254.19	1404.54	1481.75	1605.93	1725.58	1797.71	1894.65	1943.32	2029.19	2052.17	2172.5	2212.05	2247.02	2271.71	2303.93	2378.07
38.3	1013.55	1130.79	1188.54	1253.62	1403.3	1480.25	1603.57	1723.35	1795.24	1891.95	1940.31	2025.51	2048.86	2164.56	2210.21	2243.94	2267.74	2299.44	2372.17
38.5	1010.45	1128.46	1185.44	1249.61	1400.02	1476.1	1599.78	1718.84	1789.44	1885.81	1934.29	2019.12	2042.36	2158.53	2202.24	2236.02	2259.8	2290.46	2364.53
38.6	1009.42	1127.33	1184.4	1247.77	1398.42	1474.5	1598.04	1716.62	1786.62	1883.28	1931.37	2015.96	2039.38	2153.19	2198.34	2233.54	2255.95	2286.11	2360.9
38.7	1009.54	1126.17	1183.32	1247.11	1396.48	1472.81	1596.25	1713.74	1783.86	1880.3	1928.36	2012.79	2036.31	2148.51	2194.71	2228	2251.61	2281.62	2356.8
38.8	1007.49	1125.01	1181.6	1245.19	1394.74	1470.76	1594.45	1710.98	1781.14	1878.1	1925.35	2009.48	2033.24	2146.3	2192.49	2224.25	2245.47	2277.13	2351.23
38.9	1006.72	1123.85	1180.47	1244.17	1392.99	1468.85	1591.92	1709.36	1778.41	1875.51	1922.34	2006.36	2030.17	2142.28	2187.27	2220.4	2239.55	2272.64	2345.76
39	1004.07	1122.65	1178.92	1242.5	1391.61	1467.33	1589.21	1706.49	1775.6	1872.85	1919.24	2002.86	2027.01	2138.6	2182.5	2216.02	2236.41	2268.51	2341.31
39.1	1004.03	1121.42	1178.48	1241.84	1390.01	1465.25	1586.43	1704.15	1772.71	1869.1	1916.65	1998.96	2024.59	2135.06	2178.42	2211.81	2233.17	2265.01	2336.84
39.2	1004.75	1120.29	1176.57	1241.43	1388.91	1463.02	1585.28	1702.09	1770.06	1865.81	1914.77	1996.61	2021	2131.86	2175.67	2205.82	2230.21	2261.81	2332.24
39.3	1003.62	1119.13	1175.65	1239.52	1387.5	1462.2	1584.63	1699.77	1767.33	1862.53	1912.83	1993.88	2016.91	2128.66	2174.16	2204.82	2227.16	2258.51	2329.02
39.4	1003.15	1118	1175.06	1236.7	1385.66	1460.79	1583.99	1697.98	1764.68	1861.67	1910.94	1991.17	2014.8	2126.29	2171.25	2202.42	2224.2	2255.3	2324.44
39.5	1000.81	1116.87	1173.01	1236.59	1383.43	1459.17	1583.36	1696.36	1762.03	1860.89	1909.06	1989.17	2012.68	2122.85	2166.46	2198.63	2221.23	2252.1	2320.55
39.6	999.88	nan	1172.13	1236.65	1383.24	1458.24	1583.07	nan	1763.45	nan	1908.88	nan	nan	2123.31	2163.9	2196.06	2218.89	2252.89	2318.12
39.7	998.98	1114.49	1171.77	1235.13	1382.38	1457.06	1580.57	1692.95	1763.45	1855.14	1906.26	1985.1	2008.7	2118.09	2162.99	2193.59	2217.22	2250.19	2315.53
39.8	1000	1113.13	1170.74	1234.6	1381.96	1456.25	1579.08	1692	1762.55	1854.1	1903.56	1984.14	2007.2	2116.58	2160.14	2191.89	2214.92	2247.5	2314.19
39.9	998.08	1112.24	1169.67	1233.99	1380.56	1455.29	1576.79	1691.18	1760.69	1852.98	1900.9	1982.24	2006.53	2115.23	2158.34	2190.65	2212.9	2247.63	2312.2
40	997.25	1111.69	1169.53	1233.38	1379.49	1454.63	1578.07	1690.01	1758.94	1851.52	1899.65	1980.32	2005.41	2114.92	2158.32	2189.27	2210.89	2247.76	2310.85
40.1	997.67	1111.53	1169.02	1232.77	1379.55	1453.74	1577.59	1688.64	1758.02	1850.85	1898.4	1980.16	2004.15	2112.66	2156.12	2186.96	2208.87	2247.26	2309.58
40.2	997.1	1110.05	1169.15	1232.51	1378.37	1453.3	1574.32	1688.26	1756.37	1848.8	1897.15	1978.91	2003.33	2114.11	2156.24	2186.41	2206.86	2244.56	2307.94
40.3	995.16	1109.43	1167.86	1232.62	1377.54	1452.22	1572.16	1687.21	1755.67	1847.4	1895.7	1976.86	1999.66	2108.67	2155.11	2185.59	2204.84	2241.86	2306.51
40.4	995.97	1108.72	1167.66	1230.44	1376.82	1451.96	1571.84	1685.73	1754.58	1846.14	1894.69	1975.86	1998.98	2108.03	2151.44	2184.05	2203.93	2239.23	2305.31
40.5	994.81	1108	1167.3	1229.41	1376.09	1451.03	1573.76	1684.59	1753.49	1844.53	1892.78	1974.6	1997.86	2107.37	2149.9	2182.8	2202.99	2237.77	2305.04
40.6	994.89	1107.71	1166.63	1229.07	1375.34	1450.31	1573.76	1685.29	1752.47	1843.92	1890.7	1974.55	1996.91	2107.78	2149.68	2181.52	2202.02	2237.48	2303.51
40.7	995.28	1107.71	1166.71	1228.77	1374.63	1449.75	1576.57	1684.8	1751.92	1843.32	1888.67	1973.57	1997.54	2106.04	2148.84	2180.56	2201.08	2237.19	2302.79
40.8	995.3	1107.71	1166.2	1228.37	1374.34	1449.62	1573.51	1685.12	1751.49	1842.69	1888.9	1972	1996.71	2104.9	2147.7	2179.54	2200.09	2236.89	2301.74
40.9	995.52	1107.71	1165.83	1228.42	1374.06	1448.87	1573	1682.02	1750.76	1842.08	1889.98	1971.15	1994.5	2103.16	2147.18	2178.64	2199.12	2235.78	2300.79
41	993.86	1108.08	1165.05	1228.06	1373.78	1448.35	1573	1681.55	1749.72	1841.99	1891.03	1969.49	1992.85	2103.33	2146.67	2178.02	2198.18	2234.61	2300.04
41.1	993.51	1107.71	1164.77	1228.21	1373.77	1448.27	1573	1681.77	1749.85	1841.6	1891.09	1970.44	1992.53	2103.54	2146.55	2177.89	2198.13	2234.54	2299.98
