#Geographic data from Salamatin et al. (PICR2, 2009)
#							x(km)				S(m)		B(m)			Hie(m)
0					-151.605618920222	3867.47061371	445.635238174	3388.1228327172676
2.3660391590000245	-149.239579761222	3863.38930352	453.208060881	3376.468699820267
4.050938569999971	-147.55468035022204	3860.51730559	457.268509896	3369.536252875267
8.375310754999987	-143.23030816522203	3852.8944857	440.55099183	3378.6309510512674
8.697292814999969	-142.90832610522205	3852.34525686	439.541128296	3379.0915857452674
13.064804113000037	-138.54081480722198	3845.17617897	425.024107664	3386.439528487267
14.384551638999994	-137.22106728122202	3843.01247912	423.417884698	3385.8820516032674
17.39459971900004	-134.21101920122197	3838.33242402	417.753798054	3386.866083147267
20.52161270800002	-131.084006212222	3833.76488113	411.705897342	3388.3464409692674
21.706343977000017	-129.899274943222	3832.15897447	409.958455492	3388.4879761592674
26.65150614800001	-124.954112772222	3825.67655507	403.461367945	3388.5026443062675
26.792215997000028	-124.81340292322199	3825.50525388	403.225081887	3388.5676291742675
29.806893063000018	-121.798725857222	3822.11904113	397.747904026	3390.658594285267
33.300751401000014	-118.304867519222	3818.4503718	397.266978414	3387.4708505672675
37.61715309300001	-113.988465827222	3814.63818807	396.405979682	3384.519665569267
38.42642662000003	-113.17919230022198	3813.97412166	395.75429344	3384.5072854012674
39.819196404000024	-111.78642251622199	3812.8802712	394.649923219	3384.5178051622675
45.357014633000006	-106.24860428722201	3809.20351551	392.133408641	3383.3575640502672
46.37437207700003	-105.23124684322198	3808.62574631	390.470646643	3384.4425568482675
47.518538659	-104.08708026122201	3808.06091749	388.674873388	3385.6735012832673
52.21402182100002	-99.391597099222	3806.00524335	380.520720449	3391.771980082267
52.88698940699999	-98.71862951322203	3805.74454439	379.365804614	3392.6661969572674
53.08032454100004	-98.52529437922198	3805.66787134	379.442884548	3392.512443973267
59.645981508000034	-91.95963741222198	3803.43293667	383.995751106	3385.724642745267
60.601612837000005	-91.00400608322201	3803.15055216	384.873445323	3384.5645640182674
61.518658147	-90.08696077322202	3802.87532692	387.417425712	3381.7453583892675
66.51580441700003	-85.08981450322199	3801.5597516	399.887721519	3367.959487262267
67.82202611700001	-83.78359280322201	3801.24449784	402.980243321	3364.5517117002673
70.79389940300001	-80.811719517222	3800.5310847	407.556256326	3359.262285555267
73.30936816500002	-78.29625075522199	3799.99415198	411.675214879	3354.606394282267
75.386831675	-76.21878724522202	3799.53507637	416.387503435	3349.435030116267
78.61178035500001	-72.99383856522201	3798.8172951	427.512352654	3337.5923996272672
79.72547128600002	-71.880147634222	3798.59390923	432.174953077	3332.7064133342674
83.723277553	-67.88234136722201	3797.71597215	465.872723861	3298.1307054702675
84.88609661999999	-66.71952230022202	3797.46011682	474.558574253	3289.188999748267
85.72537354600001	-65.880245374222	3797.29210154	481.119283577	3282.4602751442676
90.37393359600003	-61.231685324221985	3795.90653796	534.625761284	3227.5682338572674
91.06753090699999	-60.53808801322202	3795.69898527	542.777371701	3219.209070750267
96.09498606	-55.51063286022202	3793.89385708	579.9207025220001	3180.260611739267
96.35043038399999	-55.25518853622202	3793.80321907	582.150975248	3177.939701003267
97.39594068299999	-54.20967823722202	3793.42195014	592.017029946	3167.692377375267
101.89073361000004	-49.71488531022197	3791.68289919	638.671994427	3119.2983619442675
103.44532275099999	-48.16029616922202	3791.09486149	654.667468378	3102.714850293267
107.44993726000001	-44.155681660222	3789.64992663	701.808304931	3054.1290788802676
108.89251069599999	-42.713108224222026	3789.13972337	719.370971155	3036.056209396267
111.334093301	-40.27152561922202	3788.2332963	749.08032384	3005.440429641267
112.981056346	-38.62456257422201	3787.645814	768.525548557	2985.407722624267
116.263360686	-35.342258234222015	3786.4732809	818.805860858	2933.9548772232674
118.49345400499999	-33.112164915222024	3785.71187286	851.719758169	2900.2795718722673
120.60656359800004	-30.999055322221977	3784.99481277	888.7976016280001	2862.484668323267
124.101484185	-27.50413473522201	3783.73690128	943.341668732	2806.682689729267
126.916460057	-24.68915886322202	3782.75551744	998.007161584	2751.035813037267
129.70061915400004	-21.904999766221977	3781.82149678	1064.44049421	2683.668459751267
131.70715341200003	-19.89846550822199	3781.1426134	1116.60428458	2630.8257860012673
135.29078909700002	-16.314829823222	3779.88240416	1234.28340451	2511.8864568312674
136.69277733400003	-14.912841586221987	3779.37406586	1240.69663796	2504.9648850812673
140.81242360200002	-10.79319531822199	3777.95109835	1250.21479704	2494.0237584912675
143.35028778600002	-8.25533113422199	3777.02369847	1173.41037863	2569.9007770212675
146.31111596100004	-5.294502959221973	3775.90094837	1077.94980502	2664.2386005312674
146.47492728500004	-5.130691635221979	3775.83488542	1080.28383857	2661.838504031267
151.800750375	0.195131454777993	3773.71380507	1134.40971755	2605.591544701267
155.43904684	3.8334279197779892	3772.29190346	1195.33166039	2543.247700251267
157.06806702800003	5.462448107778016	3771.62299366	1211.06485853	2526.845592311267
157.29418422000003	5.68856529977802	3771.5310354	1212.92211152	2524.8963810612668
162.88434766900002	11.278728748778008	3769.31995199	1239.86245833	2495.7449508412674
166.74504321300003	15.139424292778017	3767.84942896	1215.36910807	2518.767778071267
166.844429741	15.238810820777985	3767.81049167	1215.19644131	2518.901507541267
168.408785315	16.803166394777975	3767.2084022	1212.8965766	2520.599282781267
169.75614086900003	18.15052194877802	3766.67574627	1197.66156848	2535.3016349712675
173.814606109	22.208987188777996	3765.11691529	1159.35795684	2572.0464156312673
178.743914931	27.138296010777992	3763.24428601	1103.3437267	2626.1880164912673
179.24277033600004	27.63715141577802	3763.05987155	1099.24971318	2630.097615551267
