# depth age thinning accu x_origin accu_steady
3.280000000000000000e+02 1.287539646336155238e+04 8.607923475481028541e-01 1.759640670833688067e-02 3.439018015202101992e+02 1.650000000000000078e-02
3.290000000000000000e+02 1.294134365724059171e+04 8.603952242994747923e-01 1.751415609036232821e-02 3.438136394581663922e+02 1.650000000000000078e-02
3.300000000000000000e+02 1.300753092621773612e+04 8.599985751764243069e-01 1.755811724574481147e-02 3.437254512164573725e+02 1.650000000000000078e-02
3.310000000000000000e+02 1.307387469604480248e+04 8.596023997885205992e-01 1.767860318090154134e-02 3.436372367795306104e+02 1.650000000000000078e-02
3.320000000000000000e+02 1.314012991440890619e+04 8.592066977471082279e-01 1.771312197121229989e-02 3.435489961318194219e+02 1.650000000000000078e-02
3.330000000000000000e+02 1.320576664397961576e+04 8.588114686641508122e-01 1.765057124354709600e-02 3.434607292577434805e+02 1.650000000000000078e-02
3.340000000000000000e+02 1.327160251853537011e+04 8.584167121530262845e-01 1.746190600745256560e-02 3.433724361417083628e+02 1.650000000000000078e-02
3.350000000000000000e+02 1.333779752146017381e+04 8.580224278283464789e-01 1.782199626177626353e-02 3.432841167681058892e+02 1.650000000000000078e-02
3.360000000000000000e+02 1.340455970822349445e+04 8.576286153054679673e-01 1.813026496812604124e-02 3.431957711213138964e+02 1.650000000000000078e-02
3.370000000000000000e+02 1.346937906198714336e+04 8.572352742015061366e-01 1.836372563722655366e-02 3.431073991856962380e+02 1.650000000000000078e-02
3.380000000000000000e+02 1.353338314948843254e+04 8.568424041338310593e-01 1.835612664622975065e-02 3.430190009456028406e+02 1.650000000000000078e-02
3.390000000000000000e+02 1.359694339204786047e+04 8.564500047226661916e-01 1.735873948930657940e-02 3.429305763853696476e+02 1.650000000000000078e-02
3.400000000000000000e+02 1.366055327271449823e+04 8.560580755869875436e-01 1.716714078703066720e-02 3.428421254893186756e+02 1.650000000000000078e-02
3.410000000000000000e+02 1.372975907839374122e+04 8.556666163489258237e-01 1.817725387071522647e-02 3.427536482417577872e+02 1.650000000000000078e-02
3.420000000000000000e+02 1.379632759653196808e+04 8.552756266306379418e-01 1.801371688733808055e-02 3.426651446269809185e+02 1.650000000000000078e-02
3.430000000000000000e+02 1.386080242149019432e+04 8.548851060559318205e-01 1.725509891774763480e-02 3.425766146292679082e+02 1.650000000000000078e-02
3.440000000000000000e+02 1.392576763934715200e+04 8.544950542496918544e-01 1.699043059062535846e-02 3.424880582328845549e+02 1.650000000000000078e-02
3.450000000000000000e+02 1.399504820664615545e+04 8.541054708377010529e-01 1.747289202998506333e-02 3.423994754220826167e+02 1.650000000000000078e-02
3.460000000000000000e+02 1.406318244149416569e+04 8.537163554472088078e-01 1.852788896542177308e-02 3.423108661810996978e+02 1.650000000000000078e-02
3.470000000000000000e+02 1.412921605486366570e+04 8.533276902683228915e-01 1.815525237685998092e-02 3.422222304941592483e+02 1.650000000000000078e-02
3.480000000000000000e+02 1.419230320404099257e+04 8.529389021323773301e-01 1.852540722036816537e-02 3.421339610371108506e+02 1.650000000000000078e-02
3.490000000000000000e+02 1.425760131080946849e+04 8.525493029488239172e-01 1.999174081254178822e-02 3.420461868392125666e+02 1.650000000000000078e-02
3.500000000000000000e+02 1.431905020066596262e+04 8.521588527621968279e-01 1.874305189081137621e-02 3.419583864211037394e+02 1.650000000000000078e-02
3.510000000000000000e+02 1.437882153546639893e+04 8.517675524574360724e-01 1.904301179950382977e-02 3.418705597671143437e+02 1.650000000000000078e-02
3.520000000000000000e+02 1.444159823043385404e+04 8.513754029250386601e-01 1.932680742093349432e-02 3.417827068615605981e+02 1.650000000000000078e-02
3.530000000000000000e+02 1.450277312431777682e+04 8.509824050613222779e-01 1.952982709026926736e-02 3.416948276887445104e+02 1.650000000000000078e-02
3.540000000000000000e+02 1.456330208172157836e+04 8.505885597687298239e-01 2.225368420009256679e-02 3.416069222329538775e+02 1.650000000000000078e-02
3.550000000000000000e+02 1.462135293937624738e+04 8.501938679555258727e-01 2.132269571275593328e-02 3.415189904784626833e+02 1.650000000000000078e-02
3.560000000000000000e+02 1.467414709922971269e+04 8.497983305354063210e-01 2.011376876631009586e-02 3.414310324095305873e+02 1.650000000000000078e-02
3.570000000000000000e+02 1.473047145166083465e+04 8.494019484296669864e-01 1.870301690165630804e-02 3.413430480104030948e+02 1.650000000000000078e-02
3.580000000000000000e+02 1.479109256844079937e+04 8.490047225628257754e-01 1.855672652721499297e-02 3.412550372653117279e+02 1.650000000000000078e-02
3.590000000000000000e+02 1.485422068371260684e+04 8.486066538672165649e-01 1.809618235202916509e-02 3.411670001584737406e+02 1.650000000000000078e-02
3.600000000000000000e+02 1.491772338499579928e+04 8.482077432803469819e-01 1.747078074848328402e-02 3.410789366740921196e+02 1.650000000000000078e-02
3.610000000000000000e+02 1.498359764413110133e+04 8.478079917458063441e-01 1.678451735128425742e-02 3.409908467963557541e+02 1.650000000000000078e-02
3.620000000000000000e+02 1.505253407477719520e+04 8.474074002127484073e-01 1.758144958966805643e-02 3.409027305094393796e+02 1.650000000000000078e-02
3.630000000000000000e+02 1.512184301354749368e+04 8.470059696366666335e-01 1.805059532525284463e-02 3.408145877975032363e+02 1.650000000000000078e-02
3.640000000000000000e+02 1.518894859824426931e+04 8.466037009783599077e-01 1.788264325897596582e-02 3.407264186446936378e+02 1.650000000000000078e-02
3.650000000000000000e+02 1.525372531017019355e+04 8.462005952046215418e-01 1.738137783328751879e-02 3.406382230351423459e+02 1.650000000000000078e-02
3.660000000000000000e+02 1.532086805470909894e+04 8.457966532882816857e-01 1.812031991399236028e-02 3.405500009529670251e+02 1.650000000000000078e-02
3.670000000000000000e+02 1.538800125745807782e+04 8.453918762078189708e-01 1.754838928846802482e-02 3.404617523822709586e+02 1.650000000000000078e-02
3.680000000000000000e+02 1.545339187925913393e+04 8.449862649474898513e-01 1.730609072985007935e-02 3.403734773071430482e+02 1.650000000000000078e-02
3.690000000000000000e+02 1.552163120013245316e+04 8.445798204974560575e-01 1.714757302511741438e-02 3.402851757116579279e+02 1.650000000000000078e-02
3.700000000000000000e+02 1.559015568634665578e+04 8.441725438535264692e-01 1.590773055001113920e-02 3.401968475798759073e+02 1.650000000000000078e-02
3.710000000000000000e+02 1.566103298582723073e+04 8.437644360176276281e-01 1.570525463898759383e-02 3.401084928958428577e+02 1.650000000000000078e-02
3.720000000000000000e+02 1.573560507788092764e+04 8.433554979969464238e-01 1.589291603583762799e-02 3.400201116435902691e+02 1.650000000000000078e-02
3.730000000000000000e+02 1.581143000396205753e+04 8.429457308050837261e-01 1.620685745239003328e-02 3.399317038071352499e+02 1.650000000000000078e-02
3.740000000000000000e+02 1.588523857491793569e+04 8.425351354606862575e-01 1.583086100293810278e-02 3.398432693704804137e+02 1.650000000000000078e-02
3.750000000000000000e+02 1.595905849413297256e+04 8.421237129888536899e-01 1.585623399789261659e-02 3.397548083176139926e+02 1.650000000000000078e-02
3.760000000000000000e+02 1.603405812107988277e+04 8.417114644199855666e-01 1.594893068278343054e-02 3.396663206325097235e+02 1.650000000000000078e-02
3.770000000000000000e+02 1.610894720142347251e+04 8.412983907904616476e-01 1.599542410844754028e-02 3.395778062991269621e+02 1.650000000000000078e-02
3.780000000000000000e+02 1.618319803672272792e+04 8.408844931422150282e-01 1.541691457447942615e-02 3.394892653014103985e+02 1.650000000000000078e-02
3.790000000000000000e+02 1.625850340483282889e+04 8.404697725231129457e-01 1.527629310992724247e-02 3.394006976232903412e+02 1.650000000000000078e-02
3.800000000000000000e+02 1.633574959698229395e+04 8.400542298396671548e-01 1.498673864971875568e-02 3.393121032486825470e+02 1.650000000000000078e-02
3.810000000000000000e+02 1.641388959905667070e+04 8.396376787098493999e-01 1.469407120936037231e-02 3.392236231313566464e+02 1.650000000000000078e-02
3.820000000000000000e+02 1.649431114710629845e+04 8.392195659998559210e-01 1.489972094009991976e-02 3.391363661280890938e+02 1.650000000000000078e-02
3.830000000000000000e+02 1.657501983739770003e+04 8.387997916413761912e-01 1.471899546899095058e-02 3.390490827995984091e+02 1.650000000000000078e-02
3.840000000000000000e+02 1.665513887091095603e+04 8.383783577277733601e-01 1.462359109822581639e-02 3.389617731299952652e+02 1.650000000000000078e-02
3.850000000000000000e+02 1.673646562432263818e+04 8.379552663736725693e-01 1.452373993907946602e-02 3.388744371033758966e+02 1.650000000000000078e-02
3.860000000000000000e+02 1.681823999576825736e+04 8.375305197151511338e-01 1.415513969874897249e-02 3.387870747038222135e+02 1.650000000000000078e-02
3.870000000000000000e+02 1.690119743944187576e+04 8.371041199093796070e-01 1.360250860093461037e-02 3.386996859154017443e+02 1.650000000000000078e-02
3.880000000000000000e+02 1.698597612129007393e+04 8.366760691354416801e-01 1.344060903228762316e-02 3.386122707221675228e+02 1.650000000000000078e-02
3.890000000000000000e+02 1.707487931500768173e+04 8.362463695933417540e-01 1.336298932971759744e-02 3.385248291081580874e+02 1.650000000000000078e-02
3.900000000000000000e+02 1.716386515948552187e+04 8.358150235045701537e-01 1.277331600601691076e-02 3.384373610573975384e+02 1.650000000000000078e-02
3.910000000000000000e+02 1.725485639869612351e+04 8.353820331122454590e-01 1.255727698167455331e-02 3.383498665538954242e+02 1.650000000000000078e-02
3.920000000000000000e+02 1.734875580600604007e+04 8.349474006797054093e-01 1.276447458349135727e-02 3.382623455816469686e+02 1.650000000000000078e-02
3.930000000000000000e+02 1.744460521751638589e+04 8.345111284927024808e-01 1.304403110301764410e-02 3.381747981246326162e+02 1.650000000000000078e-02
3.940000000000000000e+02 1.753715391400609224e+04 8.340732188579917938e-01 1.257483065230861376e-02 3.380872241668183165e+02 1.650000000000000078e-02
3.950000000000000000e+02 1.763027929525484069e+04 8.336336741023869790e-01 1.235331891803912070e-02 3.379996236921556942e+02 1.650000000000000078e-02
3.960000000000000000e+02 1.772586825600763041e+04 8.331924965749047951e-01 1.213446942443066612e-02 3.379119966845815384e+02 1.650000000000000078e-02
3.970000000000000000e+02 1.782353144974260067e+04 8.327496886451064562e-01 1.189053221565420509e-02 3.378243431280180857e+02 1.650000000000000078e-02
3.980000000000000000e+02 1.792341137141931540e+04 8.323052527037364534e-01 1.148585991127550054e-02 3.377366630063730213e+02 1.650000000000000078e-02
3.990000000000000000e+02 1.802571285967398580e+04 8.318591911625664581e-01 1.209795956581283249e-02 3.376489563035393076e+02 1.650000000000000078e-02
4.000000000000000000e+02 1.812980641300651405e+04 8.314115064537419553e-01 1.218035302711167889e-02 3.375612230033952983e+02 1.650000000000000078e-02
4.010000000000000000e+02 1.822774680583190639e+04 8.309622010314945406e-01 1.202156279265704196e-02 3.374734630898046817e+02 1.650000000000000078e-02
4.020000000000000000e+02 1.832714640613390657e+04 8.305112773693702488e-01 1.176400057140922391e-02 3.373856765466165371e+02 1.650000000000000078e-02
4.030000000000000000e+02 1.842807503913587061e+04 8.300587379631831908e-01 1.218265138798526985e-02 3.372978633576650509e+02 1.650000000000000078e-02
4.040000000000000000e+02 1.853013575446605682e+04 8.296045853282059124e-01 1.221787967529030551e-02 3.372100235067698577e+02 1.650000000000000078e-02
4.050000000000000000e+02 1.862802162439071253e+04 8.291488220007927623e-01 1.205956374534659752e-02 3.371221569777356990e+02 1.650000000000000078e-02
4.060000000000000000e+02 1.872732526997832247e+04 8.286914505393740971e-01 1.177018147496650645e-02 3.370342637543526507e+02 1.650000000000000078e-02
4.070000000000000000e+02 1.882824272460605061e+04 8.282324735205005561e-01 1.249151166584681893e-02 3.369463438203961232e+02 1.650000000000000078e-02
4.080000000000000000e+02 1.893032850945676910e+04 8.277718935431811476e-01 1.250718648903696543e-02 3.368583971596264632e+02 1.650000000000000078e-02
4.090000000000000000e+02 1.902518287341904579e+04 8.273097132260419651e-01 1.219098636498402305e-02 3.367704237557893521e+02 1.650000000000000078e-02
4.100000000000000000e+02 1.912326190779680473e+04 8.268459352085248959e-01 1.241595531436088910e-02 3.366824235926156916e+02 1.650000000000000078e-02
4.110000000000000000e+02 1.922185638651314730e+04 8.263805621503150789e-01 1.233589663671317768e-02 3.365943966538214340e+02 1.650000000000000078e-02
4.120000000000000000e+02 1.931935976373889571e+04 8.259135967317940974e-01 1.226609867670495728e-02 3.365063429231077521e+02 1.650000000000000078e-02
4.130000000000000000e+02 1.941774916129988196e+04 8.254450437139139174e-01 1.222783289971644642e-02 3.364182623841607551e+02 1.650000000000000078e-02
4.140000000000000000e+02 1.951678074137154545e+04 8.249773079326812031e-01 1.271429272978201810e-02 3.363303189775552937e+02 1.650000000000000078e-02
4.150000000000000000e+02 1.961464394848464872e+04 8.245174209425302214e-01 1.306831072204140722e-02 3.362437489279972738e+02 1.650000000000000078e-02
4.160000000000000000e+02 1.970993534018062201e+04 8.240666513793893921e-01 1.292930966222004610e-02 3.361571524978223806e+02 1.650000000000000078e-02
4.170000000000000000e+02 1.980176636620279169e+04 8.236249861865369004e-01 1.243264346964728130e-02 3.360705296709477352e+02 1.650000000000000078e-02
4.180000000000000000e+02 1.989759139488105575e+04 8.231924129013258318e-01 1.225829874612855905e-02 3.359838804312756793e+02 1.650000000000000078e-02
4.190000000000000000e+02 1.999575908230550340e+04 8.227689196520709958e-01 1.245051805821577318e-02 3.358972047626938888e+02 1.650000000000000078e-02
4.200000000000000000e+02 2.009489305664606945e+04 8.223544951584539353e-01 1.281044929921934181e-02 3.358105026490752607e+02 1.650000000000000078e-02
4.210000000000000000e+02 2.019187577435967250e+04 8.219491287297442383e-01 1.332300750078882837e-02 3.357237740742779124e+02 1.650000000000000078e-02
4.220000000000000000e+02 2.028508092185517307e+04 8.215528102654717779e-01 1.253417597678858561e-02 3.356370190221451821e+02 1.650000000000000078e-02
4.230000000000000000e+02 2.037830378502010353e+04 8.211655302516119859e-01 1.305577921529149817e-02 3.355502374765057425e+02 1.650000000000000078e-02
4.240000000000000000e+02 2.047546065192878450e+04 8.207872797631121653e-01 1.322708947885403719e-02 3.354634294211731458e+02 1.650000000000000078e-02
4.250000000000000000e+02 2.056700374240689052e+04 8.204180504614854152e-01 1.302751654673254406e-02 3.353765948399463923e+02 1.650000000000000078e-02
4.260000000000000000e+02 2.065983138566367052e+04 8.200578345951750059e-01 1.264201754022640026e-02 3.352897337166095326e+02 1.650000000000000078e-02
4.270000000000000000e+02 2.075431818139096868e+04 8.197066249987994269e-01 1.319445040529288946e-02 3.352028460349316674e+02 1.650000000000000078e-02
4.280000000000000000e+02 2.085088005937470371e+04 8.193644150927371639e-01 1.333963553808046633e-02 3.351159317786671181e+02 1.650000000000000078e-02
4.290000000000000000e+02 2.094143739495562477e+04 8.190311988832513768e-01 1.292087419660313541e-02 3.350289909315551995e+02 1.650000000000000078e-02
4.300000000000000000e+02 2.103434927754458113e+04 8.187069709625063307e-01 1.327552152178407274e-02 3.349420234773203333e+02 1.650000000000000078e-02
4.310000000000000000e+02 2.112815206745557225e+04 8.183917265082790715e-01 1.299476730675515855e-02 3.348550293996720484e+02 1.650000000000000078e-02
4.320000000000000000e+02 2.122006582436796816e+04 8.180854612838471818e-01 1.289565263092154641e-02 3.347680086823048669e+02 1.650000000000000078e-02
4.330000000000000000e+02 2.131531377667299967e+04 8.177881716391389721e-01 1.315949189595428878e-02 3.346809613088982474e+02 1.650000000000000078e-02
4.340000000000000000e+02 2.140930555899327010e+04 8.174998545096890945e-01 1.263418085369588835e-02 3.345938872631168124e+02 1.650000000000000078e-02
4.350000000000000000e+02 2.150329386170260477e+04 8.172205074184226703e-01 1.308814129355642501e-02 3.345067865286099504e+02 1.650000000000000078e-02
4.360000000000000000e+02 2.160050182314063932e+04 8.169501284748060810e-01 1.325726111401335887e-02 3.344196590890122707e+02 1.650000000000000078e-02
4.370000000000000000e+02 2.169207943900717510e+04 8.166887163769830371e-01 1.257726819173891376e-02 3.343325049279430914e+02 1.650000000000000078e-02
4.380000000000000000e+02 2.178659472958481638e+04 8.164362704104014545e-01 1.217101473950525127e-02 3.342453240290067811e+02 1.650000000000000078e-02
4.390000000000000000e+02 2.188475353503653241e+04 8.161927904509848064e-01 1.257452160192307905e-02 3.341581163757925879e+02 1.650000000000000078e-02
4.400000000000000000e+02 2.198586693467359510e+04 8.159582769639958100e-01 1.282207792585967829e-02 3.340708819518746395e+02 1.650000000000000078e-02
4.410000000000000000e+02 2.208127030651721361e+04 8.157327310063222647e-01 1.218987353208631289e-02 3.339836207408119435e+02 1.650000000000000078e-02
4.420000000000000000e+02 2.217891151018482924e+04 8.155161542260630503e-01 1.181449880955545186e-02 3.338963327261482732e+02 1.650000000000000078e-02
4.430000000000000000e+02 2.228015025114922537e+04 8.153085488671256709e-01 1.189016893856330304e-02 3.338090178914123385e+02 1.650000000000000078e-02
4.440000000000000000e+02 2.238458926865466492e+04 8.151099177650202865e-01 1.210337144097567257e-02 3.337216762201177289e+02 1.650000000000000078e-02
4.450000000000000000e+02 2.248694377768976483e+04 8.149202643535339297e-01 1.247602325035147668e-02 3.336343076957625726e+02 1.650000000000000078e-02
4.460000000000000000e+02 2.258717930206318852e+04 8.147394641021409312e-01 1.243451184974509252e-02 3.335469123018300479e+02 1.650000000000000078e-02
4.470000000000000000e+02 2.268560960530261218e+04 8.145634562092242126e-01 1.220168417657848704e-02 3.334601591160645739e+02 1.650000000000000078e-02
4.480000000000000000e+02 2.278442417107314759e+04 8.143874460205974275e-01 1.191716020333895461e-02 3.333742426975913418e+02 1.650000000000000078e-02
4.490000000000000000e+02 2.288645948708572178e+04 8.142111573408763459e-01 1.184922739653254502e-02 3.332882998317246006e+02 1.650000000000000078e-02
4.500000000000000000e+02 2.298973371489928104e+04 8.140345900192261785e-01 1.188269021025331086e-02 3.332023305021767783e+02 1.650000000000000078e-02
4.510000000000000000e+02 2.309337935584049046e+04 8.138577439051254414e-01 1.219503193548726605e-02 3.331163346926454665e+02 1.650000000000000078e-02
4.520000000000000000e+02 2.319668208918725941e+04 8.136806188481694457e-01 1.264582515719952192e-02 3.330303123868130797e+02 1.650000000000000078e-02
4.530000000000000000e+02 2.329548490584944375e+04 8.135032146987902779e-01 1.210334088226817408e-02 3.329442635683469121e+02 1.650000000000000078e-02
4.540000000000000000e+02 2.339418232101426838e+04 8.133255313074244652e-01 1.167214778459099017e-02 3.328581882208992511e+02 1.650000000000000078e-02
4.550000000000000000e+02 2.349583719660526185e+04 8.131475685251124963e-01 1.163325136749432213e-02 3.327720863281070933e+02 1.650000000000000078e-02
4.560000000000000000e+02 2.360303214716337970e+04 8.129693262034622947e-01 1.196152832034106522e-02 3.326859578735924856e+02 1.650000000000000078e-02
4.570000000000000000e+02 2.370736597486026221e+04 8.127908041936997563e-01 1.191005400257910338e-02 3.325998028409622407e+02 1.650000000000000078e-02
4.580000000000000000e+02 2.381036168520027059e+04 8.126120023485767785e-01 1.133586575174645034e-02 3.325136212138079372e+02 1.650000000000000078e-02
4.590000000000000000e+02 2.391369798940706823e+04 8.124329205199946058e-01 1.091367340971518239e-02 3.324274129757059768e+02 1.650000000000000078e-02
4.600000000000000000e+02 2.402532304891842432e+04 8.122535585620989096e-01 1.072108191463785366e-02 3.323411781102175837e+02 1.650000000000000078e-02
4.610000000000000000e+02 2.413904284717887640e+04 8.120739163270825900e-01 1.053419429445186933e-02 3.322549166008887482e+02 1.650000000000000078e-02
4.620000000000000000e+02 2.425443234643580945e+04 8.118939936691911274e-01 1.078131162179346569e-02 3.321686284312501130e+02 1.650000000000000078e-02
4.630000000000000000e+02 2.437157321284776117e+04 8.117137904424277517e-01 1.087419659479784556e-02 3.320823135848172001e+02 1.650000000000000078e-02
4.640000000000000000e+02 2.448418630445465169e+04 8.115333065016259173e-01 1.033037916575669374e-02 3.319959720450900704e+02 1.650000000000000078e-02
4.650000000000000000e+02 2.459997814905219275e+04 8.113525417017005692e-01 1.096137089336089027e-02 3.319096037955535508e+02 1.650000000000000078e-02
4.660000000000000000e+02 2.471796682471300664e+04 8.111714958977707113e-01 1.052755250923401165e-02 3.318232088196772338e+02 1.650000000000000078e-02
4.670000000000000000e+02 2.482913195723665194e+04 8.109901689459133589e-01 9.918227156696367633e-03 3.317367871009150804e+02 1.650000000000000078e-02
4.680000000000000000e+02 2.495107751443930465e+04 8.108085607023364227e-01 1.010185984405197711e-02 3.316503386227060446e+02 1.650000000000000078e-02
4.690000000000000000e+02 2.507459015156673559e+04 8.106266710235806583e-01 1.006686846234112337e-02 3.315638633684733918e+02 1.650000000000000078e-02
4.700000000000000000e+02 2.519675359099926573e+04 8.104444997664826955e-01 1.010262203095165824e-02 3.314773613216252102e+02 1.650000000000000078e-02
4.710000000000000000e+02 2.531946532069088062e+04 8.102620467889283251e-01 1.015941643091312560e-02 3.313908324655538991e+02 1.650000000000000078e-02
4.720000000000000000e+02 2.544114419225499296e+04 8.100793119483568061e-01 9.496305405278905945e-03 3.313042767836366806e+02 1.650000000000000078e-02
4.730000000000000000e+02 2.556555236723577036e+04 8.098962951033807922e-01 9.728183084129819053e-03 3.312176942592352020e+02 1.650000000000000078e-02
4.740000000000000000e+02 2.569557408951793332e+04 8.097129961119771124e-01 9.930345942266253015e-03 3.311310848756955352e+02 1.650000000000000078e-02
4.750000000000000000e+02 2.582102870172837356e+04 8.095294148346402485e-01 1.012736695310401634e-02 3.310444486163482907e+02 1.650000000000000078e-02
4.760000000000000000e+02 2.594428803028791299e+04 8.093455511297010796e-01 1.001245472954916289e-02 3.309577854645087882e+02 1.650000000000000078e-02
4.770000000000000000e+02 2.606669117075884787e+04 8.091614048575024309e-01 1.015955028821668472e-02 3.308710954034764313e+02 1.650000000000000078e-02
4.780000000000000000e+02 2.619022099550623170e+04 8.089769759084082246e-01 1.026099559129933086e-02 3.307843784165353895e+02 1.650000000000000078e-02
4.790000000000000000e+02 2.631082599052052319e+04 8.087923119274624817e-01 1.020005786115030233e-02 3.306978094663340926e+02 1.650000000000000078e-02
4.800000000000000000e+02 2.643162395834353083e+04 8.086075575311465480e-01 1.000861539797782626e-02 3.306129110570787475e+02 1.650000000000000078e-02
4.810000000000000000e+02 2.655334333371584580e+04 8.084227399734196240e-01 1.006244160255530783e-02 3.305279862538072280e+02 1.650000000000000078e-02
4.820000000000000000e+02 2.667739189270783027e+04 8.082378592242593918e-01 1.016292308978001407e-02 3.304430350401032115e+02 1.650000000000000078e-02
4.830000000000000000e+02 2.679957929678526853e+04 8.080529152533508785e-01 1.015357050199192784e-02 3.303580573995350846e+02 1.650000000000000078e-02
4.840000000000000000e+02 2.692139141725368609e+04 8.078679080304798088e-01 1.006662848338513681e-02 3.302730533156558295e+02 1.650000000000000078e-02
4.850000000000000000e+02 2.704340295181374313e+04 8.076828375257673054e-01 1.007504407698060246e-02 3.301880227720029666e+02 1.650000000000000078e-02
4.860000000000000000e+02 2.716677458851200936e+04 8.074977037089265952e-01 1.014233855140533533e-02 3.301029657520989531e+02 1.650000000000000078e-02
4.870000000000000000e+02 2.728926136895047966e+04 8.073125065496549180e-01 1.007826794455372182e-02 3.300178822394504436e+02 1.650000000000000078e-02
4.880000000000000000e+02 2.741165007122391398e+04 8.071272460178694486e-01 1.036875181647114487e-02 3.299327722175490862e+02 1.650000000000000078e-02
4.890000000000000000e+02 2.753458409351290902e+04 8.069419220836284712e-01 1.082700126407871132e-02 3.298476356698707264e+02 1.650000000000000078e-02
4.900000000000000000e+02 2.765236177637996298e+04 8.067565347165066569e-01 1.164473524922388092e-02 3.297624725798759755e+02 1.650000000000000078e-02
4.910000000000000000e+02 2.776333180932972755e+04 8.065710838863779930e-01 1.102872915478633406e-02 3.296772829310099837e+02 1.650000000000000078e-02
4.920000000000000000e+02 2.787131716515634616e+04 8.063855695629076337e-01 1.091540583558685794e-02 3.295920667067022123e+02 1.650000000000000078e-02
4.930000000000000000e+02 2.798453476744559157e+04 8.061999917162554485e-01 1.100709607216383314e-02 3.295068238903668885e+02 1.650000000000000078e-02
4.940000000000000000e+02 2.809842565669487522e+04 8.060143503159834522e-01 1.172169185127573850e-02 3.294215544654024370e+02 1.650000000000000078e-02
4.950000000000000000e+02 2.820848017660740152e+04 8.058286453319152276e-01 1.143285959371438502e-02 3.293362584151918782e+02 1.650000000000000078e-02
4.960000000000000000e+02 2.831474527298469184e+04 8.056428767337070473e-01 1.104577447993408158e-02 3.292509357231026570e+02 1.650000000000000078e-02
4.970000000000000000e+02 2.842409461996777463e+04 8.054570444913163874e-01 1.061047050991842551e-02 3.291655863724865867e+02 1.650000000000000078e-02
4.980000000000000000e+02 2.853919905018055579e+04 8.052711485748067499e-01 1.074641491372848451e-02 3.290802103466799053e+02 1.650000000000000078e-02
4.990000000000000000e+02 2.865572069221465426e+04 8.050851889535701744e-01 1.148402305010650347e-02 3.289948076290031622e+02 1.650000000000000078e-02
5.000000000000000000e+02 2.877130349016439504e+04 8.048991655972621562e-01 1.193172558492520789e-02 3.289093782027613884e+02 1.650000000000000078e-02
5.010000000000000000e+02 2.887608575869757260e+04 8.047130784761130640e-01 1.211343925991355958e-02 3.288239220512438123e+02 1.650000000000000078e-02
5.020000000000000000e+02 2.897949884085234953e+04 8.045269275592948910e-01 1.159668625908540432e-02 3.287384391577240308e+02 1.650000000000000078e-02
5.030000000000000000e+02 2.908338499076534208e+04 8.043407128170219078e-01 1.150857645005373860e-02 3.286529295054598947e+02 1.650000000000000078e-02
5.040000000000000000e+02 2.919101451206481215e+04 8.041544342191119243e-01 1.156264676027686338e-02 3.285673930776935663e+02 1.650000000000000078e-02
5.050000000000000000e+02 2.929931606656285294e+04 8.039680917347165057e-01 1.199164934331732775e-02 3.284818298576515190e+02 1.650000000000000078e-02
5.060000000000000000e+02 2.940534075862511236e+04 8.037816853343395795e-01 1.228327754490997001e-02 3.283962398285442532e+02 1.650000000000000078e-02
5.070000000000000000e+02 2.950867085260282693e+04 8.035952149870436712e-01 1.253755844648850142e-02 3.283106229735667512e+02 1.650000000000000078e-02
5.080000000000000000e+02 2.960938175269812200e+04 8.034086806631275390e-01 1.276462747557239284e-02 3.282249792758980220e+02 1.650000000000000078e-02
5.090000000000000000e+02 2.970755740665303892e+04 8.032220823318385605e-01 1.245478183530616435e-02 3.281393087187012725e+02 1.650000000000000078e-02
5.100000000000000000e+02 2.980595634242238884e+04 8.030354191537870667e-01 1.226754961597883650e-02 3.280536112851239068e+02 1.650000000000000078e-02
5.110000000000000000e+02 2.990597051748119702e+04 8.028460352957950130e-01 1.230741812761658970e-02 3.279680839828092189e+02 1.650000000000000078e-02
5.120000000000000000e+02 3.000825267080919002e+04 8.026453637874928493e-01 1.261113257884201137e-02 3.278850649856766495e+02 1.650000000000000078e-02
5.130000000000000000e+02 3.010832127202631818e+04 8.024316767512756909e-01 1.171852543620856800e-02 3.278020199194700695e+02 1.650000000000000078e-02
5.140000000000000000e+02 3.020927873340582664e+04 8.022049704530158643e-01 1.131522180524153695e-02 3.277189487678122646e+02 1.650000000000000078e-02
5.150000000000000000e+02 3.031633953463785656e+04 8.019652424238042920e-01 1.106686364808257862e-02 3.276358515143106160e+02 1.650000000000000078e-02
5.160000000000000000e+02 3.042859091513961903e+04 8.017124914608536601e-01 1.119239757471792406e-02 3.275527281425569868e+02 1.650000000000000078e-02
5.170000000000000000e+02 3.054078714385788408e+04 8.014467176314977737e-01 1.139664967188106469e-02 3.274695786361278351e+02 1.650000000000000078e-02
5.180000000000000000e+02 3.065194600400993659e+04 8.011679222743360862e-01 1.143511415782491082e-02 3.273864029785839875e+02 1.650000000000000078e-02
5.190000000000000000e+02 3.076094562592839065e+04 8.008761080003827804e-01 1.140570343009346746e-02 3.273032011534708658e+02 1.650000000000000078e-02
5.200000000000000000e+02 3.087026542823405543e+04 8.005712786960652583e-01 1.122513024708446210e-02 3.272199731443183737e+02 1.650000000000000078e-02
5.210000000000000000e+02 3.098040156264599136e+04 8.002534395225999742e-01 1.134287441033739012e-02 3.271367189346408395e+02 1.650000000000000078e-02
