# depth age thinning accu x_origin accu_steady
1.130000000000000000e+02 3.412588669545774337e+03 9.579929287438118113e-01 2.439476314764186735e-02 3.627723323213207323e+02 1.650000000000000078e-02
1.140000000000000000e+02 3.454653082641188121e+03 9.575335430238414158e-01 2.488017187144057202e-02 3.626880937316233258e+02 1.650000000000000078e-02
1.150000000000000000e+02 3.495468786760662624e+03 9.570734573928998401e-01 2.544112137664164552e-02 3.626036565153059428e+02 1.650000000000000078e-02
1.160000000000000000e+02 3.535570503138397271e+03 9.566127923508088715e-01 2.522725977161381292e-02 3.625190645600919765e+02 1.650000000000000078e-02
1.170000000000000000e+02 3.575139227339680019e+03 9.561515485140743564e-01 2.565559257798903647e-02 3.624343177474936510e+02 1.650000000000000078e-02
1.180000000000000000e+02 3.615107310042797053e+03 9.556897264994806962e-01 2.611040969395079375e-02 3.623494159587332319e+02 1.650000000000000078e-02
1.190000000000000000e+02 3.654234454781728346e+03 9.552273269236835063e-01 2.646941479682364540e-02 3.622643590747420603e+02 1.650000000000000078e-02
1.200000000000000000e+02 3.692879910759265385e+03 9.547644700624037251e-01 2.664530914022846322e-02 3.621791469761601547e+02 1.650000000000000078e-02
1.210000000000000000e+02 3.731163300512137084e+03 9.543011563975899447e-01 2.636393619932605667e-02 3.620938236440496212e+02 1.650000000000000078e-02
1.220000000000000000e+02 3.769201211370977035e+03 9.538372668810716215e-01 2.518813960564161500e-02 3.620083448816690748e+02 1.650000000000000078e-02
1.230000000000000000e+02 3.808260562886736352e+03 9.533729216789155192e-01 2.488659399637888070e-02 3.619227105688555639e+02 1.650000000000000078e-02
1.240000000000000000e+02 3.848724284565121252e+03 9.529082407871707350e-01 2.489914562389623776e-02 3.618369647218026444e+02 1.650000000000000078e-02
1.250000000000000000e+02 3.889840310711289021e+03 9.524432246069967078e-01 2.501228854665295265e-02 3.617511072558331762e+02 1.650000000000000078e-02
1.260000000000000000e+02 3.930830430903751676e+03 9.519778735373808365e-01 2.478580907232255312e-02 3.616651380861072766e+02 1.650000000000000078e-02
1.270000000000000000e+02 3.971824774361029540e+03 9.515121879802698190e-01 2.527888393268621497e-02 3.615790571276216383e+02 1.650000000000000078e-02
1.280000000000000000e+02 4.013193147749618220e+03 9.510461683363822250e-01 2.565599753389547280e-02 3.614928642952094151e+02 1.650000000000000078e-02
1.290000000000000000e+02 4.053545796933287875e+03 9.505798150065236651e-01 2.563978084031057203e-02 3.614065595035399383e+02 1.650000000000000078e-02
1.300000000000000000e+02 4.093632751909791295e+03 9.501132476845337571e-01 2.528604587918881208e-02 3.613201426671182617e+02 1.650000000000000078e-02
1.310000000000000000e+02 4.133779389030390121e+03 9.496464666332193882e-01 2.525206560229291061e-02 3.612336579214568815e+02 1.650000000000000078e-02
1.320000000000000000e+02 4.174707006855807776e+03 9.491793529542987828e-01 2.547106828965722478e-02 3.611470609838563632e+02 1.650000000000000078e-02
1.330000000000000000e+02 4.215492076237889705e+03 9.487120262299946205e-01 2.607227784530300602e-02 3.610603517683844075e+02 1.650000000000000078e-02
1.340000000000000000e+02 4.255968932339672392e+03 9.482446058685312096e-01 2.571945666937990038e-02 3.609735744466022425e+02 1.650000000000000078e-02
1.350000000000000000e+02 4.295539229031811374e+03 9.477770920507533337e-01 2.523439861815755803e-02 3.608867289688355982e+02 1.650000000000000078e-02
1.360000000000000000e+02 4.336101000324886627e+03 9.473093658876470258e-01 2.499923029969925922e-02 3.607998152853405713e+02 1.650000000000000078e-02
1.370000000000000000e+02 4.377285604619426522e+03 9.468413086644010823e-01 2.507949609343587336e-02 3.607127890520353617e+02 1.650000000000000078e-02
1.380000000000000000e+02 4.418835556947952682e+03 9.463730397802372352e-01 2.542730207799818315e-02 3.606256501823303324e+02 1.650000000000000078e-02
1.390000000000000000e+02 4.460251745071498590e+03 9.459047974181065133e-01 2.644216658817835977e-02 3.605384429082395172e+02 1.650000000000000078e-02
1.400000000000000000e+02 4.500755520305096070e+03 9.454364831300010596e-01 2.478111308489020989e-02 3.604512115106920760e+02 1.650000000000000078e-02
1.410000000000000000e+02 4.540194221388572259e+03 9.449673581981539172e-01 2.467813901791048731e-02 3.603647110339636015e+02 1.650000000000000078e-02
1.420000000000000000e+02 4.582952013591268951e+03 9.444972635759149027e-01 2.511039950877252958e-02 3.602781680419370787e+02 1.650000000000000078e-02
1.430000000000000000e+02 4.625006098225439928e+03 9.440264376745821640e-01 2.504079572861292458e-02 3.601915571273518708e+02 1.650000000000000078e-02
1.440000000000000000e+02 4.666623550177756442e+03 9.435548809034879358e-01 2.501908311036768820e-02 3.601049221789532453e+02 1.650000000000000078e-02
1.450000000000000000e+02 4.708378083505204813e+03 9.430824740481278390e-01 2.488035857582082330e-02 3.600182192325727328e+02 1.650000000000000078e-02
1.460000000000000000e+02 4.750221462466787671e+03 9.426092171554215637e-01 2.422687851982636628e-02 3.599314482382251867e+02 1.650000000000000078e-02
1.470000000000000000e+02 4.792618898245085802e+03 9.421351102751698292e-01 2.440352530436982678e-02 3.598446091458550313e+02 1.650000000000000078e-02
1.480000000000000000e+02 4.835904782530116790e+03 9.416601534656873218e-01 2.495740010266721612e-02 3.597577019053362051e+02 1.650000000000000078e-02
1.490000000000000000e+02 4.878832005415151798e+03 9.411843467877334390e-01 2.594638847880328947e-02 3.596707264664718764e+02 1.650000000000000078e-02
1.500000000000000000e+02 4.920441705135202028e+03 9.407078108923199178e-01 2.540333846945305729e-02 3.595836827789945573e+02 1.650000000000000078e-02
1.510000000000000000e+02 4.961090435920430536e+03 9.402306669568134545e-01 2.508308839488367081e-02 3.594966148168882114e+02 1.650000000000000078e-02
1.520000000000000000e+02 5.002572236076125591e+03 9.397527950916295669e-01 2.478435400398397090e-02 3.594095225666098372e+02 1.650000000000000078e-02
1.530000000000000000e+02 5.044748713505010528e+03 9.392740748880206159e-01 2.445983764549523182e-02 3.593223619657103427e+02 1.650000000000000078e-02
1.540000000000000000e+02 5.087412808099691574e+03 9.387945064348904856e-01 2.539872115882412656e-02 3.592351329637162962e+02 1.650000000000000078e-02
1.550000000000000000e+02 5.130547864504571407e+03 9.383140898251260964e-01 2.577391015768718333e-02 3.591478355100830981e+02 1.650000000000000078e-02
1.560000000000000000e+02 5.171662436574452840e+03 9.378329466593913200e-01 2.567233940271711201e-02 3.590604695541946398e+02 1.650000000000000078e-02
1.570000000000000000e+02 5.212710356700478769e+03 9.373511990592191534e-01 2.475128107518210011e-02 3.589730791435717379e+02 1.650000000000000078e-02
1.580000000000000000e+02 5.254055228871312465e+03 9.368687262425471340e-01 2.506232351822167484e-02 3.588856642645201305e+02 1.650000000000000078e-02
1.590000000000000000e+02 5.297046559063695895e+03 9.363854069142845127e-01 2.556668368894768686e-02 3.587981807804214895e+02 1.650000000000000078e-02
1.600000000000000000e+02 5.338978056589678090e+03 9.359013633036851187e-01 2.551642393407956705e-02 3.587106286404520006e+02 1.650000000000000078e-02
1.610000000000000000e+02 5.380455106937093660e+03 9.354165958965897643e-01 2.365212994749749109e-02 3.586230519413921343e+02 1.650000000000000078e-02
1.620000000000000000e+02 5.422037131984985535e+03 9.349309829576393227e-01 2.276717477586458552e-02 3.585354065093949885e+02 1.650000000000000078e-02
1.630000000000000000e+02 5.468256074053178054e+03 9.344446471858202097e-01 2.311379354941901429e-02 3.584476922934602499e+02 1.650000000000000078e-02
1.640000000000000000e+02 5.514727458004183063e+03 9.339577117940981443e-01 2.473197552000452881e-02 3.583599534274109715e+02 1.650000000000000078e-02
1.650000000000000000e+02 5.560498587630115253e+03 9.334700549687993121e-01 2.510353857542323500e-02 3.582721898973884436e+02 1.650000000000000078e-02
1.660000000000000000e+02 5.603004293291163776e+03 9.329815543891475382e-01 2.517425547752984508e-02 3.581843574797753718e+02 1.650000000000000078e-02
1.670000000000000000e+02 5.645388256537166853e+03 9.324923333745932519e-01 2.476661939394804793e-02 3.580964561233618042e+02 1.650000000000000078e-02
1.680000000000000000e+02 5.687894759620900004e+03 9.320025157592120024e-01 2.528171599243161580e-02 3.580085300115232485e+02 1.650000000000000078e-02
1.690000000000000000e+02 5.730957589848673706e+03 9.315119791422712403e-01 2.576678748397888408e-02 3.579205791303123192e+02 1.650000000000000078e-02
1.700000000000000000e+02 5.772883267109555163e+03 9.310206006216045216e-01 2.639489573420282509e-02 3.578325592061784732e+02 1.650000000000000078e-02
1.710000000000000000e+02 5.814076084059696768e+03 9.305285041365298770e-01 2.635951617773014607e-02 3.577444701877008129e+02 1.650000000000000078e-02
1.720000000000000000e+02 5.854590716651210641e+03 9.300358141349363006e-01 2.571806851316670722e-02 3.576563563079688493e+02 1.650000000000000078e-02
1.730000000000000000e+02 5.895189101869102160e+03 9.295424076346633369e-01 2.482940845663242704e-02 3.575682175529456686e+02 1.650000000000000078e-02
1.740000000000000000e+02 5.937428241573239575e+03 9.290482853656837348e-01 2.372056675790786343e-02 3.574800095989841680e+02 1.650000000000000078e-02
1.750000000000000000e+02 5.981059058624758109e+03 9.285535736571972620e-01 2.484749330122884223e-02 3.573917767165796135e+02 1.650000000000000078e-02
1.760000000000000000e+02 6.026256019924459906e+03 9.280584112317700196e-01 2.536681070120884451e-02 3.573037045630327952e+02 1.650000000000000078e-02
1.770000000000000000e+02 6.068759946564154234e+03 9.275632405307336903e-01 2.474546503388168686e-02 3.572162563038660323e+02 1.650000000000000078e-02
1.780000000000000000e+02 6.111431932926347145e+03 9.270682597567915240e-01 2.513141862673679006e-02 3.571287393791852764e+02 1.650000000000000078e-02
1.790000000000000000e+02 6.154821327422644572e+03 9.265735929309555363e-01 2.512920644035673140e-02 3.570411976684750357e+02 1.650000000000000078e-02
1.800000000000000000e+02 6.197479054376228305e+03 9.260792397863841785e-01 2.499589614459306330e-02 3.569536311576918592e+02 1.650000000000000078e-02
1.810000000000000000e+02 6.240376177257676318e+03 9.255850761443259467e-01 2.427832801282735903e-02 3.568660398327802454e+02 1.650000000000000078e-02
1.820000000000000000e+02 6.283778587402724042e+03 9.250909781559684131e-01 2.436328317953742259e-02 3.567783797114952336e+02 1.650000000000000078e-02
1.830000000000000000e+02 6.328191543871120302e+03 9.245971935402894637e-01 2.424528486581610520e-02 3.566906507423337302e+02 1.650000000000000078e-02
1.840000000000000000e+02 6.372394346060773387e+03 9.241037219941982128e-01 2.372248196746166993e-02 3.566029408600185775e+02 1.650000000000000078e-02
1.850000000000000000e+02 6.417224551565002912e+03 9.236104396894193602e-01 2.562973700206594430e-02 3.565151620766060887e+02 1.650000000000000078e-02
1.860000000000000000e+02 6.462423210379958618e+03 9.231174700975359748e-01 2.495299890250396446e-02 3.564273583585969618e+02 1.650000000000000078e-02
1.870000000000000000e+02 6.504024814074462483e+03 9.226246895118256353e-01 2.375632207476665800e-02 3.563395296918210988e+02 1.650000000000000078e-02
1.880000000000000000e+02 6.548400327309997920e+03 9.221320979184097766e-01 2.432760113133572780e-02 3.562516320189276371e+02 1.650000000000000078e-02
1.890000000000000000e+02 6.593688340695911393e+03 9.216396952702292644e-01 2.380267419785827426e-02 3.561637093438380930e+02 1.650000000000000078e-02
1.900000000000000000e+02 6.638221920899594807e+03 9.211474815547558981e-01 2.396393610706139959e-02 3.560757175840831792e+02 1.650000000000000078e-02
1.910000000000000000e+02 6.684127554230190071e+03 9.206555798527601420e-01 2.506695907390337277e-02 3.559877007685706189e+02 1.650000000000000078e-02
1.920000000000000000e+02 6.728750642531389531e+03 9.201638668488781869e-01 2.430702453108008962e-02 3.558996588830270298e+02 1.650000000000000078e-02
